number,value,datetime_start,datetime_complete,duration,params_lags,params_lags_past_covariates,params_learning_rate,params_max_depth,params_n_estimators,params_subsample,state
37,243.54410972537283,2025-11-15 17:29:33.283331,2025-11-15 17:30:21.207733,0 days 00:00:47.924402,3,22,0.005771483666997417,7,130,0.9012532717023628,COMPLETE
38,212.50655378521242,2025-11-15 17:30:21.219369,2025-11-15 17:31:35.511690,0 days 00:01:14.292321,3,24,0.021504834882397586,7,183,0.9053617196563869,COMPLETE
39,193.53305931413126,2025-11-15 17:31:35.610100,2025-11-15 17:32:09.969332,0 days 00:00:34.359232,3,24,0.5822316873401978,7,84,0.8425421952177239,COMPLETE
40,256.8886258342012,2025-11-15 17:32:10.036704,2025-11-15 17:32:33.308946,0 days 00:00:23.272242,3,25,0.4662523496664079,6,90,0.8485416490332064,COMPLETE
41,203.6037460246253,2025-11-15 17:32:33.322528,2025-11-15 17:32:54.964742,0 days 00:00:21.642214,3,21,0.18351888175621098,7,61,0.7754564754340008,COMPLETE
42,258.18041927886264,2025-11-15 17:32:55.105908,2025-11-15 17:33:23.630826,0 days 00:00:28.524918,2,21,0.18477787758505304,7,76,0.7770949378959828,COMPLETE
43,193.7763540696351,2025-11-15 17:33:23.643766,2025-11-15 17:33:49.177864,0 days 00:00:25.534098,6,26,0.5281973904944777,5,174,0.8965008796033096,COMPLETE
44,251.8383225981523,2025-11-15 17:33:49.257631,2025-11-15 17:34:13.375030,0 days 00:00:24.117399,4,27,0.7166111639411525,5,153,0.8963770658036093,COMPLETE
45,250.75422872949775,2025-11-15 17:34:13.401186,2025-11-15 17:34:45.744413,0 days 00:00:32.343227,1,24,0.5289539598648172,5,223,0.8379188131440141,COMPLETE
46,221.4200627110105,2025-11-15 17:34:45.758449,2025-11-15 17:35:33.898529,0 days 00:00:48.140080,3,29,0.19956638790846137,7,109,0.7108985643907567,COMPLETE
47,248.4047300966371,2025-11-15 17:35:33.934307,2025-11-15 17:37:21.316734,0 days 00:01:47.382427,5,26,1.1241830321231458e-05,6,453,0.9255253820246745,COMPLETE
48,245.14829134544865,2025-11-15 17:37:21.352093,2025-11-15 17:37:37.850213,0 days 00:00:16.498120,2,23,0.6548880810777701,4,179,0.859996204710942,COMPLETE
49,248.79136837736846,2025-11-15 17:37:37.864101,2025-11-15 17:39:28.144568,0 days 00:01:50.280467,5,21,0.14440988557123688,7,322,0.7921043493632847,COMPLETE
50,271.78357117615303,2025-11-15 17:39:28.220554,2025-11-15 17:39:49.761286,0 days 00:00:21.540732,1,26,0.287720163559071,5,138,0.7505252341854135,COMPLETE
51,246.6971478329107,2025-11-15 17:39:49.843219,2025-11-15 17:40:22.773117,0 days 00:00:32.929898,3,30,0.17898620077773936,6,111,0.6876842933894092,COMPLETE
52,236.2194240055881,2025-11-15 17:40:22.921406,2025-11-15 17:41:28.349380,0 days 00:01:05.427974,4,29,0.25947736872690746,8,84,0.716422079361818,COMPLETE
53,255.66986250782278,2025-11-15 17:41:28.373500,2025-11-15 17:43:02.397288,0 days 00:01:34.023788,6,28,0.497027341571872,7,215,0.9990747058240099,COMPLETE
54,250.38453766689844,2025-11-15 17:43:02.430412,2025-11-15 17:43:18.942747,0 days 00:00:16.512335,2,23,0.13182351011318666,4,171,0.939687433701689,COMPLETE
55,248.12756297949971,2025-11-15 17:43:19.037931,2025-11-15 17:44:27.304904,0 days 00:01:08.266973,7,28,7.558598754526882e-05,6,270,0.8755032211026479,COMPLETE
56,248.441384846184,2025-11-15 17:44:27.336052,2025-11-15 17:44:29.861707,0 days 00:00:02.525655,3,26,0.9499965865352323,0,111,0.814458652050904,COMPLETE
57,244.13569998060126,2025-11-15 17:44:29.918856,2025-11-15 17:44:54.641412,0 days 00:00:24.722556,4,20,0.1964520496412706,7,73,0.7460733824615986,COMPLETE
58,270.9066969562912,2025-11-15 17:44:54.718347,2025-11-15 17:45:27.475002,0 days 00:00:32.756655,1,25,0.3529171502708104,6,144,0.6441139113675973,COMPLETE
59,243.59514462061557,2025-11-15 17:45:27.642964,2025-11-15 17:45:57.684320,0 days 00:00:30.041356,6,22,0.026061408711166575,8,54,0.8189841034334067,COMPLETE
60,254.12341461150262,2025-11-15 17:45:57.792128,2025-11-15 17:46:40.885510,0 days 00:00:43.093382,2,29,0.6153169296279384,7,99,0.9172246741475026,COMPLETE
61,188.10266633454088,2025-11-15 17:46:40.898955,2025-11-15 17:47:39.666162,0 days 00:00:58.767207,7,23,0.06756812912063076,9,65,0.9659844769386431,COMPLETE
62,234.96594932995632,2025-11-15 17:47:39.762525,2025-11-15 17:47:50.712908,0 days 00:00:10.950383,5,23,0.06847198383072946,5,71,0.8788589675721867,COMPLETE
63,187.60169625120278,2025-11-15 17:47:50.724859,2025-11-15 17:49:46.438907,0 days 00:01:55.714048,7,25,0.11107371015302495,9,119,0.9624774891147648,COMPLETE
64,222.48398445141643,2025-11-15 17:49:46.466445,2025-11-15 17:50:38.632625,0 days 00:00:52.166180,7,25,0.061990017425124284,9,51,0.9591820737060104,COMPLETE
65,227.60810223901254,2025-11-15 17:50:38.725194,2025-11-15 17:59:58.880088,0 days 00:09:20.154894,9,21,0.11154049788342547,8,967,0.9805132103851392,COMPLETE
66,255.86354916261718,2025-11-15 17:59:59.023091,2025-11-15 18:01:08.976504,0 days 00:01:09.953413,25,19,0.024934805524605686,8,122,0.9446408697325538,COMPLETE
67,239.58864529942403,2025-11-15 18:01:09.070425,2025-11-15 18:01:48.522469,0 days 00:00:39.452044,8,24,0.3536222501831292,9,38,0.9088373664619797,COMPLETE
68,244.0394540701885,2025-11-15 18:01:48.655085,2025-11-15 18:02:06.156470,0 days 00:00:17.501385,5,23,0.010459981360884883,4,196,0.9780704914474828,COMPLETE
69,183.23136209947214,2025-11-15 18:02:06.217128,2025-11-15 18:07:20.245612,0 days 00:05:14.028484,7,27,0.24470643062885056,10,261,0.8640296313982438,COMPLETE
70,229.32066103830977,2025-11-15 18:07:20.258124,2025-11-15 18:14:33.887581,0 days 00:07:13.629457,10,27,0.2583337539994238,10,376,0.8710991411271186,COMPLETE
71,214.99487314069103,2025-11-15 18:14:33.900291,2025-11-15 18:19:03.231701,0 days 00:04:29.331410,7,25,0.1340906486815732,10,248,0.9387084951453903,COMPLETE
72,244.13344211668647,2025-11-15 18:19:03.328833,2025-11-15 18:25:04.797706,0 days 00:06:01.468873,4,26,0.05908438514797441,8,566,0.8493564872581897,COMPLETE
73,243.33993900775687,2025-11-15 18:25:04.810162,2025-11-15 18:27:31.911069,0 days 00:02:27.100907,8,22,0.00277173882842304,9,163,0.8213345711151858,COMPLETE
74,257.54906714743413,2025-11-15 18:27:31.925043,2025-11-15 18:29:13.934711,0 days 00:01:42.009668,9,28,0.4187224339221826,9,96,0.7732197410117929,COMPLETE
75,257.2569615988164,2025-11-15 18:29:14.049087,2025-11-15 18:31:20.335927,0 days 00:02:06.286840,5,24,0.7471448648687792,7,330,0.903625381182861,COMPLETE
76,225.42276209286152,2025-11-15 18:31:20.439545,2025-11-15 18:31:26.914643,0 days 00:00:06.475098,6,27,0.09533512095856012,3,83,0.9844347781173971,COMPLETE
77,246.3430740118168,2025-11-15 18:31:26.926368,2025-11-15 18:32:07.468737,0 days 00:00:40.542369,4,22,0.21181005262961158,6,198,0.8743966879780306,COMPLETE
78,247.1744098513631,2025-11-15 18:32:07.494790,2025-11-15 18:33:21.625929,0 days 00:01:14.131139,7,20,0.0007675517243072136,8,135,0.9578284549044334,COMPLETE
79,241.36348446149174,2025-11-15 18:33:21.667516,2025-11-15 18:33:26.920446,0 days 00:00:05.252930,2,24,0.05110548585173662,5,23,0.9232061993572653,COMPLETE
80,237.94895652745407,2025-11-15 18:33:26.952444,2025-11-15 18:34:25.371717,0 days 00:00:58.419273,10,19,0.014982797103460078,10,65,0.8947220145026711,COMPLETE
81,207.0274025191539,2025-11-15 18:34:25.384141,2025-11-15 18:38:56.124077,0 days 00:04:30.739936,7,25,0.16290077641492395,10,251,0.9349474304627324,COMPLETE
82,228.0236696366274,2025-11-15 18:38:56.184785,2025-11-15 18:43:47.484326,0 days 00:04:51.299541,6,25,0.15090036637458448,10,277,0.8421201229395516,COMPLETE
83,262.9403446544191,2025-11-15 18:43:47.536358,2025-11-15 18:47:37.632539,0 days 00:03:50.096181,3,26,0.4409311917035655,9,241,0.9311652105746331,COMPLETE
84,228.27792739748156,2025-11-15 18:47:37.645918,2025-11-15 18:53:15.578766,0 days 00:05:37.932848,21,23,0.2914547083482359,11,158,0.9688532040926037,COMPLETE
85,235.34534634893822,2025-11-15 18:53:15.640897,2025-11-15 18:55:07.713577,0 days 00:01:52.072680,4,21,0.08225879487275148,8,194,0.8031479880755549,COMPLETE
86,216.69908317552586,2025-11-15 18:55:07.831296,2025-11-15 18:56:02.437386,0 days 00:00:54.606090,8,27,0.035197193342953674,7,127,0.8862199208509994,COMPLETE
87,241.53859094887676,2025-11-15 18:56:02.451114,2025-11-15 19:07:05.299439,0 days 00:11:02.848325,5,25,0.10682628209268025,10,608,0.8567282827162359,COMPLETE
88,277.5536002139771,2025-11-15 19:07:05.312235,2025-11-15 19:07:51.786768,0 days 00:00:46.474533,13,23,0.6083543523253233,9,47,0.7766755641858222,COMPLETE
89,272.3625292293028,2025-11-15 19:07:51.943555,2025-11-15 19:09:21.263491,0 days 00:01:29.319936,1,24,0.22661677283105924,6,388,0.9431850479084581,COMPLETE
90,226.63774376860337,2025-11-15 19:09:21.285201,2025-11-15 19:15:16.476867,0 days 00:05:55.191666,2,27,0.16813020476066962,10,298,0.9998062746204962,COMPLETE
91,220.2469486380383,2025-11-15 19:15:16.574047,2025-11-15 19:25:30.916139,0 days 00:10:14.342092,7,25,0.12405103966641498,11,247,0.9183768331779163,COMPLETE
92,229.14659203991272,2025-11-15 19:25:31.005458,2025-11-15 19:29:31.056654,0 days 00:04:00.051196,6,25,0.3720237244786864,10,221,0.9453277925547653,COMPLETE
93,238.60490926613699,2025-11-15 19:29:31.068543,2025-11-15 19:32:48.895840,0 days 00:03:17.827297,9,26,0.007121912894953057,10,178,0.8998457627636635,COMPLETE
94,203.94893912478938,2025-11-15 19:32:48.947828,2025-11-15 19:35:53.317735,0 days 00:03:04.369907,7,24,0.12925465005960102,11,83,0.829271231801498,COMPLETE
95,202.85063464597246,2025-11-15 19:35:53.423293,2025-11-15 19:38:50.816825,0 days 00:02:57.393532,8,22,0.7961134229737843,11,86,0.8266289316640477,COMPLETE
96,236.85886916831026,2025-11-15 19:38:50.882635,2025-11-15 19:41:44.240917,0 days 00:02:53.358282,12,21,0.8180581930860281,11,84,0.8304833957411594,COMPLETE
97,205.21569030375287,2025-11-15 19:41:44.388764,2025-11-15 19:46:17.863280,0 days 00:04:33.474516,8,22,0.9273380063504975,12,60,0.7584263336343664,COMPLETE
98,226.33274940208784,2025-11-15 19:46:17.904616,2025-11-15 19:51:51.324058,0 days 00:05:33.419442,11,28,0.948700305195664,12,60,0.7534777205629558,COMPLETE
99,234.74262170027197,2025-11-15 19:51:51.338785,2025-11-15 19:52:57.964947,0 days 00:01:06.626162,8,18,0.5348331714108462,11,37,0.795459607762744,COMPLETE
100,235.14191235095026,2025-11-15 19:52:58.013567,2025-11-15 19:57:19.791205,0 days 00:04:21.777638,10,23,0.7099862921682185,12,56,0.6576943439728735,COMPLETE
101,248.15708637824278,2025-11-15 19:57:19.803735,2025-11-15 19:59:33.440618,0 days 00:02:13.636883,9,22,0.000437807542181286,11,67,0.8537290461422369,COMPLETE
102,222.254917218284,2025-11-15 19:59:33.562953,2025-11-15 20:06:51.098867,0 days 00:07:17.535914,8,20,0.3135471882538158,12,106,0.7204310565717675,COMPLETE
103,233.5399010412717,2025-11-15 20:06:51.146615,2025-11-15 20:09:33.126542,0 days 00:02:41.979927,7,22,0.5434494803536059,11,80,0.8344758368223358,COMPLETE
104,235.995348157651,2025-11-15 20:09:33.138169,2025-11-15 20:12:12.967818,0 days 00:02:39.829649,6,24,0.42200654576426444,11,74,0.7670321824056034,COMPLETE
105,225.505476046582,2025-11-15 20:12:12.980142,2025-11-15 20:19:50.711507,0 days 00:07:37.731365,5,26,0.2359135804681873,12,88,0.8663066054022193,COMPLETE
106,189.1568269307555,2025-11-15 20:19:50.849285,2025-11-15 20:21:24.203659,0 days 00:01:33.354374,7,21,0.973649682019059,10,95,0.8077877623614306,COMPLETE
107,235.78615633915462,2025-11-15 20:21:24.268607,2025-11-15 20:22:11.065337,0 days 00:00:46.796730,7,21,0.7994800153838706,10,46,0.8094177141286089,COMPLETE
108,246.60280503324697,2025-11-15 20:22:11.095695,2025-11-15 20:23:38.313617,0 days 00:01:27.217922,9,20,0.9930891695188924,10,97,0.7961497073424674,COMPLETE
109,193.25690070706415,2025-11-15 20:23:38.350050,2025-11-15 20:25:37.519272,0 days 00:01:59.169222,8,23,0.6468103830826263,11,56,0.7316351794586763,COMPLETE
110,235.83005896440105,2025-11-15 20:25:37.532429,2025-11-15 20:27:13.863578,0 days 00:01:36.331149,8,19,0.6271417397972854,11,53,0.7434394752700085,COMPLETE
111,251.86214794161052,2025-11-15 20:27:13.967714,2025-11-15 20:29:37.528911,0 days 00:02:23.561197,6,23,0.2934525849142972,11,69,0.7017258317575054,COMPLETE
112,222.3810483293445,2025-11-15 20:29:37.540957,2025-11-15 20:38:57.782763,0 days 00:09:20.241806,10,24,0.5153129099249374,12,116,0.7315691561571135,COMPLETE
113,266.4118280392727,2025-11-15 20:38:57.795805,2025-11-15 20:39:54.241638,0 days 00:00:56.445833,30,23,0.3677365638249365,9,57,0.497497093206825,COMPLETE
114,247.00500620340844,2025-11-15 20:39:54.255626,2025-11-15 20:41:12.336808,0 days 00:01:18.081182,7,22,0.769893689876346,11,39,0.7622442352630441,COMPLETE
115,228.67385161976785,2025-11-15 20:41:12.348480,2025-11-15 20:42:28.236895,0 days 00:01:15.888415,9,21,0.5953955989137472,10,76,0.5688386107080321,COMPLETE
116,242.0255088392678,2025-11-15 20:42:28.249512,2025-11-15 20:43:27.387782,0 days 00:00:59.138270,6,24,0.1684119936196115,9,64,0.8174569012005612,COMPLETE
117,204.89567622697564,2025-11-15 20:43:27.481055,2025-11-15 20:45:09.114852,0 days 00:01:41.633797,7,25,0.223131488836374,10,92,0.8339168016801259,COMPLETE
118,219.8758025665889,2025-11-15 20:45:09.153889,2025-11-15 20:53:45.707220,0 days 00:08:36.553331,8,26,0.9956101007656956,12,100,0.6683222772165682,COMPLETE
119,248.36694323966157,2025-11-15 20:53:45.734484,2025-11-15 20:54:02.018299,0 days 00:00:16.283815,5,29,0.0001302543476103656,5,92,0.8335264414376098,COMPLETE
120,225.93695547047687,2025-11-15 20:54:02.059103,2025-11-15 20:56:35.877915,0 days 00:02:33.818812,10,23,0.23340574499594355,10,143,0.7824764800327549,COMPLETE
121,222.55366350231589,2025-11-15 20:56:35.919260,2025-11-15 20:58:05.047581,0 days 00:01:29.128321,7,25,0.4223977784375173,10,79,0.8605612743997052,COMPLETE
122,222.8654032102707,2025-11-15 20:58:05.062304,2025-11-15 20:59:49.403144,0 days 00:01:44.340840,7,22,0.07634156230678757,11,51,0.8838825953835071,COMPLETE
123,227.41919969502254,2025-11-15 20:59:49.489922,2025-11-15 21:01:57.019834,0 days 00:02:07.529912,8,27,0.18980821341675103,10,108,0.5209038861891848,COMPLETE
124,182.69316269244334,2025-11-15 21:01:57.047586,2025-11-15 21:04:36.124724,0 days 00:02:39.077138,9,26,0.12892255369560165,11,69,0.7873704319797646,COMPLETE
125,233.55766622200485,2025-11-15 21:04:36.150639,2025-11-15 21:06:59.868669,0 days 00:02:23.718030,11,26,0.1112293661605399,11,61,0.8046537108569334,COMPLETE
126,225.5394918340462,2025-11-15 21:06:59.882041,2025-11-15 21:09:31.691803,0 days 00:02:31.809762,9,24,0.2819580078859858,11,69,0.7363507012408425,COMPLETE
127,241.94610631638994,2025-11-15 21:09:31.716974,2025-11-15 21:11:19.573299,0 days 00:01:47.856325,4,4,0.36123456977125823,12,90,0.7885269894944684,COMPLETE
128,258.1459509576995,2025-11-15 21:11:19.695477,2025-11-15 21:13:25.255457,0 days 00:02:05.559980,6,28,0.6560591319752617,9,120,0.8214475224623912,COMPLETE
129,244.56005887081747,2025-11-15 21:13:25.268204,2025-11-15 21:16:18.063573,0 days 00:02:52.795369,8,20,0.13902632759781344,12,43,0.8394159684128537,COMPLETE
130,236.7398632801153,2025-11-15 21:16:18.102590,2025-11-15 21:19:39.501577,0 days 00:03:21.398987,5,30,0.48342231129705643,11,77,0.7598198139972951,COMPLETE
131,247.23517018000194,2025-11-15 21:19:39.579904,2025-11-15 21:21:16.236285,0 days 00:01:36.656381,7,25,0.0013872816293030936,10,86,0.9608968895142465,COMPLETE
132,212.98521176506648,2025-11-15 21:21:16.285536,2025-11-15 21:22:32.570880,0 days 00:01:16.285344,8,27,0.1597064902382908,10,65,0.9137929011980482,COMPLETE
133,244.41483469451515,2025-11-15 21:22:32.583498,2025-11-15 21:23:20.751411,0 days 00:00:48.167913,6,25,0.08691657935947578,9,48,0.8518000100352043,COMPLETE
134,216.93261134266785,2025-11-15 21:23:20.773656,2025-11-15 21:23:27.674909,0 days 00:00:06.901253,9,26,0.05599073243700751,4,55,0.8803738075098579,COMPLETE
135,241.91679675923757,2025-11-15 21:23:27.728651,2025-11-15 21:23:41.071856,0 days 00:00:13.343205,7,23,0.232548636221561,11,5,0.8150159605902372,COMPLETE
136,244.98635916611596,2025-11-15 21:23:41.115173,2025-11-15 21:25:30.629977,0 days 00:01:49.514804,5,24,0.11574289998074376,10,101,0.7791625010647197,COMPLETE
137,268.226252838849,2025-11-15 21:25:30.707893,2025-11-15 21:25:37.329891,0 days 00:00:06.621998,7,25,0.7576941597275485,3,72,0.9328623514020273,COMPLETE
138,240.3936680264941,2025-11-15 21:25:37.435490,2025-11-15 21:27:25.890116,0 days 00:01:48.454626,6,21,0.28720775409975424,9,127,0.9753139471589211,COMPLETE
139,219.64209961834644,2025-11-15 21:27:25.939101,2025-11-15 21:30:10.528226,0 days 00:02:44.589125,8,24,0.19235773944068355,10,155,0.898751161886046,COMPLETE
140,250.2607488048248,2025-11-15 21:30:10.634544,2025-11-15 21:32:59.969992,0 days 00:02:49.335448,28,22,0.5154890162065702,11,81,0.8689443780254952,COMPLETE
141,238.2020208581242,2025-11-15 21:32:59.994370,2025-11-15 21:33:44.718299,0 days 00:00:44.723929,3,23,0.3837821189559418,7,117,0.8386226081444723,COMPLETE
142,231.28904470071907,2025-11-15 21:33:44.776679,2025-11-15 21:35:01.470797,0 days 00:01:16.694118,3,22,0.8291892324429331,8,137,0.8927854686339065,COMPLETE
143,226.21439030732654,2025-11-15 21:35:01.516531,2025-11-15 21:35:24.940233,0 days 00:00:23.423702,4,25,0.14172216160242423,6,90,0.9255794733021083,COMPLETE
144,249.84620705344045,2025-11-15 21:35:24.979487,2025-11-15 21:35:49.655924,0 days 00:00:24.676437,9,26,0.46126086240615854,7,59,0.7909248594808216,COMPLETE
145,246.21601275169078,2025-11-15 21:35:49.719964,2025-11-15 21:37:24.417115,0 days 00:01:34.697151,6,23,0.6384019784799511,8,167,0.9487013288830626,COMPLETE
146,240.43916331233922,2025-11-15 21:37:24.485717,2025-11-15 21:37:42.687420,0 days 00:00:18.201703,8,18,0.34101682916532233,6,108,0.8557834565926336,COMPLETE
147,248.27602755708676,2025-11-15 21:37:42.701146,2025-11-15 21:39:58.193617,0 days 00:02:15.492471,4,21,3.520369962504786e-05,11,71,0.8787799304407939,COMPLETE
148,248.19039430961826,2025-11-15 21:39:58.284899,2025-11-15 21:41:11.778755,0 days 00:01:13.493856,17,24,0.09263773031271787,11,33,0.8057119552901717,COMPLETE
149,242.8414841501934,2025-11-15 21:41:11.823392,2025-11-15 21:44:50.474718,0 days 00:03:38.651326,14,22,0.2115492549071087,10,215,0.9901373828842835,COMPLETE
150,238.91578337220676,2025-11-15 21:44:50.521802,2025-11-15 22:11:38.944554,0 days 00:26:48.422752,2,26,0.5873668195090672,12,315,0.8214236251346628,COMPLETE
151,227.23530344111882,2025-11-15 22:11:38.956684,2025-11-15 22:12:53.320316,0 days 00:01:14.363632,3,24,0.0419708113489506,7,205,0.8969532974685468,COMPLETE
152,239.76036859091465,2025-11-15 22:12:53.333523,2025-11-15 22:14:02.224517,0 days 00:01:08.890994,1,25,0.06503724479393058,7,182,0.9120464797777639,COMPLETE
153,283.9003003106542,2025-11-15 22:14:02.238307,2025-11-15 22:15:29.122298,0 days 00:01:26.883991,5,23,0.9887872703656412,8,150,0.8480641577518935,COMPLETE
154,193.4562691350156,2025-11-15 22:15:29.172867,2025-11-15 22:17:14.964087,0 days 00:01:45.791220,7,27,0.16285268707268377,7,261,0.7702239367970071,COMPLETE
155,199.30060994699485,2025-11-15 22:17:14.977208,2025-11-15 22:19:02.776079,0 days 00:01:47.798871,7,27,0.15864063091824948,7,268,0.7630735905685415,COMPLETE
156,181.09435293071002,2025-11-15 22:19:02.963462,2025-11-15 22:20:56.052244,0 days 00:01:53.088782,7,28,0.12209392129083843,7,280,0.7274065592377071,COMPLETE
