number,value,datetime_start,datetime_complete,duration,params_criterion,params_lags,params_lags_past_covariates,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_usar_max_depth,state
28,52.44610156554912,2025-11-15 15:56:21.895559,2025-11-15 15:56:26.701595,0 days 00:00:04.806036,squared_error,25,22,1,33,11,True,COMPLETE
29,51.1425518925519,2025-11-15 15:56:26.771255,2025-11-15 15:56:47.550421,0 days 00:00:20.779166,absolute_error,21,17,1,41,117,True,COMPLETE
30,53.053893707483,2025-11-15 15:56:47.586347,2025-11-15 15:57:08.255293,0 days 00:00:20.668946,absolute_error,22,16,4,49,140,True,COMPLETE
31,51.871100529100524,2025-11-15 15:57:08.359988,2025-11-15 15:57:20.549740,0 days 00:00:12.189752,absolute_error,28,23,1,42,45,True,COMPLETE
32,53.55507054673721,2025-11-15 15:57:20.585786,2025-11-15 15:57:28.133980,0 days 00:00:07.548194,absolute_error,24,19,3,68,27,True,COMPLETE
33,50.79005753968254,2025-11-15 15:57:28.241815,2025-11-15 15:57:45.336300,0 days 00:00:17.094485,absolute_error,28,22,2,28,60,True,COMPLETE
34,54.87093335786229,2025-11-15 15:57:45.435280,2025-11-15 15:57:52.939438,0 days 00:00:07.504158,friedman_mse,20,17,3,29,70,True,COMPLETE
35,53.041180994521696,2025-11-15 15:57:53.033302,2025-11-15 15:58:06.327650,0 days 00:00:13.294348,absolute_error,21,12,5,47,113,True,COMPLETE
36,55.14448273560754,2025-11-15 15:58:06.385543,2025-11-15 15:58:11.153677,0 days 00:00:04.768134,poisson,28,14,2,58,14,True,COMPLETE
37,54.44191536661471,2025-11-15 15:58:11.185610,2025-11-15 15:58:16.537296,0 days 00:00:05.351686,friedman_mse,17,22,3,36,22,True,COMPLETE
38,52.42037388392856,2025-11-15 15:58:16.595657,2025-11-15 15:58:31.476987,0 days 00:00:14.881330,absolute_error,25,20,5,27,64,True,COMPLETE
39,52.171299851070316,2025-11-15 15:58:31.685060,2025-11-15 15:58:37.234610,0 days 00:00:05.549550,squared_error,12,19,2,22,22,True,COMPLETE
40,52.292726081258195,2025-11-15 15:58:37.249968,2025-11-15 15:58:54.519291,0 days 00:00:17.269323,absolute_error,23,15,4,32,109,False,COMPLETE
41,50.433766233766235,2025-11-15 15:58:54.533289,2025-11-15 15:59:07.647061,0 days 00:00:13.113772,absolute_error,28,21,1,21,33,True,COMPLETE
42,57.52605042016806,2025-11-15 15:59:07.695226,2025-11-15 15:59:13.061789,0 days 00:00:05.366563,absolute_error,1,1,1,25,34,True,COMPLETE
43,52.28780844155843,2025-11-15 15:59:13.226590,2025-11-15 15:59:23.447438,0 days 00:00:10.220848,absolute_error,28,23,3,21,22,True,COMPLETE
44,53.90487394957984,2025-11-15 15:59:23.460897,2025-11-15 15:59:32.952679,0 days 00:00:09.491782,absolute_error,26,21,2,17,17,True,COMPLETE
45,53.118367606916856,2025-11-15 15:59:32.965399,2025-11-15 15:59:39.444797,0 days 00:00:06.479398,squared_error,27,18,5,44,56,False,COMPLETE
46,53.379031084656084,2025-11-15 15:59:39.587200,2025-11-15 16:00:09.984987,0 days 00:00:30.397787,absolute_error,24,24,3,54,144,True,COMPLETE
47,51.561461904761906,2025-11-15 16:00:10.108427,2025-11-15 16:00:21.194180,0 days 00:00:11.085753,absolute_error,28,20,1,34,25,True,COMPLETE
48,52.41762177285956,2025-11-15 16:00:21.387222,2025-11-15 16:00:27.904789,0 days 00:00:06.517567,friedman_mse,26,11,4,26,48,True,COMPLETE
49,52.48573841698842,2025-11-15 16:00:27.918511,2025-11-15 16:00:53.383624,0 days 00:00:25.465113,absolute_error,29,22,2,15,74,False,COMPLETE
50,55.255209137709144,2025-11-15 16:00:53.479626,2025-11-15 16:01:01.680779,0 days 00:00:08.201153,absolute_error,21,17,20,29,37,True,COMPLETE
51,51.28179315476191,2025-11-15 16:01:01.693246,2025-11-15 16:01:13.991262,0 days 00:00:12.298016,absolute_error,29,21,1,19,32,True,COMPLETE
52,52.258885511651464,2025-11-15 16:01:14.034003,2025-11-15 16:01:32.783822,0 days 00:00:18.749819,absolute_error,30,25,2,23,47,True,COMPLETE
53,51.5807783882784,2025-11-15 16:01:32.816596,2025-11-15 16:01:47.197052,0 days 00:00:14.380456,absolute_error,24,18,1,21,39,True,COMPLETE
54,54.29541847041846,2025-11-15 16:01:47.228951,2025-11-15 16:02:01.913902,0 days 00:00:14.684951,absolute_error,26,20,17,18,99,True,COMPLETE
55,54.92851905284374,2025-11-15 16:02:01.938699,2025-11-15 16:02:09.376013,0 days 00:00:07.437314,poisson,6,23,3,40,59,True,COMPLETE
56,50.95799280177188,2025-11-15 16:02:09.408682,2025-11-15 16:02:21.629490,0 days 00:00:12.220808,absolute_error,29,16,1,29,43,True,COMPLETE
57,51.79942857142858,2025-11-15 16:02:21.662052,2025-11-15 16:02:29.024798,0 days 00:00:07.362746,absolute_error,29,14,2,29,15,True,COMPLETE
58,52.55643809523811,2025-11-15 16:02:29.088709,2025-11-15 16:02:36.739143,0 days 00:00:07.650434,absolute_error,28,10,4,23,25,False,COMPLETE
59,52.76029919953912,2025-11-15 16:02:36.866606,2025-11-15 16:02:43.402759,0 days 00:00:06.536153,squared_error,23,17,2,36,57,True,COMPLETE
60,50.44680229053647,2025-11-15 16:02:43.490061,2025-11-15 16:03:00.009649,0 days 00:00:16.519588,absolute_error,26,15,1,27,79,True,COMPLETE
61,49.75941854636592,2025-11-15 16:03:00.031263,2025-11-15 16:03:19.866796,0 days 00:00:19.835533,absolute_error,27,16,1,27,95,True,COMPLETE
62,50.66866927592955,2025-11-15 16:03:19.953202,2025-11-15 16:03:34.584085,0 days 00:00:14.630883,absolute_error,27,13,1,26,73,True,COMPLETE
63,52.90941316526611,2025-11-15 16:03:34.650745,2025-11-15 16:03:48.466049,0 days 00:00:13.815304,absolute_error,27,13,3,26,85,True,COMPLETE
64,54.6158023483366,2025-11-15 16:03:48.545619,2025-11-15 16:03:58.795924,0 days 00:00:10.250305,absolute_error,25,15,14,23,73,True,COMPLETE
65,52.57609467455622,2025-11-15 16:03:58.845762,2025-11-15 16:04:22.592763,0 days 00:00:23.747001,absolute_error,27,9,2,27,169,True,COMPLETE
66,51.406097470238095,2025-11-15 16:04:22.691023,2025-11-15 16:04:39.863811,0 days 00:00:17.172788,absolute_error,26,13,1,31,96,True,COMPLETE
67,53.10180894655174,2025-11-15 16:04:39.916887,2025-11-15 16:04:46.078081,0 days 00:00:06.161194,poisson,29,8,2,25,53,True,COMPLETE
68,52.52215039180229,2025-11-15 16:04:46.143864,2025-11-15 16:05:03.489963,0 days 00:00:17.346099,absolute_error,25,19,3,21,79,True,COMPLETE
69,50.71433502145785,2025-11-15 16:05:03.503181,2025-11-15 16:05:10.724085,0 days 00:00:07.220904,friedman_mse,27,27,10,19,65,True,COMPLETE
70,51.114127935276194,2025-11-15 16:05:10.773080,2025-11-15 16:05:19.715073,0 days 00:00:08.941993,friedman_mse,23,27,10,19,97,True,COMPLETE
71,52.061827803094374,2025-11-15 16:05:19.727686,2025-11-15 16:05:25.782367,0 days 00:00:06.054681,friedman_mse,28,25,16,17,69,True,COMPLETE
72,51.69811733829749,2025-11-15 16:05:25.813740,2025-11-15 16:05:30.994295,0 days 00:00:05.180555,friedman_mse,27,29,13,24,30,True,COMPLETE
73,51.56597015151628,2025-11-15 16:05:31.032919,2025-11-15 16:05:42.905969,0 days 00:00:11.873050,friedman_mse,26,28,1,20,128,True,COMPLETE
74,51.65910256410257,2025-11-15 16:05:43.045059,2025-11-15 16:05:58.374021,0 days 00:00:15.328962,absolute_error,30,30,8,34,65,True,COMPLETE
75,51.44540427188415,2025-11-15 16:05:58.471815,2025-11-15 16:06:04.786872,0 days 00:00:06.315057,friedman_mse,24,13,5,22,53,True,COMPLETE
76,52.64256802721089,2025-11-15 16:06:04.842602,2025-11-15 16:06:18.303938,0 days 00:00:13.461336,absolute_error,28,24,2,28,42,True,COMPLETE
77,50.67483930172303,2025-11-15 16:06:18.355306,2025-11-15 16:06:26.977551,0 days 00:00:08.622245,squared_error,25,22,1,17,84,False,COMPLETE
78,50.62099520346682,2025-11-15 16:06:26.990595,2025-11-15 16:06:40.492985,0 days 00:00:13.502390,squared_error,25,22,11,14,187,False,COMPLETE
79,52.13500645252013,2025-11-15 16:06:40.506513,2025-11-15 16:06:58.648866,0 days 00:00:18.142353,squared_error,25,6,12,12,458,False,COMPLETE
80,51.71628613573595,2025-11-15 16:06:58.661906,2025-11-15 16:07:11.932020,0 days 00:00:13.270114,squared_error,22,16,11,14,202,False,COMPLETE
81,55.79620913970778,2025-11-15 16:07:11.944845,2025-11-15 16:07:30.138094,0 days 00:00:18.193249,squared_error,27,22,19,17,323,False,COMPLETE
82,52.14252539743539,2025-11-15 16:07:30.150024,2025-11-15 16:07:39.230726,0 days 00:00:09.080702,squared_error,24,26,10,15,121,False,COMPLETE
83,51.32046859857395,2025-11-15 16:07:39.280108,2025-11-15 16:07:46.942197,0 days 00:00:07.662089,squared_error,26,24,9,13,87,False,COMPLETE
84,52.9725517860492,2025-11-15 16:07:46.962246,2025-11-15 16:07:56.209206,0 days 00:00:09.246960,squared_error,13,22,1,16,103,False,COMPLETE
85,50.61672993523082,2025-11-15 16:07:56.233008,2025-11-15 16:08:45.109487,0 days 00:00:48.876479,squared_error,29,20,11,18,911,False,COMPLETE
86,54.56779110324199,2025-11-15 16:08:45.212602,2025-11-15 16:09:18.681577,0 days 00:00:33.468975,squared_error,9,20,11,18,597,False,COMPLETE
87,54.87707037667267,2025-11-15 16:09:18.746053,2025-11-15 16:09:44.874096,0 days 00:00:26.128043,squared_error,16,11,13,11,602,False,COMPLETE
88,52.66850639348121,2025-11-15 16:09:44.922618,2025-11-15 16:10:28.405815,0 days 00:00:43.483197,squared_error,29,18,13,14,844,False,COMPLETE
89,51.54491441901721,2025-11-15 16:10:28.523844,2025-11-15 16:10:33.870973,0 days 00:00:05.347129,squared_error,30,15,11,19,19,False,COMPLETE
90,50.32966100932516,2025-11-15 16:10:33.939719,2025-11-15 16:10:41.903395,0 days 00:00:07.963676,squared_error,27,23,10,15,79,False,COMPLETE
91,50.334495357494625,2025-11-15 16:10:41.955483,2025-11-15 16:10:52.198155,0 days 00:00:10.242672,squared_error,27,23,10,15,151,False,COMPLETE
92,50.63848854499027,2025-11-15 16:10:52.226117,2025-11-15 16:11:02.314828,0 days 00:00:10.088711,squared_error,25,23,8,15,148,False,COMPLETE
93,51.31091927428639,2025-11-15 16:11:02.373438,2025-11-15 16:11:16.010842,0 days 00:00:13.637404,squared_error,26,23,9,12,166,False,COMPLETE
94,50.019014843211245,2025-11-15 16:11:16.062235,2025-11-15 16:11:26.925384,0 days 00:00:10.863149,squared_error,29,25,8,13,145,False,COMPLETE
95,50.800597325871095,2025-11-15 16:11:26.937962,2025-11-15 16:11:42.776111,0 days 00:00:15.838149,squared_error,29,25,12,13,201,False,COMPLETE
96,49.53956426956877,2025-11-15 16:11:42.826791,2025-11-15 16:12:02.884753,0 days 00:00:20.057962,squared_error,28,23,7,15,278,False,COMPLETE
97,50.1453918975333,2025-11-15 16:12:02.897478,2025-11-15 16:12:20.900363,0 days 00:00:18.002885,squared_error,30,21,10,11,279,False,COMPLETE
98,48.96150435471212,2025-11-15 16:12:20.920999,2025-11-15 16:12:40.481665,0 days 00:00:19.560666,squared_error,30,20,7,11,292,False,COMPLETE
99,49.07643398453199,2025-11-15 16:12:40.519487,2025-11-15 16:12:57.931501,0 days 00:00:17.412014,squared_error,30,21,7,10,260,False,COMPLETE
100,49.51888056405664,2025-11-15 16:12:58.036096,2025-11-15 16:13:17.254928,0 days 00:00:19.218832,squared_error,30,23,7,10,300,False,COMPLETE
101,49.59793438076868,2025-11-15 16:13:17.268940,2025-11-15 16:13:36.892444,0 days 00:00:19.623504,squared_error,30,23,7,11,279,False,COMPLETE
102,49.04180868091443,2025-11-15 16:13:36.942962,2025-11-15 16:13:57.072745,0 days 00:00:20.129783,squared_error,30,21,7,10,305,False,COMPLETE
103,49.526973143523186,2025-11-15 16:13:57.143958,2025-11-15 16:14:17.665771,0 days 00:00:20.521813,squared_error,30,24,7,10,294,False,COMPLETE
104,49.568215514653126,2025-11-15 16:14:17.773060,2025-11-15 16:14:38.332347,0 days 00:00:20.559287,squared_error,30,24,7,10,286,False,COMPLETE
105,49.525246370900334,2025-11-15 16:14:38.398122,2025-11-15 16:14:57.204824,0 days 00:00:18.806702,squared_error,30,24,7,10,273,False,COMPLETE
106,49.783018684552154,2025-11-15 16:14:57.234004,2025-11-15 16:15:24.300944,0 days 00:00:27.066940,squared_error,30,25,7,10,352,False,COMPLETE
107,49.69550306365453,2025-11-15 16:15:24.315117,2025-11-15 16:15:49.424986,0 days 00:00:25.109869,squared_error,30,24,7,10,338,False,COMPLETE
108,49.525246370900334,2025-11-15 16:15:49.498402,2025-11-15 16:16:08.916129,0 days 00:00:19.417727,squared_error,30,24,7,10,273,False,COMPLETE
109,50.3711584649027,2025-11-15 16:16:08.990687,2025-11-15 16:16:29.280853,0 days 00:00:20.290166,squared_error,30,24,6,10,270,False,COMPLETE
110,49.8310021299907,2025-11-15 16:16:29.325955,2025-11-15 16:16:59.672277,0 days 00:00:30.346322,squared_error,30,24,7,10,446,False,COMPLETE
111,49.5638838006855,2025-11-15 16:16:59.758670,2025-11-15 16:17:17.552092,0 days 00:00:17.793422,squared_error,30,26,7,11,241,False,COMPLETE
112,50.07850479576514,2025-11-15 16:17:17.579073,2025-11-15 16:17:35.844882,0 days 00:00:18.265809,squared_error,30,26,6,11,236,False,COMPLETE
113,50.19867534581461,2025-11-15 16:17:35.859081,2025-11-15 16:17:55.956186,0 days 00:00:20.097105,squared_error,29,24,7,11,297,False,COMPLETE
114,50.08712453951268,2025-11-15 16:17:56.026744,2025-11-15 16:18:30.102250,0 days 00:00:34.075506,squared_error,30,26,6,12,397,False,COMPLETE
115,50.280926143675956,2025-11-15 16:18:30.192524,2025-11-15 16:18:57.681980,0 days 00:00:27.489456,squared_error,29,27,7,10,323,False,COMPLETE
116,50.086641323267834,2025-11-15 16:18:57.695892,2025-11-15 16:19:15.943264,0 days 00:00:18.247372,squared_error,30,24,8,10,246,False,COMPLETE
117,49.88669943804673,2025-11-15 16:19:15.956000,2025-11-15 16:19:45.038876,0 days 00:00:29.082876,squared_error,28,28,6,11,353,False,COMPLETE
118,50.22582863477719,2025-11-15 16:19:45.072171,2025-11-15 16:20:07.123287,0 days 00:00:22.051116,squared_error,29,26,7,12,311,False,COMPLETE
119,49.56327208993584,2025-11-15 16:20:07.137464,2025-11-15 16:20:22.542117,0 days 00:00:15.404653,squared_error,29,22,8,10,217,False,COMPLETE
120,49.61874696928057,2025-11-15 16:20:22.555312,2025-11-15 16:20:38.775711,0 days 00:00:16.220399,squared_error,29,22,8,11,221,False,COMPLETE
121,49.571282268958164,2025-11-15 16:20:38.799773,2025-11-15 16:20:54.771333,0 days 00:00:15.971560,squared_error,29,22,8,11,215,False,COMPLETE
122,49.85622311343913,2025-11-15 16:20:54.845094,2025-11-15 16:21:11.410247,0 days 00:00:16.565153,squared_error,28,21,9,11,267,False,COMPLETE
123,50.08627222022947,2025-11-15 16:21:11.424571,2025-11-15 16:21:27.186917,0 days 00:00:15.762346,squared_error,29,23,8,12,218,False,COMPLETE
124,50.035546687434994,2025-11-15 16:21:27.240893,2025-11-15 16:21:59.073452,0 days 00:00:31.832559,squared_error,30,25,6,10,410,False,COMPLETE
125,49.11581302950032,2025-11-15 16:21:59.131607,2025-11-15 16:22:19.214356,0 days 00:00:20.082749,squared_error,28,22,5,12,291,False,COMPLETE
126,49.57362118573821,2025-11-15 16:22:19.229214,2025-11-15 16:22:37.305282,0 days 00:00:18.076068,squared_error,28,20,5,12,243,False,COMPLETE
127,51.88465764147149,2025-11-15 16:22:37.369623,2025-11-15 16:22:55.310732,0 days 00:00:17.941109,poisson,29,21,8,10,289,False,COMPLETE
128,49.2616169777319,2025-11-15 16:22:55.323153,2025-11-15 16:23:31.257067,0 days 00:00:35.933914,squared_error,28,22,6,13,508,False,COMPLETE
129,49.55946495981473,2025-11-15 16:23:31.308978,2025-11-15 16:23:59.382592,0 days 00:00:28.073614,squared_error,28,19,5,13,437,False,COMPLETE
130,49.40503082230113,2025-11-15 16:23:59.523372,2025-11-15 16:24:25.274928,0 days 00:00:25.751556,squared_error,28,21,5,13,352,False,COMPLETE
131,49.60118330138243,2025-11-15 16:24:25.407597,2025-11-15 16:24:59.584585,0 days 00:00:34.176988,squared_error,28,19,5,13,495,False,COMPLETE
132,49.57880615980811,2025-11-15 16:24:59.628074,2025-11-15 16:25:35.249261,0 days 00:00:35.621187,squared_error,28,19,6,12,545,False,COMPLETE
133,49.228842291443925,2025-11-15 16:25:35.283467,2025-11-15 16:26:01.398454,0 days 00:00:26.114987,squared_error,28,21,6,13,372,False,COMPLETE
134,49.235797056645644,2025-11-15 16:26:01.468992,2025-11-15 16:26:26.830035,0 days 00:00:25.361043,squared_error,28,21,6,14,369,False,COMPLETE
135,49.71219160594264,2025-11-15 16:26:26.920158,2025-11-15 16:26:54.980849,0 days 00:00:28.060691,squared_error,28,21,4,14,387,False,COMPLETE
136,49.71380652139211,2025-11-15 16:26:55.028138,2025-11-15 16:27:20.162548,0 days 00:00:25.134410,squared_error,27,20,6,13,371,False,COMPLETE
137,49.77739719771817,2025-11-15 16:27:20.302765,2025-11-15 16:28:07.875748,0 days 00:00:47.572983,squared_error,28,20,5,16,746,False,COMPLETE
138,49.30866738335957,2025-11-15 16:28:07.889482,2025-11-15 16:28:40.234779,0 days 00:00:32.345297,squared_error,28,21,6,13,476,False,COMPLETE
139,49.54154927328051,2025-11-15 16:28:40.393201,2025-11-15 16:29:06.904606,0 days 00:00:26.511405,squared_error,29,21,6,14,363,False,COMPLETE
140,49.47301925461308,2025-11-15 16:29:06.918875,2025-11-15 16:29:29.689127,0 days 00:00:22.770252,squared_error,27,22,6,12,317,False,COMPLETE
141,51.65325712688345,2025-11-15 16:29:29.767754,2025-11-15 16:29:55.921529,0 days 00:00:26.153775,squared_error,27,22,6,99,521,False,COMPLETE
142,49.01413126964885,2025-11-15 16:29:55.939180,2025-11-15 16:30:14.637364,0 days 00:00:18.698184,squared_error,28,21,7,12,305,False,COMPLETE
143,49.44550488457868,2025-11-15 16:30:14.673877,2025-11-15 16:30:34.892018,0 days 00:00:20.218141,squared_error,29,20,5,12,314,False,COMPLETE
144,49.85316710549027,2025-11-15 16:30:34.963135,2025-11-15 16:30:59.879043,0 days 00:00:24.915908,squared_error,29,20,4,12,333,False,COMPLETE
145,49.76832631895978,2025-11-15 16:30:59.938892,2025-11-15 16:31:27.721791,0 days 00:00:27.782899,squared_error,27,21,5,13,422,False,COMPLETE
146,50.80036846027778,2025-11-15 16:31:27.734880,2025-11-15 16:32:11.157565,0 days 00:00:43.422685,poisson,28,21,5,12,645,False,COMPLETE
147,49.75591400742411,2025-11-15 16:32:11.192503,2025-11-15 16:32:45.581825,0 days 00:00:34.389322,squared_error,29,22,6,13,496,False,COMPLETE
148,52.93167532526526,2025-11-15 16:32:45.595935,2025-11-15 16:33:03.146332,0 days 00:00:17.550397,squared_error,26,19,6,84,321,False,COMPLETE
149,59.08849666452871,2025-11-15 16:33:03.163189,2025-11-15 16:33:28.582009,0 days 00:00:25.418820,squared_error,3,20,5,14,387,False,COMPLETE
150,49.85997455518901,2025-11-15 16:33:28.673588,2025-11-15 16:33:48.209861,0 days 00:00:19.536273,squared_error,30,22,4,12,255,False,COMPLETE
151,49.04180868091443,2025-11-15 16:33:48.316803,2025-11-15 16:34:08.259006,0 days 00:00:19.942203,squared_error,30,21,7,11,305,False,COMPLETE
152,49.32656785520684,2025-11-15 16:34:08.311863,2025-11-15 16:34:37.194335,0 days 00:00:28.882472,squared_error,30,21,7,11,457,False,COMPLETE
153,49.56325205155777,2025-11-15 16:34:37.263295,2025-11-15 16:35:08.385435,0 days 00:00:31.122140,squared_error,29,21,6,12,469,False,COMPLETE
154,49.20181069655514,2025-11-15 16:35:08.489643,2025-11-15 16:35:33.826779,0 days 00:00:25.337136,squared_error,28,20,5,11,360,False,COMPLETE
155,49.49065573132286,2025-11-15 16:35:33.839718,2025-11-15 16:35:58.690990,0 days 00:00:24.851272,squared_error,27,20,5,13,356,False,COMPLETE
156,49.63196476890881,2025-11-15 16:35:58.704110,2025-11-15 16:36:25.242999,0 days 00:00:26.538889,squared_error,27,19,5,14,355,False,COMPLETE
157,50.76192025124242,2025-11-15 16:36:25.382681,2025-11-15 16:36:54.811639,0 days 00:00:29.428958,squared_error,26,18,4,13,419,False,COMPLETE
158,49.70470586963859,2025-11-15 16:36:54.828587,2025-11-15 16:37:39.501003,0 days 00:00:44.672416,squared_error,27,20,5,11,662,False,COMPLETE
159,49.39420366057088,2025-11-15 16:37:39.533580,2025-11-15 16:38:11.072430,0 days 00:00:31.538850,squared_error,28,20,6,13,472,False,COMPLETE
160,49.22820045406862,2025-11-15 16:38:11.128519,2025-11-15 16:38:45.365467,0 days 00:00:34.236948,squared_error,28,21,6,12,500,False,COMPLETE
161,49.38301259089051,2025-11-15 16:38:45.418134,2025-11-15 16:39:21.649426,0 days 00:00:36.231292,squared_error,28,21,6,12,536,False,COMPLETE
162,49.24667458951062,2025-11-15 16:39:21.669239,2025-11-15 16:39:53.550276,0 days 00:00:31.881037,squared_error,28,21,6,11,472,False,COMPLETE
163,49.3245519440153,2025-11-15 16:39:53.563069,2025-11-15 16:40:30.838502,0 days 00:00:37.275433,squared_error,28,21,6,11,550,False,COMPLETE
164,49.30341260318788,2025-11-15 16:40:30.901290,2025-11-15 16:41:09.069179,0 days 00:00:38.167889,squared_error,28,21,6,11,560,False,COMPLETE
165,49.337784708884854,2025-11-15 16:41:09.125278,2025-11-15 16:41:46.809771,0 days 00:00:37.684493,squared_error,28,21,6,11,569,False,COMPLETE
166,49.34857919712421,2025-11-15 16:41:46.955366,2025-11-15 16:42:23.550773,0 days 00:00:36.595407,squared_error,28,21,7,11,575,False,COMPLETE
167,49.8587665653594,2025-11-15 16:42:23.639041,2025-11-15 16:43:12.091326,0 days 00:00:48.452285,squared_error,26,22,6,11,712,False,COMPLETE
168,49.49540592739506,2025-11-15 16:43:12.120463,2025-11-15 16:43:48.528332,0 days 00:00:36.407869,squared_error,29,21,7,11,568,False,COMPLETE
169,51.12487920387299,2025-11-15 16:43:48.782327,2025-11-15 16:44:24.067520,0 days 00:00:35.285193,squared_error,19,19,6,11,507,False,COMPLETE
170,49.521864561365966,2025-11-15 16:44:24.079895,2025-11-15 16:45:06.006777,0 days 00:00:41.926882,squared_error,29,22,6,11,640,False,COMPLETE
171,49.36751282717804,2025-11-15 16:45:06.067300,2025-11-15 16:45:42.188668,0 days 00:00:36.121368,squared_error,28,21,7,11,574,False,COMPLETE
172,49.24172669533688,2025-11-15 16:45:42.278397,2025-11-15 16:46:09.266176,0 days 00:00:26.987779,squared_error,28,21,7,11,441,False,COMPLETE
173,49.77955602132363,2025-11-15 16:46:09.360678,2025-11-15 16:46:35.499949,0 days 00:00:26.139271,squared_error,27,20,7,12,434,False,COMPLETE
