number,value,datetime_start,datetime_complete,duration,params_criterion,params_lags,params_lags_past_covariates,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_usar_max_depth,state
161,60112.24122959239,2025-11-10 18:48:07.676412,2025-11-10 18:53:01.313852,0 days 00:04:53.637440,friedman_mse,17,2,2,41,990,False,COMPLETE
162,52591.76094962577,2025-11-10 18:53:01.325240,2025-11-10 18:57:14.910208,0 days 00:04:13.584968,friedman_mse,17,3,1,10,853,False,COMPLETE
163,60883.87901610966,2025-11-10 18:57:14.922029,2025-11-10 19:00:55.907210,0 days 00:03:40.985181,friedman_mse,18,2,2,58,735,False,COMPLETE
164,52526.00631667336,2025-11-10 19:00:55.929004,2025-11-10 19:05:28.187618,0 days 00:04:32.258614,friedman_mse,17,1,1,10,905,False,COMPLETE
165,56690.9898342774,2025-11-10 19:05:28.199413,2025-11-10 19:09:59.240073,0 days 00:04:31.040660,friedman_mse,16,1,1,26,901,False,COMPLETE
166,52511.26882313163,2025-11-10 19:09:59.255778,2025-11-10 19:12:49.024934,0 days 00:02:49.769156,friedman_mse,16,1,1,10,558,False,COMPLETE
167,52700.972214049005,2025-11-10 19:12:49.038828,2025-11-10 19:15:38.756732,0 days 00:02:49.717904,friedman_mse,18,2,1,11,558,False,COMPLETE
168,52533.05151075395,2025-11-10 19:15:38.768581,2025-11-10 19:19:06.879329,0 days 00:03:28.110748,friedman_mse,17,1,1,10,677,False,COMPLETE
169,52590.824243818606,2025-11-10 19:19:06.910883,2025-11-10 19:22:19.480529,0 days 00:03:12.569646,friedman_mse,19,3,1,10,622,False,COMPLETE
170,52804.60150085688,2025-11-10 19:22:19.492103,2025-11-10 19:25:47.668958,0 days 00:03:28.176855,friedman_mse,17,4,1,11,677,False,COMPLETE
171,52529.7658786415,2025-11-10 19:25:47.680711,2025-11-10 19:29:27.786855,0 days 00:03:40.106144,friedman_mse,17,1,2,10,732,False,COMPLETE
172,52541.15705745539,2025-11-10 19:29:27.799318,2025-11-10 19:32:13.219453,0 days 00:02:45.420135,friedman_mse,18,1,2,10,532,False,COMPLETE
173,52525.65665495278,2025-11-10 19:32:13.231552,2025-11-10 19:35:52.563575,0 days 00:03:39.332023,friedman_mse,17,2,1,10,719,False,COMPLETE
174,52704.07399120559,2025-11-10 19:35:52.583646,2025-11-10 19:39:31.457027,0 days 00:03:38.873381,friedman_mse,17,2,1,11,715,False,COMPLETE
175,52551.79923313115,2025-11-10 19:39:31.468334,2025-11-10 19:42:40.495389,0 days 00:03:09.027055,friedman_mse,19,2,1,10,596,False,COMPLETE
176,52726.89431411915,2025-11-10 19:42:40.507652,2025-11-10 19:47:18.629498,0 days 00:04:38.121846,friedman_mse,17,3,1,11,942,False,COMPLETE
177,55440.25777980187,2025-11-10 19:47:18.641531,2025-11-10 19:50:58.560529,0 days 00:03:39.918998,friedman_mse,15,1,10,10,726,False,COMPLETE
178,52676.231071637056,2025-11-10 19:50:58.572250,2025-11-10 19:55:56.195304,0 days 00:04:57.623054,friedman_mse,17,1,2,11,996,False,COMPLETE
179,52580.73224687696,2025-11-10 19:55:56.207904,2025-11-10 19:58:15.634963,0 days 00:02:19.427059,friedman_mse,18,2,2,10,451,False,COMPLETE
180,52589.00814067827,2025-11-10 19:58:15.647202,2025-11-10 20:01:31.745094,0 days 00:03:16.097892,friedman_mse,18,2,1,10,652,False,COMPLETE
181,59905.42205053994,2025-11-10 20:01:31.759638,2025-11-10 20:05:47.339198,0 days 00:04:15.579560,friedman_mse,16,1,1,37,863,False,COMPLETE
182,52526.07890319156,2025-11-10 20:05:47.350645,2025-11-10 20:09:44.385789,0 days 00:03:57.035144,friedman_mse,17,1,2,10,778,False,COMPLETE
183,52531.40343360511,2025-11-10 20:09:44.398753,2025-11-10 20:14:08.695450,0 days 00:04:24.296697,friedman_mse,17,1,2,10,879,False,COMPLETE
184,52546.45284388333,2025-11-10 20:14:08.707286,2025-11-10 20:17:55.767112,0 days 00:03:47.059826,friedman_mse,18,1,2,10,759,False,COMPLETE
185,52667.43358800116,2025-11-10 20:17:55.778364,2025-11-10 20:20:57.661220,0 days 00:03:01.882856,friedman_mse,17,1,2,11,580,False,COMPLETE
186,52581.61539534455,2025-11-10 20:20:57.673399,2025-11-10 20:24:25.915460,0 days 00:03:28.242061,friedman_mse,15,2,2,10,678,False,COMPLETE
187,52510.57283658951,2025-11-10 20:24:25.927393,2025-11-10 20:27:09.730402,0 days 00:02:43.803009,friedman_mse,17,1,2,10,505,False,COMPLETE
188,52704.63427424835,2025-11-10 20:27:09.742171,2025-11-10 20:29:54.562223,0 days 00:02:44.820052,friedman_mse,16,1,2,11,513,False,COMPLETE
189,59095.997701129,2025-11-10 20:29:54.574363,2025-11-10 20:33:02.622620,0 days 00:03:08.048257,friedman_mse,20,1,2,31,597,False,COMPLETE
190,52661.390696365575,2025-11-10 20:33:02.635066,2025-11-10 20:35:35.857892,0 days 00:02:33.222826,friedman_mse,17,1,2,11,480,False,COMPLETE
191,57680.769032376076,2025-11-10 20:35:35.870564,2025-11-10 20:39:51.251044,0 days 00:04:15.380480,friedman_mse,17,2,1,28,863,False,COMPLETE
192,52587.69761999643,2025-11-10 20:39:51.262451,2025-11-10 20:43:35.808689,0 days 00:03:44.546238,friedman_mse,18,2,1,10,752,False,COMPLETE
193,52635.92741534607,2025-11-10 20:43:35.820887,2025-11-10 20:46:50.776881,0 days 00:03:14.955994,friedman_mse,16,3,1,10,647,False,COMPLETE
194,52524.470545689364,2025-11-10 20:46:50.788836,2025-11-10 20:51:00.330590,0 days 00:04:09.541754,friedman_mse,17,1,2,10,842,False,COMPLETE
195,52544.67197413552,2025-11-10 20:51:00.342050,2025-11-10 20:53:48.780069,0 days 00:02:48.438019,friedman_mse,18,1,2,10,555,False,COMPLETE
196,52681.56017301882,2025-11-10 20:53:48.792365,2025-11-10 20:57:27.852598,0 days 00:03:39.060233,friedman_mse,19,1,2,11,713,False,COMPLETE
197,52522.53638208726,2025-11-10 20:57:27.864252,2025-11-10 21:01:29.208417,0 days 00:04:01.344165,friedman_mse,17,1,2,10,793,False,COMPLETE
198,53000.79155441975,2025-11-10 21:01:29.220002,2025-11-10 21:05:16.462757,0 days 00:03:47.242755,friedman_mse,15,1,2,12,762,False,COMPLETE
199,52537.0987972738,2025-11-10 21:05:16.474450,2025-11-10 21:08:30.725640,0 days 00:03:14.251190,friedman_mse,16,1,1,10,646,False,COMPLETE
200,54712.39919908643,2025-11-10 21:08:30.755909,2025-11-10 21:12:37.751020,0 days 00:04:06.995111,friedman_mse,18,1,8,11,822,False,COMPLETE
201,52535.97849728675,2025-11-10 21:12:37.762332,2025-11-10 21:17:07.825945,0 days 00:04:30.063613,friedman_mse,17,2,2,10,894,False,COMPLETE
202,52531.38112688497,2025-11-10 21:17:07.838929,2025-11-10 21:21:42.990568,0 days 00:04:35.151639,friedman_mse,17,1,2,10,928,False,COMPLETE
203,52529.54745555902,2025-11-10 21:21:43.085691,2025-11-10 21:25:37.746114,0 days 00:03:54.660423,friedman_mse,16,1,2,10,777,False,COMPLETE
204,52528.19021358425,2025-11-10 21:25:37.758198,2025-11-10 21:30:12.239867,0 days 00:04:34.481669,friedman_mse,16,1,2,10,928,False,COMPLETE
205,52709.457004284995,2025-11-10 21:30:12.254176,2025-11-10 21:34:47.116496,0 days 00:04:34.862320,friedman_mse,16,1,2,11,930,False,COMPLETE
206,53081.25111212189,2025-11-10 21:34:47.129001,2025-11-10 21:38:36.832657,0 days 00:03:49.703656,friedman_mse,1,2,2,10,765,False,COMPLETE
207,52541.867747789845,2025-11-10 21:38:36.844349,2025-11-10 21:42:42.585116,0 days 00:04:05.740767,friedman_mse,15,1,2,10,807,False,COMPLETE
208,52732.22860831872,2025-11-10 21:42:42.596943,2025-11-10 21:47:40.882613,0 days 00:04:58.285670,friedman_mse,16,2,2,11,998,False,COMPLETE
209,52775.4447064913,2025-11-10 21:47:40.895323,2025-11-10 21:51:19.396149,0 days 00:03:38.500826,absolute_error,16,1,1,11,702,False,COMPLETE
210,52598.86966857617,2025-11-10 21:51:19.408072,2025-11-10 21:55:23.133090,0 days 00:04:03.725018,friedman_mse,18,3,1,10,797,False,COMPLETE
211,52531.62848286453,2025-11-10 21:55:23.145421,2025-11-10 21:59:56.597386,0 days 00:04:33.451965,friedman_mse,17,1,2,10,919,False,COMPLETE
212,52531.52320372603,2025-11-10 21:59:56.609349,2025-11-10 22:04:15.743615,0 days 00:04:19.134266,friedman_mse,17,1,2,10,869,False,COMPLETE
213,52576.964764787896,2025-11-10 22:04:15.755811,2025-11-10 22:08:50.630852,0 days 00:04:34.875041,friedman_mse,16,2,2,10,924,False,COMPLETE
214,52525.5782158147,2025-11-10 22:08:50.642300,2025-11-10 22:12:56.746324,0 days 00:04:06.104024,friedman_mse,17,1,2,10,809,False,COMPLETE
215,52685.23386669863,2025-11-10 22:12:56.763802,2025-11-10 22:16:36.686340,0 days 00:03:39.922538,friedman_mse,18,1,1,11,728,False,COMPLETE
216,52561.031300848976,2025-11-10 22:16:36.698488,2025-11-10 22:19:47.328891,0 days 00:03:10.630403,friedman_mse,16,2,2,10,602,False,COMPLETE
217,52756.95015252211,2025-11-10 22:19:47.341177,2025-11-10 22:23:47.428356,0 days 00:04:00.087179,poisson,17,1,1,11,785,False,COMPLETE
218,56091.60481315861,2025-11-10 22:23:47.440239,2025-11-10 22:26:36.094308,0 days 00:02:48.654069,friedman_mse,17,2,12,19,551,False,COMPLETE
219,60662.83272988743,2025-11-10 22:26:36.105877,2025-11-10 22:30:43.935360,0 days 00:04:07.829483,friedman_mse,15,1,2,48,824,False,COMPLETE
220,52915.01253161376,2025-11-10 22:30:43.947280,2025-11-10 22:35:42.935662,0 days 00:04:58.988382,friedman_mse,16,10,3,10,998,False,COMPLETE
221,52532.211560402706,2025-11-10 22:35:42.947604,2025-11-10 22:40:06.830552,0 days 00:04:23.882948,friedman_mse,17,1,2,10,877,False,COMPLETE
222,52546.82541622325,2025-11-10 22:40:06.842016,2025-11-10 22:43:41.946848,0 days 00:03:35.104832,friedman_mse,18,1,2,10,692,False,COMPLETE
223,52532.306163134155,2025-11-10 22:43:41.958826,2025-11-10 22:47:51.053403,0 days 00:04:09.094577,friedman_mse,17,2,1,10,839,False,COMPLETE
224,52540.84059233156,2025-11-10 22:47:51.064708,2025-11-10 22:51:35.107180,0 days 00:03:44.042472,friedman_mse,17,1,3,10,751,False,COMPLETE
225,52720.54339638847,2025-11-10 22:51:35.118687,2025-11-10 22:54:48.749066,0 days 00:03:13.630379,friedman_mse,16,2,2,11,636,False,COMPLETE
226,52551.686752003596,2025-11-10 22:54:48.761024,2025-11-10 22:59:18.514261,0 days 00:04:29.753237,friedman_mse,18,1,2,10,873,False,COMPLETE
227,52683.73427132862,2025-11-10 22:59:18.542333,2025-11-10 23:03:58.367304,0 days 00:04:39.824971,friedman_mse,17,1,1,11,934,False,COMPLETE
228,52573.974024392875,2025-11-10 23:03:58.378637,2025-11-10 23:07:53.620975,0 days 00:03:55.242338,friedman_mse,16,2,2,10,774,False,COMPLETE
229,52549.56006008769,2025-11-10 23:07:53.632997,2025-11-10 23:11:22.521299,0 days 00:03:28.888302,friedman_mse,18,1,3,10,681,False,COMPLETE
230,52714.98597369304,2025-11-10 23:11:22.533081,2025-11-10 23:15:32.466249,0 days 00:04:09.933168,friedman_mse,17,2,1,11,836,False,COMPLETE
231,52532.96128867974,2025-11-10 23:15:32.477913,2025-11-10 23:20:08.398284,0 days 00:04:35.920371,friedman_mse,17,1,2,10,920,False,COMPLETE
232,52528.61129544266,2025-11-10 23:20:08.410376,2025-11-10 23:25:07.604153,0 days 00:04:59.193777,friedman_mse,17,1,2,10,1000,False,COMPLETE
233,52522.80427700619,2025-11-10 23:25:07.616161,2025-11-10 23:29:57.665479,0 days 00:04:50.049318,friedman_mse,16,1,2,10,977,False,COMPLETE
234,52529.27754082738,2025-11-10 23:29:57.677662,2025-11-10 23:34:52.157887,0 days 00:04:54.480225,friedman_mse,16,1,1,10,990,False,COMPLETE
235,52599.74037719576,2025-11-10 23:34:52.169591,2025-11-10 23:39:31.618654,0 days 00:04:39.449063,friedman_mse,15,2,1,10,950,False,COMPLETE
236,52704.36041300236,2025-11-10 23:39:31.630927,2025-11-10 23:44:29.306342,0 days 00:04:57.675415,friedman_mse,16,1,1,11,996,False,COMPLETE
237,52550.27654608553,2025-11-10 23:44:29.317989,2025-11-10 23:47:13.100157,0 days 00:02:43.782168,friedman_mse,16,2,1,10,502,False,COMPLETE
238,62338.33248648771,2025-11-10 23:47:13.112509,2025-11-10 23:51:18.510728,0 days 00:04:05.398219,friedman_mse,16,1,1,96,806,False,COMPLETE
239,52728.17142640335,2025-11-10 23:51:18.522233,2025-11-10 23:55:00.244067,0 days 00:03:41.721834,friedman_mse,15,2,3,11,729,False,COMPLETE
240,52663.73093062765,2025-11-10 23:55:00.256028,2025-11-10 23:59:49.725896,0 days 00:04:49.469868,absolute_error,18,1,2,10,976,False,COMPLETE
241,52530.005979381756,2025-11-10 23:59:49.738323,2025-11-11 00:04:24.472009,0 days 00:04:34.733686,friedman_mse,17,1,2,10,907,False,COMPLETE
242,52521.338077905006,2025-11-11 00:04:24.483853,2025-11-11 00:08:34.364913,0 days 00:04:09.881060,friedman_mse,17,1,2,10,837,False,COMPLETE
243,52529.230784747735,2025-11-11 00:08:34.376595,2025-11-11 00:13:33.392388,0 days 00:04:59.015793,friedman_mse,17,1,2,10,999,False,COMPLETE
244,52522.63896115072,2025-11-11 00:13:33.404493,2025-11-11 00:18:31.705686,0 days 00:04:58.301193,friedman_mse,16,1,2,10,996,False,COMPLETE
245,52834.191849328476,2025-11-11 00:18:31.717319,2025-11-11 00:23:30.220487,0 days 00:04:58.503168,friedman_mse,3,2,1,10,997,False,COMPLETE
246,52523.856708082116,2025-11-11 00:23:30.232730,2025-11-11 00:28:29.971495,0 days 00:04:59.738765,friedman_mse,16,1,2,10,1000,False,COMPLETE
247,52704.4738712817,2025-11-11 00:28:29.983819,2025-11-11 00:33:28.933097,0 days 00:04:58.949278,friedman_mse,16,1,1,11,997,False,COMPLETE
248,52593.0099454434,2025-11-11 00:33:28.957320,2025-11-11 00:37:38.422187,0 days 00:04:09.464867,friedman_mse,15,2,2,10,833,False,COMPLETE
249,52711.82080301169,2025-11-11 00:37:38.433909,2025-11-11 00:42:13.488796,0 days 00:04:35.054887,friedman_mse,16,1,2,11,915,False,COMPLETE
250,52629.735412569564,2025-11-11 00:42:13.501005,2025-11-11 00:47:12.016279,0 days 00:04:58.515274,friedman_mse,16,3,1,10,1000,False,COMPLETE
251,57896.71748175423,2025-11-11 00:47:12.089169,2025-11-11 00:51:21.639771,0 days 00:04:09.550602,friedman_mse,15,2,14,10,837,False,COMPLETE
252,52578.616393268385,2025-11-11 00:51:21.651907,2025-11-11 00:52:48.650415,0 days 00:01:26.998508,friedman_mse,17,1,1,10,268,False,COMPLETE
253,55736.852743747164,2025-11-11 00:52:48.662454,2025-11-11 00:57:22.401698,0 days 00:04:33.739244,friedman_mse,16,2,11,11,909,False,COMPLETE
254,55893.83495561761,2025-11-11 00:57:22.422009,2025-11-11 01:02:20.955180,0 days 00:04:58.533171,poisson,18,1,2,24,1000,False,COMPLETE
255,52702.65986900184,2025-11-11 01:02:20.977029,2025-11-11 01:06:30.934001,0 days 00:04:09.956972,friedman_mse,16,1,2,11,837,False,COMPLETE
256,52544.699370175505,2025-11-11 01:06:30.967207,2025-11-11 01:10:34.458640,0 days 00:04:03.491433,friedman_mse,14,1,1,10,797,False,COMPLETE
257,52535.58028285642,2025-11-11 01:10:34.471356,2025-11-11 01:15:10.342678,0 days 00:04:35.871322,friedman_mse,17,2,2,10,917,False,COMPLETE
258,52698.03274329494,2025-11-11 01:15:10.355831,2025-11-11 01:19:27.605793,0 days 00:04:17.249962,friedman_mse,18,1,3,11,870,False,COMPLETE
259,52613.578233013046,2025-11-11 01:19:27.630725,2025-11-11 01:23:15.251629,0 days 00:03:47.620904,friedman_mse,15,3,2,10,762,False,COMPLETE
260,52721.885193373324,2025-11-11 01:23:15.263046,2025-11-11 01:27:48.412344,0 days 00:04:33.149298,friedman_mse,17,2,1,11,904,False,COMPLETE
261,52538.22795987071,2025-11-11 01:27:48.424551,2025-11-11 01:31:58.308640,0 days 00:04:09.884089,friedman_mse,16,1,3,10,822,False,COMPLETE
262,52593.711623026546,2025-11-11 01:31:58.320943,2025-11-11 01:35:52.477080,0 days 00:03:54.156137,friedman_mse,18,2,2,10,743,False,COMPLETE
263,52694.5410386662,2025-11-11 01:35:52.489068,2025-11-11 01:41:00.462422,0 days 00:05:07.973354,friedman_mse,19,1,1,11,993,False,COMPLETE
264,52529.69682830884,2025-11-11 01:41:00.474729,2025-11-11 01:45:42.335118,0 days 00:04:41.860389,friedman_mse,17,1,2,10,897,False,COMPLETE
265,52742.58024179641,2025-11-11 01:45:42.347574,2025-11-11 01:48:05.710434,0 days 00:02:23.362860,friedman_mse,16,2,1,11,433,False,COMPLETE
266,52636.31265774305,2025-11-11 01:48:05.722868,2025-11-11 01:51:31.672382,0 days 00:03:25.949514,friedman_mse,16,3,2,10,650,False,COMPLETE
267,52528.25284879503,2025-11-11 01:51:31.685322,2025-11-11 01:54:41.111164,0 days 00:03:09.425842,friedman_mse,17,1,3,10,579,False,COMPLETE
268,52947.382760406574,2025-11-11 01:54:41.123351,2025-11-11 01:57:30.221013,0 days 00:02:49.097662,friedman_mse,18,2,3,12,503,False,COMPLETE
269,52534.05143537733,2025-11-11 01:57:30.232813,2025-11-11 02:00:37.660361,0 days 00:03:07.427548,friedman_mse,17,1,3,10,571,False,COMPLETE
270,52667.23736000868,2025-11-11 02:00:37.672175,2025-11-11 02:03:49.075176,0 days 00:03:11.403001,friedman_mse,17,1,1,11,584,False,COMPLETE
271,59412.57675073606,2025-11-11 02:03:49.087439,2025-11-11 02:06:44.542399,0 days 00:02:55.454960,absolute_error,19,2,2,33,540,False,COMPLETE
272,55171.20005280212,2025-11-11 02:06:44.554799,2025-11-11 02:10:26.263437,0 days 00:03:41.708638,friedman_mse,18,1,9,10,689,False,COMPLETE
273,52545.323721937406,2025-11-11 02:10:26.275422,2025-11-11 02:14:53.279561,0 days 00:04:27.004139,friedman_mse,17,2,3,10,850,False,COMPLETE
274,52524.75106408107,2025-11-11 02:14:53.293351,2025-11-11 02:20:03.746226,0 days 00:05:10.452875,friedman_mse,17,1,1,10,994,False,COMPLETE
275,52710.70402077008,2025-11-11 02:20:03.758524,2025-11-11 02:23:25.770948,0 days 00:03:22.012424,friedman_mse,18,2,2,11,636,False,COMPLETE
276,52908.80213140355,2025-11-11 02:23:25.784565,2025-11-11 02:28:10.873093,0 days 00:04:45.088528,friedman_mse,17,1,1,12,912,False,COMPLETE
277,52619.11049631422,2025-11-11 02:28:10.884880,2025-11-11 02:32:21.926841,0 days 00:04:11.041961,poisson,17,3,2,10,795,False,COMPLETE
278,52680.995065183306,2025-11-11 02:32:21.939221,2025-11-11 02:36:05.285192,0 days 00:03:43.345971,friedman_mse,19,1,1,11,698,False,COMPLETE
279,52547.4242664019,2025-11-11 02:36:05.297340,2025-11-11 02:40:51.082516,0 days 00:04:45.785176,friedman_mse,18,1,2,10,919,False,COMPLETE
280,52543.89306362234,2025-11-11 02:40:51.094152,2025-11-11 02:44:08.311197,0 days 00:03:17.217045,friedman_mse,17,2,3,10,606,False,COMPLETE
281,52731.495978211795,2025-11-11 02:44:08.322753,2025-11-11 02:48:25.477001,0 days 00:04:17.154248,friedman_mse,16,2,1,11,827,False,COMPLETE
282,52946.030179938665,2025-11-11 02:48:25.489515,2025-11-11 02:51:00.306909,0 days 00:02:34.817394,friedman_mse,18,13,2,10,468,False,COMPLETE
283,52682.45150413296,2025-11-11 02:51:00.319570,2025-11-11 02:56:08.528236,0 days 00:05:08.208666,friedman_mse,17,1,3,11,990,False,COMPLETE
284,52530.274618679265,2025-11-11 02:56:08.539894,2025-11-11 03:00:00.649917,0 days 00:03:52.110023,friedman_mse,17,1,2,10,742,False,COMPLETE
285,60190.7368368346,2025-11-11 03:00:00.661716,2025-11-11 03:05:07.816249,0 days 00:05:07.154533,friedman_mse,15,1,19,10,1000,False,COMPLETE
286,52829.712443618766,2025-11-11 03:05:07.828654,2025-11-11 03:09:35.301621,0 days 00:04:27.472967,friedman_mse,7,3,1,11,864,False,COMPLETE
287,58252.61947391605,2025-11-11 03:09:35.333404,2025-11-11 03:13:40.240636,0 days 00:04:04.907232,friedman_mse,16,2,2,29,782,False,COMPLETE
288,52545.982133179765,2025-11-11 03:13:40.252908,2025-11-11 03:17:22.696834,0 days 00:03:42.443926,friedman_mse,18,1,1,10,690,False,COMPLETE
289,52690.41512353278,2025-11-11 03:17:22.709305,2025-11-11 03:20:12.292130,0 days 00:02:49.582825,friedman_mse,17,2,2,11,526,False,COMPLETE
290,52543.64444092384,2025-11-11 03:20:12.304986,2025-11-11 03:24:51.799045,0 days 00:04:39.494059,friedman_mse,16,1,3,10,900,False,COMPLETE
291,52577.95081789796,2025-11-11 03:24:51.810910,2025-11-11 03:29:10.267925,0 days 00:04:18.457015,friedman_mse,18,2,1,10,839,False,COMPLETE
292,52896.1907035421,2025-11-11 03:29:10.280653,2025-11-11 03:32:30.673103,0 days 00:03:20.392450,friedman_mse,17,1,2,12,628,False,COMPLETE
293,52546.278909879016,2025-11-11 03:32:30.685822,2025-11-11 03:36:28.795972,0 days 00:03:58.110150,friedman_mse,15,1,1,10,761,False,COMPLETE
294,61394.58723020464,2025-11-11 03:36:28.808330,2025-11-11 03:36:59.876599,0 days 00:00:31.068269,absolute_error,16,2,2,57,12,False,COMPLETE
295,52747.806399576,2025-11-11 03:36:59.889008,2025-11-11 03:41:47.735296,0 days 00:04:47.846288,friedman_mse,17,3,3,11,936,False,COMPLETE
296,52529.60969198124,2025-11-11 03:41:47.747289,2025-11-11 03:46:30.069182,0 days 00:04:42.321893,friedman_mse,17,1,2,10,913,False,COMPLETE
297,52702.23593174884,2025-11-11 03:46:30.080985,2025-11-11 03:49:27.254345,0 days 00:02:57.173360,friedman_mse,18,2,1,11,559,False,COMPLETE
298,52524.59953508759,2025-11-11 03:49:27.372724,2025-11-11 03:54:34.316248,0 days 00:05:06.943524,friedman_mse,16,1,2,10,998,False,COMPLETE
299,52622.320220946815,2025-11-11 03:54:34.330992,2025-11-11 03:58:53.697032,0 days 00:04:19.366040,poisson,15,1,1,10,844,False,COMPLETE
300,52568.43178678176,2025-11-11 03:58:53.709100,2025-11-11 04:02:37.367332,0 days 00:03:43.658232,friedman_mse,16,2,2,10,706,False,COMPLETE
301,52532.72486286778,2025-11-11 04:02:37.379135,2025-11-11 04:06:45.734735,0 days 00:04:08.355600,friedman_mse,16,1,1,10,783,False,COMPLETE
302,52724.80189691874,2025-11-11 04:06:45.746426,2025-11-11 04:07:50.828959,0 days 00:01:05.082533,friedman_mse,15,2,2,11,178,False,COMPLETE
303,54877.02228182628,2025-11-11 04:07:50.840537,2025-11-11 04:12:32.922606,0 days 00:04:42.082069,friedman_mse,16,1,3,17,908,False,COMPLETE
304,52547.652735386466,2025-11-11 04:12:32.945369,2025-11-11 04:15:58.455888,0 days 00:03:25.510519,friedman_mse,18,1,3,10,656,False,COMPLETE
305,52734.607596065696,2025-11-11 04:15:58.467312,2025-11-11 04:20:17.457628,0 days 00:04:18.990316,friedman_mse,17,3,2,11,841,False,COMPLETE
306,59895.35961223466,2025-11-11 04:20:17.469837,2025-11-11 04:23:29.788636,0 days 00:03:12.318799,friedman_mse,16,2,1,37,590,False,COMPLETE
307,52936.08497314572,2025-11-11 04:23:29.807283,2025-11-11 04:27:15.539104,0 days 00:03:45.731821,friedman_mse,14,1,2,12,722,False,COMPLETE
308,61778.66519004181,2025-11-11 04:27:15.550702,2025-11-11 04:32:01.965224,0 days 00:04:46.414522,friedman_mse,17,19,1,74,931,False,COMPLETE
309,52939.541889294014,2025-11-11 04:32:02.031039,2025-11-11 04:36:14.879304,0 days 00:04:12.848265,friedman_mse,19,15,2,10,793,False,COMPLETE
310,52731.24956101074,2025-11-11 04:36:14.891497,2025-11-11 04:40:41.842330,0 days 00:04:26.950833,friedman_mse,16,2,1,11,859,False,COMPLETE
311,52548.741255439876,2025-11-11 04:40:41.853995,2025-11-11 04:45:48.683080,0 days 00:05:06.829085,friedman_mse,18,1,2,10,992,False,COMPLETE
312,52661.55574499592,2025-11-11 04:45:48.694440,2025-11-11 04:48:37.574601,0 days 00:02:48.880161,friedman_mse,17,1,1,11,510,False,COMPLETE
313,52617.752796795896,2025-11-11 04:48:37.586584,2025-11-11 04:52:09.006089,0 days 00:03:31.419505,friedman_mse,15,3,3,10,666,False,COMPLETE
314,52579.89517096133,2025-11-11 04:52:09.017803,2025-11-11 04:56:00.895581,0 days 00:03:51.877778,friedman_mse,16,2,2,10,742,False,COMPLETE
315,52527.7511892662,2025-11-11 04:56:00.907246,2025-11-11 04:58:25.292924,0 days 00:02:24.385678,friedman_mse,17,1,1,10,445,False,COMPLETE
316,53126.70299264889,2025-11-11 04:58:25.305090,2025-11-11 05:00:51.862623,0 days 00:02:26.557533,friedman_mse,18,23,1,11,432,False,COMPLETE
317,52587.4059465609,2025-11-11 05:00:51.874493,2025-11-11 05:03:51.925820,0 days 00:03:00.051327,absolute_error,17,1,1,10,563,False,COMPLETE
318,52753.23258644001,2025-11-11 05:03:51.966995,2025-11-11 05:06:01.212778,0 days 00:02:09.245783,friedman_mse,16,2,1,11,379,False,COMPLETE
319,52855.18479266268,2025-11-11 05:06:01.224382,2025-11-11 05:08:50.047908,0 days 00:02:48.823526,friedman_mse,17,1,1,12,507,False,COMPLETE
320,52572.78221676337,2025-11-11 05:08:50.059846,2025-11-11 05:11:14.217216,0 days 00:02:24.157370,friedman_mse,15,2,2,10,443,False,COMPLETE
321,52537.12785061662,2025-11-11 05:11:14.229250,2025-11-11 05:13:46.474981,0 days 00:02:32.245731,friedman_mse,18,1,1,10,471,False,COMPLETE
322,52756.475343171776,2025-11-11 05:13:46.488139,2025-11-11 05:17:02.201581,0 days 00:03:15.713442,poisson,16,1,3,11,598,False,COMPLETE
323,55490.88758705588,2025-11-11 05:17:02.213642,2025-11-11 05:19:57.230422,0 days 00:02:55.016780,friedman_mse,17,2,1,22,548,False,COMPLETE
324,52598.100346240135,2025-11-11 05:19:57.242533,2025-11-11 05:23:16.080849,0 days 00:03:18.838316,friedman_mse,19,3,2,10,626,False,COMPLETE
325,52548.873661314756,2025-11-11 05:23:16.105791,2025-11-11 05:28:23.034194,0 days 00:05:06.928403,friedman_mse,18,1,2,10,993,False,COMPLETE
326,59623.26559061854,2025-11-11 05:28:23.096418,2025-11-11 05:32:37.073257,0 days 00:04:13.976839,friedman_mse,17,2,16,10,816,False,COMPLETE
327,60306.64658770739,2025-11-11 05:32:37.085827,2025-11-11 05:36:15.742726,0 days 00:03:38.656899,friedman_mse,16,1,1,43,686,False,COMPLETE
328,53262.58014446477,2025-11-11 05:36:15.754474,2025-11-11 05:41:04.553934,0 days 00:04:48.799460,friedman_mse,15,20,2,11,913,False,COMPLETE
329,56929.75199704852,2025-11-11 05:41:04.566739,2025-11-11 05:44:56.968130,0 days 00:03:52.401391,friedman_mse,17,1,13,10,747,False,COMPLETE
330,52730.07737108863,2025-11-11 05:44:56.980111,2025-11-11 05:49:15.776264,0 days 00:04:18.796153,friedman_mse,16,2,1,11,840,False,COMPLETE
331,52547.96331525969,2025-11-11 05:49:15.788412,2025-11-11 05:53:56.820871,0 days 00:04:41.032459,friedman_mse,18,1,2,10,907,False,COMPLETE
332,52855.666545389744,2025-11-11 05:53:56.832623,2025-11-11 05:56:43.684190,0 days 00:02:46.851567,friedman_mse,17,9,4,10,499,False,COMPLETE
