number,value,datetime_start,datetime_complete,duration,params_lags,params_lags_past_covariates,params_learning_rate,params_max_depth,params_n_estimators,params_subsample,state
14,247.94820306656447,2025-11-16 00:01:26.411211,2025-11-16 00:01:27.426457,0 days 00:00:01.015246,9,1,0.00030870915622146193,6,99,0.8988797598833338,COMPLETE
15,244.59356943999728,2025-11-16 00:01:27.463094,2025-11-16 00:01:35.120970,0 days 00:00:07.657876,27,5,0.0005196306890183686,5,983,0.709660561632271,COMPLETE
16,248.49363931519352,2025-11-16 00:01:35.173100,2025-11-16 00:01:35.871910,0 days 00:00:00.698810,30,6,0.0068991242645416485,0,343,0.6844188047285201,COMPLETE
17,248.48992948939707,2025-11-16 00:01:35.909290,2025-11-16 00:01:37.660491,0 days 00:00:01.751201,21,12,0.0010204496327698284,3,155,0.44449810486709374,COMPLETE
18,248.34365203900248,2025-11-16 00:01:37.721326,2025-11-16 00:01:46.570509,0 days 00:00:08.849183,27,18,7.11492515403894e-05,8,51,0.7429018033244222,COMPLETE
19,257.60927082080593,2025-11-16 00:01:46.620082,2025-11-16 00:01:49.708474,0 days 00:00:03.088392,11,4,0.010024618952042487,5,421,0.8909436197355194,COMPLETE
20,248.16459637227058,2025-11-16 00:01:49.830083,2025-11-16 00:01:51.369893,0 days 00:00:01.539810,19,10,0.0009985244958002192,8,10,0.2539442055518116,COMPLETE
21,245.25312555664254,2025-11-16 00:01:51.404894,2025-11-16 00:02:00.389643,0 days 00:00:08.984749,26,3,0.00024391170468218,6,932,0.9989851333651794,COMPLETE
22,245.192762335603,2025-11-16 00:02:00.425242,2025-11-16 00:02:04.757651,0 days 00:00:04.332409,27,4,0.00044029678617363716,5,571,0.8920191465652989,COMPLETE
23,248.15465922932609,2025-11-16 00:02:04.807351,2025-11-16 00:02:08.747916,0 days 00:00:03.940565,28,8,0.0007568586316874096,4,513,0.7779032540057093,COMPLETE
24,248.30125955237577,2025-11-16 00:02:08.801637,2025-11-16 00:02:10.052495,0 days 00:00:01.250858,23,4,6.685249015476511e-05,2,362,0.8966770572407177,COMPLETE
25,246.7044930036217,2025-11-16 00:02:10.153627,2025-11-16 00:02:28.204959,0 days 00:00:18.051332,28,9,0.0004778798148199483,7,600,0.6384440102667852,COMPLETE
26,248.08098691079982,2025-11-16 00:02:28.257094,2025-11-16 00:02:30.290476,0 days 00:00:02.033382,24,5,0.00011794458947830246,5,207,0.8582158800658752,COMPLETE
27,270.6157522520555,2025-11-16 00:02:30.601315,2025-11-16 00:02:44.765427,0 days 00:00:14.164112,20,14,0.0023564079240254608,5,961,0.7140087563245776,COMPLETE
28,246.792318773246,2025-11-16 00:02:44.811506,2025-11-16 00:02:47.186853,0 days 00:00:02.375347,28,3,0.008051582498523334,7,122,0.4952070071740366,COMPLETE
29,245.99608193457388,2025-11-16 00:02:47.220541,2025-11-16 00:05:13.775154,0 days 00:02:26.554613,24,12,0.0025922745568658146,9,640,0.7979037200318693,COMPLETE
30,246.14153429975198,2025-11-16 00:05:13.951094,2025-11-16 00:05:15.205514,0 days 00:00:01.254420,30,1,0.0006377521466570578,3,339,0.9214356734590476,COMPLETE
31,246.7338741646864,2025-11-16 00:05:15.270001,2025-11-16 00:05:22.329168,0 days 00:00:07.059167,26,3,0.0001612715793555667,6,704,0.9410906364228223,COMPLETE
32,245.02269696977442,2025-11-16 00:05:22.465955,2025-11-16 00:05:30.341083,0 days 00:00:07.875128,27,5,0.0003328212919305817,5,991,0.8456385051841976,COMPLETE
33,247.2360996897033,2025-11-16 00:05:30.458947,2025-11-16 00:05:37.500744,0 days 00:00:07.041797,28,7,0.00040107981918466133,5,714,0.8408935310579084,COMPLETE
34,248.18121056166166,2025-11-16 00:05:37.574766,2025-11-16 00:05:40.165419,0 days 00:00:02.590653,24,5,4.095602665344733e-05,4,458,0.10186174760303002,COMPLETE
35,255.03179713184082,2025-11-16 00:05:40.201404,2025-11-16 00:05:42.569792,0 days 00:00:02.368388,22,8,0.0016139932313406922,2,685,0.649042468144691,COMPLETE
36,247.07711303118018,2025-11-16 00:05:42.610165,2025-11-16 00:05:43.990086,0 days 00:00:01.379921,28,6,0.0053058502505382455,7,26,0.776914773028995,COMPLETE
37,248.34129459112438,2025-11-16 00:05:44.098107,2025-11-16 00:05:55.192908,0 days 00:00:11.094801,17,18,8.825021357188464e-05,4,997,0.8438297771640487,COMPLETE
38,303.53682009499323,2025-11-16 00:05:55.259636,2025-11-16 00:06:04.404214,0 days 00:00:09.144578,14,12,0.014965858658654026,5,705,0.5770156194898867,COMPLETE
39,248.34264251047807,2025-11-16 00:06:04.443690,2025-11-16 00:06:46.281814,0 days 00:00:41.838124,26,4,2.6442988476660565e-05,10,278,0.7341816613832335,COMPLETE
40,273.34347472067594,2025-11-16 00:06:46.437575,2025-11-16 00:06:47.478060,0 days 00:00:01.040485,3,10,0.3703990485894047,3,69,0.9382843599509673,COMPLETE
41,245.8170804670213,2025-11-16 00:06:47.593677,2025-11-16 00:06:55.672607,0 days 00:00:08.078930,26,3,0.00021771741644735826,6,848,0.9527410115017995,COMPLETE
42,245.11894942578192,2025-11-16 00:06:55.800619,2025-11-16 00:06:58.276705,0 days 00:00:02.476086,29,2,0.00046875901595577947,4,531,0.882675645112926,COMPLETE
43,245.03872890685525,2025-11-16 00:06:58.398933,2025-11-16 00:07:00.485273,0 days 00:00:02.086340,29,1,0.0005332058189547471,4,479,0.8716169903417823,COMPLETE
44,247.77092097842507,2025-11-16 00:07:00.523494,2025-11-16 00:07:01.767036,0 days 00:00:01.243542,29,1,0.0014944182281186153,2,435,0.8160310529147995,COMPLETE
45,274.9848695756315,2025-11-16 00:07:01.808277,2025-11-16 00:07:05.157662,0 days 00:00:03.349385,29,2,0.0039383268333013375,4,787,0.7533666404914899,COMPLETE
46,248.45440934740867,2025-11-16 00:07:05.192882,2025-11-16 00:07:06.396774,0 days 00:00:01.203892,30,7,0.00014549072277124343,3,164,0.8664617074224691,COMPLETE
47,247.78706669110255,2025-11-16 00:07:06.433059,2025-11-16 00:07:13.477626,0 days 00:00:07.044567,23,21,0.0006667838302063145,4,530,0.6849237520893122,COMPLETE
48,248.37537005879275,2025-11-16 00:07:13.513325,2025-11-16 00:10:29.239630,0 days 00:03:15.726305,25,2,1.400935525807589e-05,12,316,0.8285774960151465,COMPLETE
49,248.44013809039552,2025-11-16 00:10:29.313747,2025-11-16 00:10:30.438589,0 days 00:00:01.124842,7,5,4.023268778824574e-05,1,390,0.8024339886656718,COMPLETE
50,247.15697146046804,2025-11-16 00:10:30.480853,2025-11-16 00:11:22.793338,0 days 00:00:52.312485,29,27,0.001458532486933878,7,526,0.5917633373691099,COMPLETE
51,244.62917647430896,2025-11-16 00:11:22.854488,2025-11-16 00:11:25.723067,0 days 00:00:02.868579,27,1,0.0004024782884957159,5,563,0.8858415480728079,COMPLETE
52,243.95637591997132,2025-11-16 00:11:25.802880,2025-11-16 00:11:29.742797,0 days 00:00:03.939917,27,1,0.0003740576120005589,5,796,0.9631712841180899,COMPLETE
53,244.4349327706181,2025-11-16 00:11:29.829931,2025-11-16 00:11:35.527784,0 days 00:00:05.697853,27,1,0.00030263231977347734,6,807,0.9421742000634821,COMPLETE
54,246.77059890658265,2025-11-16 00:11:35.563911,2025-11-16 00:11:47.081047,0 days 00:00:11.517136,27,6,0.0002911946858428415,6,849,0.9629334592484733,COMPLETE
55,245.81891697546445,2025-11-16 00:11:47.120428,2025-11-16 00:12:09.918836,0 days 00:00:22.798408,25,2,0.00017470312420521497,8,998,0.9187867280970503,COMPLETE
56,247.44268191471457,2025-11-16 00:12:09.957714,2025-11-16 00:12:15.357222,0 days 00:00:05.399508,22,1,5.5547295649354325e-05,6,791,0.9699883645924137,COMPLETE
57,243.22239671890352,2025-11-16 00:12:15.395453,2025-11-16 00:12:27.058373,0 days 00:00:11.662920,27,4,0.0009077928663972416,7,623,0.9256055955073625,COMPLETE
58,248.09041696154333,2025-11-16 00:12:27.111496,2025-11-16 00:12:27.844071,0 days 00:00:00.732575,23,3,0.0008434051601074426,7,14,0.918250940700593,COMPLETE
59,247.46989261550456,2025-11-16 00:12:27.889769,2025-11-16 00:13:14.874828,0 days 00:00:46.985059,21,4,0.00010135892788437518,9,629,0.9960420875252622,COMPLETE
60,248.30658092192843,2025-11-16 00:13:14.913229,2025-11-16 00:13:15.704054,0 days 00:00:00.790825,25,2,0.0009400222911788204,8,5,0.19044417238844452,COMPLETE
61,245.78829163439792,2025-11-16 00:13:15.748090,2025-11-16 00:13:21.907344,0 days 00:00:06.159254,27,5,0.00030710163073905636,5,781,0.9127749257805265,COMPLETE
62,244.70334457622266,2025-11-16 00:13:21.951753,2025-11-16 00:13:28.185442,0 days 00:00:06.233689,27,3,0.0004139443467863172,6,623,0.8584366496727337,COMPLETE
63,241.13553699251594,2025-11-16 00:13:28.242390,2025-11-16 00:13:33.688049,0 days 00:00:05.445659,14,1,0.0013638807513261732,7,579,0.9625449105159899,COMPLETE
64,243.13711809352222,2025-11-16 00:13:33.725555,2025-11-16 00:13:36.771282,0 days 00:00:03.045727,14,1,0.001741104873076788,7,274,0.9641534707235211,COMPLETE
65,240.62567498766194,2025-11-16 00:13:36.829977,2025-11-16 00:13:39.594344,0 days 00:00:02.764367,14,1,0.0034308553739534845,7,247,0.9584571343122786,COMPLETE
66,240.48616414852305,2025-11-16 00:13:39.629993,2025-11-16 00:13:42.066734,0 days 00:00:02.436741,14,1,0.003838744373155778,7,233,0.9647918445300302,COMPLETE
67,247.00397516745608,2025-11-16 00:13:42.150421,2025-11-16 00:13:49.520077,0 days 00:00:07.369656,14,2,0.01598260417780418,9,186,0.9748916466287698,COMPLETE
68,242.58966902596603,2025-11-16 00:13:49.563251,2025-11-16 00:13:52.083245,0 days 00:00:02.519994,12,1,0.0034831932898196144,7,247,0.9994523198773249,COMPLETE
69,248.52038385631872,2025-11-16 00:13:52.122540,2025-11-16 00:14:20.472914,0 days 00:00:28.350374,12,30,0.0034671703194047387,7,252,0.991866450847019,COMPLETE
70,242.33398953410074,2025-11-16 00:14:20.537906,2025-11-16 00:14:24.945082,0 days 00:00:04.407176,15,4,0.005416845209425155,8,131,0.9603864928259621,COMPLETE
71,241.10100628287833,2025-11-16 00:14:25.063756,2025-11-16 00:14:28.970789,0 days 00:00:03.907033,15,3,0.005967211868530763,8,139,0.9607714835245608,COMPLETE
72,241.05733334852047,2025-11-16 00:14:29.008847,2025-11-16 00:14:32.679708,0 days 00:00:03.670861,15,3,0.005474371134024241,8,129,0.949389145897666,COMPLETE
73,241.55993267180207,2025-11-16 00:14:32.881735,2025-11-16 00:14:36.593395,0 days 00:00:03.711660,15,3,0.005040705735270794,8,127,0.9726292799682754,COMPLETE
74,273.3077725165358,2025-11-16 00:14:36.630373,2025-11-16 00:14:40.286809,0 days 00:00:03.656436,15,3,0.03176244310896209,8,130,0.9925255066013712,COMPLETE
75,245.11233177433988,2025-11-16 00:14:40.327709,2025-11-16 00:14:46.626545,0 days 00:00:06.298836,12,4,0.0047787612489262445,9,90,0.9442219096069321,COMPLETE
76,238.8362668922323,2025-11-16 00:14:46.664642,2025-11-16 00:14:58.384955,0 days 00:00:11.720313,17,3,0.01286717378865574,10,93,0.9019657038525978,COMPLETE
77,247.82528564252056,2025-11-16 00:14:58.419501,2025-11-16 00:15:14.208254,0 days 00:00:15.788753,17,6,0.011984010932421543,10,83,0.9145526742914893,COMPLETE
78,265.1808672962773,2025-11-16 00:15:14.283842,2025-11-16 00:15:32.299057,0 days 00:00:18.015215,16,16,0.033853784911703766,8,134,0.8907969580064813,COMPLETE
79,245.2578339123002,2025-11-16 00:15:32.336994,2025-11-16 00:15:39.301985,0 days 00:00:06.964991,18,3,0.007075342191621337,10,52,0.5179643764137254,COMPLETE
80,246.42830059415337,2025-11-16 00:15:39.427572,2025-11-16 00:15:45.657136,0 days 00:00:06.229564,15,8,0.00942230136426218,8,108,0.9451028986968683,COMPLETE
81,240.7423472898613,2025-11-16 00:15:45.754680,2025-11-16 00:16:23.210485,0 days 00:00:37.455805,13,2,0.019260170038428018,11,161,0.3198915202736715,COMPLETE
82,239.08748534203474,2025-11-16 00:16:23.344641,2025-11-16 00:16:59.919155,0 days 00:00:36.574514,13,2,0.021137117254335886,11,159,0.2622755838437916,COMPLETE
83,239.37806226007245,2025-11-16 00:17:00.007475,2025-11-16 00:17:37.906413,0 days 00:00:37.898938,13,2,0.02005179536933016,11,164,0.309305787053143,COMPLETE
84,238.1785802122867,2025-11-16 00:17:38.029232,2025-11-16 00:18:14.395550,0 days 00:00:36.366318,13,2,0.02177906962146441,11,157,0.3040666670661285,COMPLETE
85,240.1878955858793,2025-11-16 00:18:14.430780,2025-11-16 00:18:47.527918,0 days 00:00:33.097138,10,2,0.07920614443321673,11,149,0.3222728882880214,COMPLETE
86,232.0345648732793,2025-11-16 00:18:47.564037,2025-11-16 00:19:31.602066,0 days 00:00:44.038029,10,2,0.06317251520080946,11,199,0.324973140605622,COMPLETE
87,242.02989517565138,2025-11-16 00:19:31.638624,2025-11-16 00:20:15.106730,0 days 00:00:43.468106,9,2,0.09206531491612653,11,200,0.326284496699521,COMPLETE
88,222.07618114052337,2025-11-16 00:20:15.205830,2025-11-16 00:21:38.862524,0 days 00:01:23.656694,10,2,0.09789985764920255,12,169,0.30931447214293745,COMPLETE
89,233.73377402036627,2025-11-16 00:21:38.985406,2025-11-16 00:24:38.163568,0 days 00:02:59.178162,9,5,0.10010097547039522,12,186,0.2611694458680597,COMPLETE
90,247.62480737873278,2025-11-16 00:24:38.258902,2025-11-16 00:27:48.611929,0 days 00:03:10.353027,9,6,0.12287227360669621,12,169,0.26145039889603255,COMPLETE
91,236.72928024879457,2025-11-16 00:27:48.647707,2025-11-16 00:29:41.646786,0 days 00:01:52.999079,10,2,0.052813607524927086,12,228,0.3911373853686388,COMPLETE
92,229.8010586455145,2025-11-16 00:29:41.706031,2025-11-16 00:31:13.531161,0 days 00:01:31.825130,10,2,0.05040918667907231,12,186,0.3681794554492312,COMPLETE
93,251.34486412425926,2025-11-16 00:31:13.752448,2025-11-16 00:32:28.516136,0 days 00:01:14.763688,10,5,0.22357049252130407,11,181,0.4011225491601725,COMPLETE
94,238.49835580802983,2025-11-16 00:32:28.568361,2025-11-16 00:35:12.737499,0 days 00:02:44.169138,7,4,0.04932803712381148,12,210,0.2678638045380243,COMPLETE
95,238.03200372956516,2025-11-16 00:35:12.838751,2025-11-16 00:37:59.829395,0 days 00:02:46.990644,7,4,0.0513761735634971,12,213,0.26423879572268477,COMPLETE
96,242.33185285432583,2025-11-16 00:37:59.869873,2025-11-16 00:44:24.784715,0 days 00:06:24.914842,7,7,0.04521635836472077,12,305,0.23944801573057384,COMPLETE
97,239.6253099507835,2025-11-16 00:44:24.872613,2025-11-16 00:46:59.615645,0 days 00:02:34.743032,7,4,0.048235088153225046,12,199,0.37643221399901455,COMPLETE
98,249.20106275786512,2025-11-16 00:46:59.647745,2025-11-16 00:50:09.574521,0 days 00:03:09.926776,6,5,0.10496691429581258,12,203,0.2827052769845812,COMPLETE
99,249.81860601491076,2025-11-16 00:50:09.711076,2025-11-16 00:51:33.363697,0 days 00:01:23.652621,5,4,0.1524564061287566,12,109,0.20593747232861725,COMPLETE
100,252.4902778336792,2025-11-16 00:51:33.401749,2025-11-16 00:56:15.656973,0 days 00:04:42.255224,8,7,0.060007348533047886,12,222,0.3581993280254773,COMPLETE
101,238.61636960241884,2025-11-16 00:56:15.748775,2025-11-16 00:56:54.844184,0 days 00:00:39.095409,11,2,0.024897565516195073,11,175,0.29939282172017784,COMPLETE
102,238.10896413640504,2025-11-16 00:56:54.905094,2025-11-16 00:57:46.962216,0 days 00:00:52.057122,10,4,0.024059296992070815,11,148,0.28955971210364284,COMPLETE
103,237.5586945745763,2025-11-16 00:57:47.066631,2025-11-16 00:59:02.480170,0 days 00:01:15.413539,10,4,0.03789592456444647,12,94,0.44256474488502306,COMPLETE
104,235.2979564642073,2025-11-16 00:59:02.524995,2025-11-16 01:03:51.368871,0 days 00:04:48.843876,10,5,0.04389714600767791,12,298,0.444959850982385,COMPLETE
105,248.28280081994794,2025-11-16 01:03:51.435202,2025-11-16 01:10:34.096349,0 days 00:06:42.661147,10,6,0.041862350625207184,12,356,0.45659594041911955,COMPLETE
106,247.27859543450978,2025-11-16 01:10:34.181742,2025-11-16 01:18:31.142459,0 days 00:07:56.960717,8,9,0.06814121495015103,12,304,0.45873797816923895,COMPLETE
107,247.15694987311235,2025-11-16 01:18:31.231969,2025-11-16 01:21:58.491324,0 days 00:03:27.259355,8,5,0.18808424503179194,12,218,0.4277028791433915,COMPLETE
108,238.5844845070154,2025-11-16 01:21:58.540751,2025-11-16 01:23:28.433804,0 days 00:01:29.893053,10,4,0.0384538483011554,12,112,0.3558645657236528,COMPLETE
109,255.93938153664203,2025-11-16 01:23:28.471257,2025-11-16 01:23:59.883718,0 days 00:00:31.412461,5,6,0.053805035259500825,11,68,0.21309406959150676,COMPLETE
110,230.3947871088416,2025-11-16 01:23:59.920037,2025-11-16 01:24:28.844541,0 days 00:00:28.924504,11,4,0.4005286327685264,11,81,0.3809712747356644,COMPLETE
111,235.8365552500946,2025-11-16 01:24:28.878262,2025-11-16 01:24:48.125058,0 days 00:00:19.246796,11,4,0.43225093527157193,11,53,0.38977894540631275,COMPLETE
112,252.27874912403522,2025-11-16 01:24:48.164083,2025-11-16 01:25:06.044050,0 days 00:00:17.879967,11,5,0.5991962517016178,11,42,0.3798309269911526,COMPLETE
113,262.0656673098992,2025-11-16 01:25:06.084290,2025-11-16 01:25:48.383758,0 days 00:00:42.299468,9,25,0.28985857211048693,10,78,0.3422199082762908,COMPLETE
114,267.19895430937515,2025-11-16 01:25:48.426944,2025-11-16 01:26:17.651768,0 days 00:00:29.224824,11,7,0.6310485912475168,11,54,0.4101527337605722,COMPLETE
115,242.21448045208098,2025-11-16 01:26:17.711217,2025-11-16 01:26:38.995604,0 days 00:00:21.284387,11,4,0.027933335570449296,11,59,0.2889421970429561,COMPLETE
116,254.39099096590834,2025-11-16 01:26:39.093337,2025-11-16 01:27:07.860794,0 days 00:00:28.767457,10,3,0.4203875144945098,12,43,0.24329602354303467,COMPLETE
117,236.03586395460343,2025-11-16 01:27:07.952176,2025-11-16 01:29:34.260276,0 days 00:02:26.308100,12,5,0.14705471228237907,12,148,0.4850954673039663,COMPLETE
118,241.47354705363597,2025-11-16 01:29:34.297921,2025-11-16 01:30:04.414281,0 days 00:00:30.116360,12,5,0.12851990979504838,12,30,0.4802519019074606,COMPLETE
119,284.672324850175,2025-11-16 01:30:04.455633,2025-11-16 01:35:18.070774,0 days 00:05:13.615141,9,6,0.9150297917874352,12,283,0.3845404972844556,COMPLETE
120,246.27911166329196,2025-11-16 01:35:18.137088,2025-11-16 01:35:30.815522,0 days 00:00:12.678434,8,5,0.07790654256275613,10,78,0.5404737834939561,COMPLETE
121,233.94242470858163,2025-11-16 01:35:30.891982,2025-11-16 01:36:13.689529,0 days 00:00:42.797547,10,3,0.1851843193435649,11,148,0.43121057767741167,COMPLETE
122,230.45914348056598,2025-11-16 01:36:13.786327,2025-11-16 01:36:38.912571,0 days 00:00:25.126244,9,3,0.20139695831492924,12,38,0.4347664280403749,COMPLETE
123,239.92370445197852,2025-11-16 01:36:38.983919,2025-11-16 01:37:04.150317,0 days 00:00:25.166398,9,3,0.25935232016281173,12,38,0.43091359870600776,COMPLETE
124,223.64170422946353,2025-11-16 01:37:04.236752,2025-11-16 01:37:47.199688,0 days 00:00:42.962936,12,3,0.424720779013099,12,63,0.41053509671239374,COMPLETE
125,243.737979331327,2025-11-16 01:37:47.244911,2025-11-16 01:38:19.807067,0 days 00:00:32.562156,11,3,0.38081617646113003,12,48,0.4872688142668647,COMPLETE
126,259.4954763365271,2025-11-16 01:38:19.937632,2025-11-16 01:39:04.938409,0 days 00:00:45.000777,12,20,0.5288464320605439,11,34,0.4141815757115064,COMPLETE
127,241.8355318669341,2025-11-16 01:39:04.975281,2025-11-16 01:39:42.344773,0 days 00:00:37.369492,10,3,0.2098484875109927,12,56,0.46357916080106887,COMPLETE
128,231.97311598896644,2025-11-16 01:39:42.391450,2025-11-16 01:40:22.129482,0 days 00:00:39.738032,9,3,0.16874603381933512,12,61,0.5058618728981626,COMPLETE
129,233.60195148021558,2025-11-16 01:40:22.191994,2025-11-16 01:40:31.851315,0 days 00:00:09.659321,11,1,0.12908927750926252,11,61,0.5222142553994203,COMPLETE
130,236.04192766185184,2025-11-16 01:40:31.890113,2025-11-16 01:41:27.821933,0 days 00:00:55.931820,11,13,0.3102636430819914,11,63,0.5152508952625225,COMPLETE
131,244.91579382615342,2025-11-16 01:41:27.889669,2025-11-16 01:42:32.805195,0 days 00:01:04.915526,11,15,0.15723399802465512,11,66,0.5100181356416186,COMPLETE
132,249.57567033457227,2025-11-16 01:42:32.930686,2025-11-16 01:42:42.733253,0 days 00:00:09.802567,12,1,0.2877177669671093,11,60,0.563683246508033,COMPLETE
133,255.050488833376,2025-11-16 01:42:42.813184,2025-11-16 01:43:03.353871,0 days 00:00:20.540687,9,13,0.17830420890056908,10,65,0.5196106755899487,COMPLETE
134,247.5683963271666,2025-11-16 01:43:03.387697,2025-11-16 01:43:58.543798,0 days 00:00:55.156101,8,17,0.10331793624677701,11,49,0.4751906238679654,COMPLETE
135,237.7765343617397,2025-11-16 01:43:58.583423,2025-11-16 01:44:36.792210,0 days 00:00:38.208787,11,2,0.4734711426563231,12,75,0.5402203622122307,COMPLETE
136,230.80028836226307,2025-11-16 01:44:36.843306,2025-11-16 01:44:48.335378,0 days 00:00:11.492072,9,3,0.3166095506226238,11,38,0.3414568762317441,COMPLETE
137,239.08587969872687,2025-11-16 01:44:48.374373,2025-11-16 01:44:53.191593,0 days 00:00:04.817220,9,3,0.130582124177993,10,36,0.3386658977093043,COMPLETE
138,230.93809030641532,2025-11-16 01:44:53.227335,2025-11-16 01:45:14.654590,0 days 00:00:21.427255,12,3,0.2276157931199625,12,31,0.35646186932049867,COMPLETE
139,229.86081997762,2025-11-16 01:45:14.693827,2025-11-16 01:45:18.874217,0 days 00:00:04.180390,8,1,0.736539626966182,11,28,0.36056144711734645,COMPLETE
140,228.8249689239604,2025-11-16 01:45:18.914826,2025-11-16 01:45:25.631866,0 days 00:00:06.717040,8,1,0.23433881512419527,12,20,0.36052524809593844,COMPLETE
141,252.84669900862005,2025-11-16 01:45:25.676081,2025-11-16 01:45:31.758821,0 days 00:00:06.082740,8,1,0.6829306033624198,12,18,0.36331534032110085,COMPLETE
142,218.7976087788075,2025-11-16 01:45:31.800019,2025-11-16 01:45:39.448042,0 days 00:00:07.648023,9,1,0.23771890819010302,12,23,0.37070988751387973,COMPLETE
143,238.70952975705205,2025-11-16 01:45:39.521494,2025-11-16 01:45:42.908652,0 days 00:00:03.387158,9,1,0.3377330400721097,11,21,0.3397614518470862,COMPLETE
144,245.44892937743325,2025-11-16 01:45:42.948235,2025-11-16 01:45:54.773325,0 days 00:00:11.825090,8,2,0.23327804151197448,12,24,0.366079344671117,COMPLETE
145,235.58611465213775,2025-11-16 01:45:54.806364,2025-11-16 01:45:58.840839,0 days 00:00:04.034475,6,1,0.20406075072788735,11,29,0.41623329346980276,COMPLETE
146,268.8352073264876,2025-11-16 01:45:58.879420,2025-11-16 01:46:11.198658,0 days 00:00:12.319238,9,2,0.8593267658074134,12,24,0.5988894211033767,COMPLETE
147,255.03851709131726,2025-11-16 01:46:11.235408,2025-11-16 01:46:14.070678,0 days 00:00:02.835270,6,1,0.09973693755946084,11,20,0.33894209825114757,COMPLETE
148,225.3676395285232,2025-11-16 01:46:14.103314,2025-11-16 01:46:29.567741,0 days 00:00:15.464427,8,2,0.24521155373050194,12,31,0.3694769108611169,COMPLETE
149,228.6252979513299,2025-11-16 01:46:29.665007,2025-11-16 01:46:45.240271,0 days 00:00:15.575264,7,2,0.26436091283977503,12,32,0.3196028866242096,COMPLETE
150,229.471873413983,2025-11-16 01:46:45.278039,2025-11-16 01:46:52.778961,0 days 00:00:07.500922,7,2,0.35383727960544475,12,15,0.31442365960492713,COMPLETE
151,242.14680176142207,2025-11-16 01:46:52.893553,2025-11-16 01:46:59.795644,0 days 00:00:06.902091,7,2,0.3600626881921164,12,14,0.320695415190372,COMPLETE
152,256.64166777699813,2025-11-16 01:46:59.832625,2025-11-16 01:47:08.066045,0 days 00:00:08.233420,5,1,0.2547089388755409,12,31,0.3509657183315612,COMPLETE
153,238.04070935611372,2025-11-16 01:47:08.171036,2025-11-16 01:47:21.142425,0 days 00:00:12.971389,8,2,0.5369362206554783,12,26,0.3993566417701529,COMPLETE
154,256.8538248857873,2025-11-16 01:47:21.182903,2025-11-16 01:47:27.564531,0 days 00:00:06.381628,6,2,0.30860859009647934,12,13,0.36898679474281776,COMPLETE
155,265.76155200152186,2025-11-16 01:47:27.732957,2025-11-16 01:47:39.508005,0 days 00:00:11.775048,7,1,0.7275018660115553,12,39,0.3146171700379858,COMPLETE
156,240.08134947925018,2025-11-16 01:47:39.582972,2025-11-16 01:47:50.415658,0 days 00:00:10.832686,8,3,0.23875491039925903,12,16,0.3291981785744552,COMPLETE
