number,value,datetime_start,datetime_complete,duration,params_lags,params_lags_past_covariates,params_learning_rate,params_max_depth,params_n_estimators,params_subsample,state
157,231.45672571557208,2025-11-16 01:47:50.486567,2025-11-16 01:47:57.998903,0 days 00:00:07.512336,7,2,0.4858941068744185,11,34,0.3741779788266531,COMPLETE
158,251.7689913386152,2025-11-16 01:47:58.039119,2025-11-16 01:48:19.147655,0 days 00:00:21.108536,6,3,0.45878629639435353,12,33,0.37693091892613684,COMPLETE
159,258.79004070527935,2025-11-16 01:48:19.186693,2025-11-16 01:48:31.484378,0 days 00:00:12.297685,4,2,0.9917254617502218,12,27,0.35721252749831733,COMPLETE
160,228.0191747506763,2025-11-16 01:48:31.580561,2025-11-16 01:48:36.675744,0 days 00:00:05.095183,7,2,0.4263410182827621,11,22,0.3031479822755063,COMPLETE
161,216.5738907658155,2025-11-16 01:48:36.823768,2025-11-16 01:48:41.769448,0 days 00:00:04.945680,7,2,0.3934878357087481,11,20,0.28213740446548624,COMPLETE
162,254.23793686065136,2025-11-16 01:48:41.805857,2025-11-16 01:48:55.516620,0 days 00:00:13.710763,7,3,0.43302431094239907,12,21,0.29751249825682696,COMPLETE
163,251.11708159933679,2025-11-16 01:48:55.553985,2025-11-16 01:49:00.698097,0 days 00:00:05.144112,7,2,0.5610143737846,11,22,0.2771115263880187,COMPLETE
164,223.35460281267402,2025-11-16 01:49:00.733652,2025-11-16 01:49:06.640536,0 days 00:00:05.906884,8,1,0.3567241003233708,12,18,0.3933745394412879,COMPLETE
165,267.2836020666195,2025-11-16 01:49:06.676387,2025-11-16 01:49:08.542702,0 days 00:00:01.866315,8,1,0.3529744158422603,10,18,0.39207060615008366,COMPLETE
166,277.0977942796703,2025-11-16 01:49:08.649059,2025-11-16 01:49:11.360576,0 days 00:00:02.711517,6,2,0.7353098418031709,11,11,0.30382963214214376,COMPLETE
167,250.68843999909717,2025-11-16 01:49:11.415060,2025-11-16 01:49:16.565817,0 days 00:00:05.150757,7,1,0.2731186663413503,12,16,0.34257214641266875,COMPLETE
168,262.5535020723929,2025-11-16 01:49:16.704373,2025-11-16 01:49:29.546378,0 days 00:00:12.842005,5,2,0.3601958382241973,12,28,0.3712571637044128,COMPLETE
169,272.4556053179589,2025-11-16 01:49:29.580611,2025-11-16 01:49:34.527463,0 days 00:00:04.946852,8,1,0.5111851513153383,11,32,0.3544690881707347,COMPLETE
170,249.84841379793937,2025-11-16 01:49:34.570989,2025-11-16 01:49:45.948018,0 days 00:00:11.377029,7,2,0.4105402125286465,12,23,0.4049840355731781,COMPLETE
171,248.26015807290187,2025-11-16 01:49:46.120618,2025-11-16 01:49:46.716893,0 days 00:00:00.596275,9,3,0.1890978022083393,0,40,0.3882699777778557,COMPLETE
172,232.08214848652443,2025-11-16 01:49:46.825667,2025-11-16 01:49:59.523320,0 days 00:00:12.697653,8,3,0.25366630107097593,12,19,0.4197708232616222,COMPLETE
173,250.48382310904557,2025-11-16 01:49:59.560203,2025-11-16 01:50:57.946717,0 days 00:00:58.386514,9,23,0.3127865228107163,12,16,0.30851353400576736,COMPLETE
174,254.91766396103694,2025-11-16 01:50:58.018723,2025-11-16 01:51:26.108585,0 days 00:00:28.089862,6,3,0.1648981756849516,12,45,0.3346588879890545,COMPLETE
175,230.25706463336155,2025-11-16 01:51:26.152409,2025-11-16 01:51:34.390767,0 days 00:00:08.238358,8,1,0.23022475281589277,12,26,0.36731571227147497,COMPLETE
176,266.6946551123113,2025-11-16 01:51:34.462517,2025-11-16 01:51:38.116747,0 days 00:00:03.654230,7,1,0.5680498459006408,11,25,0.36868062159443254,COMPLETE
177,215.80059397467647,2025-11-16 01:51:38.154971,2025-11-16 01:51:46.231999,0 days 00:00:08.077028,8,2,0.23602177193173363,11,36,0.3824021874199318,COMPLETE
178,226.37012559399508,2025-11-16 01:51:46.268843,2025-11-16 01:51:55.027580,0 days 00:00:08.758737,8,1,0.20958683996063565,12,28,0.3505669824527029,COMPLETE
179,237.8643574271463,2025-11-16 01:51:55.182445,2025-11-16 01:51:59.401691,0 days 00:00:04.219246,8,1,0.310145082398471,11,27,0.39660673794603124,COMPLETE
180,258.3287195435248,2025-11-16 01:51:59.453515,2025-11-16 01:53:16.809980,0 days 00:01:17.356465,8,29,0.2142404318303345,12,17,0.2839523944006763,COMPLETE
181,230.1809584785895,2025-11-16 01:53:16.849044,2025-11-16 01:53:26.795580,0 days 00:00:09.946536,9,1,0.24138807655549704,12,30,0.35106564986780525,COMPLETE
182,223.98911500652852,2025-11-16 01:53:26.833475,2025-11-16 01:53:34.437260,0 days 00:00:07.603785,9,1,0.3812195748578365,12,22,0.3339662962508225,COMPLETE
183,235.5134704388463,2025-11-16 01:53:34.478605,2025-11-16 01:53:41.554524,0 days 00:00:07.075919,8,1,0.37597940078833525,12,22,0.31300381648539743,COMPLETE
184,245.79005494085806,2025-11-16 01:53:41.593621,2025-11-16 01:53:50.057604,0 days 00:00:08.463983,9,1,0.25578823887696794,12,25,0.3231291946603152,COMPLETE
185,261.7475489569807,2025-11-16 01:53:50.133145,2025-11-16 01:53:52.660721,0 days 00:00:02.527576,7,1,0.6880938424705734,12,7,0.3836545687535504,COMPLETE
186,228.29795123570094,2025-11-16 01:53:52.893340,2025-11-16 01:54:03.357325,0 days 00:00:10.463985,10,2,0.1420650759626925,12,20,0.3505571119156145,COMPLETE
187,230.0374491382463,2025-11-16 01:54:03.429306,2025-11-16 01:54:13.579992,0 days 00:00:10.150686,10,2,0.1422194792493106,12,20,0.34912073185233394,COMPLETE
188,234.24721801414563,2025-11-16 01:54:13.620371,2025-11-16 01:54:23.960475,0 days 00:00:10.340104,10,2,0.12145330077381118,12,20,0.34785673710791953,COMPLETE
189,233.3261390114952,2025-11-16 01:54:24.032413,2025-11-16 01:54:30.093461,0 days 00:00:06.061048,8,1,0.14556895977767473,12,19,0.2356880057547254,COMPLETE
190,243.62554188156892,2025-11-16 01:54:30.584835,2025-11-16 01:54:41.933256,0 days 00:00:11.348421,9,2,0.1783286214236665,12,22,0.29651755555212056,COMPLETE
191,220.21303765680264,2025-11-16 01:54:41.976477,2025-11-16 01:54:55.695885,0 days 00:00:13.719408,10,2,0.3994657921362916,12,27,0.3549650040407947,COMPLETE
192,265.50844772635776,2025-11-16 01:54:55.751039,2025-11-16 01:55:07.665308,0 days 00:00:11.914269,1,2,0.26139232093021636,12,28,0.3302420657523968,COMPLETE
193,215.31306715622605,2025-11-16 01:55:07.707404,2025-11-16 01:55:12.372136,0 days 00:00:04.664732,10,1,0.21781353414389473,12,13,0.3541009033727307,COMPLETE
194,225.7527252463927,2025-11-16 01:55:12.464261,2025-11-16 01:55:19.846744,0 days 00:00:07.382483,10,2,0.4166787041388455,12,14,0.34520825831963603,COMPLETE
195,231.19646037231436,2025-11-16 01:55:19.952540,2025-11-16 01:55:27.393652,0 days 00:00:07.441112,10,2,0.3763173485743578,12,14,0.3167139656846272,COMPLETE
196,224.3313651932528,2025-11-16 01:55:27.474134,2025-11-16 01:55:36.446934,0 days 00:00:08.972800,10,2,0.5243608052957098,12,17,0.3372549281537307,COMPLETE
197,249.82121413474684,2025-11-16 01:55:36.512151,2025-11-16 01:55:40.945122,0 days 00:00:04.432971,10,1,0.6006500326265104,12,12,0.2764177200511692,COMPLETE
198,247.92725529121253,2025-11-16 01:55:40.980608,2025-11-16 01:55:46.206511,0 days 00:00:05.225903,9,2,0.4675088397505546,12,10,0.3315575332128684,COMPLETE
199,221.52414762452855,2025-11-16 01:55:46.246377,2025-11-16 01:55:54.152293,0 days 00:00:07.905916,10,2,0.3272044376348266,12,15,0.30099878804350405,COMPLETE
200,227.24061919532045,2025-11-16 01:55:54.193927,2025-11-16 01:56:02.330714,0 days 00:00:08.136787,10,2,0.3482895536086859,12,15,0.2902025337896406,COMPLETE
201,229.12096583607462,2025-11-16 01:56:02.468351,2025-11-16 01:56:10.306368,0 days 00:00:07.838017,10,2,0.32079952729994965,12,15,0.2919088382271694,COMPLETE
202,223.44798888881118,2025-11-16 01:56:10.344680,2025-11-16 01:56:18.199620,0 days 00:00:07.854940,10,2,0.3147900090399181,12,15,0.288506263464542,COMPLETE
203,248.72768096624517,2025-11-16 01:56:18.244871,2025-11-16 01:56:24.704584,0 days 00:00:06.459713,10,2,0.32689391915224536,12,12,0.25131920283197423,COMPLETE
204,239.91928129391195,2025-11-16 01:56:24.747430,2025-11-16 01:56:31.077976,0 days 00:00:06.330546,11,1,0.41147331914518964,12,17,0.28634390080352967,COMPLETE
205,231.36267515043377,2025-11-16 01:56:31.112158,2025-11-16 01:56:38.975466,0 days 00:00:07.863308,10,2,0.29824856718735887,12,15,0.2949381359326275,COMPLETE
206,241.3535643626645,2025-11-16 01:56:39.012896,2025-11-16 01:56:47.422290,0 days 00:00:08.409394,10,3,0.4355916516568872,12,12,0.22896568235385595,COMPLETE
207,243.19523796476557,2025-11-16 01:56:47.500807,2025-11-16 01:56:54.371605,0 days 00:00:06.870798,11,2,0.5229040243970532,12,13,0.27301765880000917,COMPLETE
208,219.6296726127676,2025-11-16 01:56:54.410110,2025-11-16 01:56:58.091215,0 days 00:00:03.681105,10,1,0.28750025381917627,12,10,0.30535292021389604,COMPLETE
209,240.20266047644185,2025-11-16 01:56:58.129692,2025-11-16 01:57:01.857077,0 days 00:00:03.727385,9,1,0.19760577824788228,12,10,0.3038414629536869,COMPLETE
210,248.84915863025435,2025-11-16 01:57:01.895475,2025-11-16 01:57:08.257056,0 days 00:00:06.361581,11,1,0.27322188815996334,12,17,0.33365978864148504,COMPLETE
211,220.50703969046555,2025-11-16 01:57:08.294617,2025-11-16 01:57:16.178640,0 days 00:00:07.884023,10,2,0.32571966931680046,12,15,0.30076016849479265,COMPLETE
212,231.31526201654614,2025-11-16 01:57:16.270619,2025-11-16 01:57:21.159176,0 days 00:00:04.888557,10,2,0.4440573927279773,12,9,0.3135126647281546,COMPLETE
213,241.2632661341977,2025-11-16 01:57:21.194174,2025-11-16 01:57:27.342864,0 days 00:00:06.148690,9,1,0.2730731827532201,12,18,0.27353815589669517,COMPLETE
214,240.81735019010662,2025-11-16 01:57:27.381194,2025-11-16 01:57:30.662295,0 days 00:00:03.281101,10,1,0.3519677710484223,12,8,0.3210721678576284,COMPLETE
215,246.23852527621892,2025-11-16 01:57:30.701579,2025-11-16 01:57:41.379875,0 days 00:00:10.678296,11,3,0.19466997615982137,12,15,0.2574375861875064,COMPLETE
216,248.19735577977218,2025-11-16 01:57:41.416779,2025-11-16 01:58:06.231807,0 days 00:00:24.815028,9,11,0.2229310274655812,12,13,0.29869339574417936,COMPLETE
217,273.69168594513684,2025-11-16 01:58:06.273612,2025-11-16 01:58:17.816422,0 days 00:00:11.542810,9,2,0.5237244488325081,12,23,0.32790697553471104,COMPLETE
218,224.74777513129806,2025-11-16 01:58:17.869408,2025-11-16 01:58:27.456943,0 days 00:00:09.587535,8,2,0.39688017722127605,12,19,0.34017192933015883,COMPLETE
219,259.24450413460534,2025-11-16 01:58:27.578911,2025-11-16 01:58:39.530624,0 days 00:00:11.951713,10,3,0.3815911435768495,12,17,0.34195776791734495,COMPLETE
220,233.53780325053503,2025-11-16 01:58:39.610970,2025-11-16 01:58:45.663178,0 days 00:00:06.052208,12,2,0.6100098437471599,12,11,0.313182847383432,COMPLETE
221,230.14279738964396,2025-11-16 01:58:45.718531,2025-11-16 01:58:51.827363,0 days 00:00:06.108832,8,1,0.2907181761822743,12,19,0.35176453765633997,COMPLETE
222,237.6070475554152,2025-11-16 01:58:51.869359,2025-11-16 01:59:02.451323,0 days 00:00:10.581964,8,2,0.4477650293704248,12,21,0.33591140926153445,COMPLETE
223,233.29566476452638,2025-11-16 01:59:02.493778,2025-11-16 01:59:07.720266,0 days 00:00:05.226488,9,1,0.31326746009106277,12,15,0.28848992142954855,COMPLETE
224,231.38124978576667,2025-11-16 01:59:07.760519,2025-11-16 01:59:17.657399,0 days 00:00:09.896880,11,2,0.23027396083960222,12,19,0.373773809359979,COMPLETE
225,242.07900552208758,2025-11-16 01:59:17.696296,2025-11-16 01:59:33.226649,0 days 00:00:15.530353,10,3,0.1691504045404066,12,23,0.35631823625495174,COMPLETE
226,244.21711225575555,2025-11-16 01:59:33.263624,2025-11-16 01:59:37.718015,0 days 00:00:04.454391,7,1,0.37004122770816417,12,14,0.3063538080739179,COMPLETE
227,229.40480238244612,2025-11-16 01:59:37.758097,2025-11-16 01:59:46.218332,0 days 00:00:08.460235,8,2,0.2717757931159429,12,17,0.3962705257297342,COMPLETE
228,194.09849572221788,2025-11-16 01:59:46.283532,2025-11-16 01:59:49.654191,0 days 00:00:03.370659,9,1,0.47648051273091674,11,20,0.3293357933228946,COMPLETE
229,253.59157832836513,2025-11-16 01:59:49.694240,2025-11-16 01:59:53.026731,0 days 00:00:03.332491,9,2,0.522533052911249,11,13,0.3279524782724089,COMPLETE
230,258.64650852319954,2025-11-16 01:59:53.065776,2025-11-16 02:00:00.647900,0 days 00:00:07.582124,9,3,0.6373427779102047,11,25,0.27403986730578667,COMPLETE
231,237.36717297250675,2025-11-16 02:00:00.711591,2025-11-16 02:00:07.706741,0 days 00:00:06.995150,10,1,0.42200350131440123,12,20,0.3414859056722455,COMPLETE
232,237.06103952740517,2025-11-16 02:00:07.772553,2025-11-16 02:00:13.789097,0 days 00:00:06.016544,8,1,0.33918721057793705,12,18,0.3573468705280571,COMPLETE
233,225.32742763640096,2025-11-16 02:00:13.827739,2025-11-16 02:00:22.237876,0 days 00:00:08.410137,10,2,0.24262044141828792,12,16,0.30576204613869756,COMPLETE
234,287.3901261670733,2025-11-16 02:00:22.298554,2025-11-16 02:00:26.276825,0 days 00:00:03.978271,11,2,0.4453281518864075,11,16,0.2995834876546513,COMPLETE
235,230.03124231142868,2025-11-16 02:00:26.315909,2025-11-16 02:00:37.591752,0 days 00:00:11.275843,10,2,0.2931709346254306,12,22,0.3172340826730957,COMPLETE
236,237.16573240640793,2025-11-16 02:00:37.631868,2025-11-16 02:00:47.321002,0 days 00:00:09.689134,9,3,0.7668936229630814,12,14,0.30020310048870874,COMPLETE
237,274.3113479694849,2025-11-16 02:00:47.359744,2025-11-16 02:00:47.952334,0 days 00:00:00.592590,10,2,0.19476060790350536,1,17,0.28303175417253995,COMPLETE
238,244.6687493950345,2025-11-16 02:00:47.992157,2025-11-16 02:00:50.021297,0 days 00:00:02.029140,9,1,0.3689304742354141,11,11,0.3246444697540926,COMPLETE
239,247.8970337403442,2025-11-16 02:00:50.058941,2025-11-16 02:01:00.540358,0 days 00:00:10.481417,11,3,0.25902878399280815,12,15,0.3788747684730192,COMPLETE
240,203.73402377061382,2025-11-16 02:01:00.579677,2025-11-16 02:01:06.112502,0 days 00:00:05.532825,10,2,0.5183560955181551,11,23,0.14945335600633092,COMPLETE
241,228.81439792857128,2025-11-16 02:01:06.148404,2025-11-16 02:01:11.794641,0 days 00:00:05.646237,10,2,0.5397137869543992,11,24,0.3415049257319818,COMPLETE
242,232.00817955755127,2025-11-16 02:01:11.862655,2025-11-16 02:01:17.041929,0 days 00:00:05.179274,10,2,0.4165770039616391,11,21,0.1155297512257093,COMPLETE
243,223.13198400269306,2025-11-16 02:01:17.119061,2025-11-16 02:01:20.325644,0 days 00:00:03.206583,9,1,0.31829089941566663,11,19,0.1574889175368312,COMPLETE
244,258.69741515877183,2025-11-16 02:01:20.366230,2025-11-16 02:01:23.724354,0 days 00:00:03.358124,9,1,0.3370354343868041,11,20,0.17431546788950256,COMPLETE
245,267.6756501504306,2025-11-16 02:01:23.759011,2025-11-16 02:01:26.952449,0 days 00:00:03.193438,11,1,0.501174546800251,11,18,0.14543869788287414,COMPLETE
246,256.42264076621603,2025-11-16 02:01:26.997440,2025-11-16 02:01:29.964001,0 days 00:00:02.966561,9,1,0.62912980503245,11,16,0.22065726068603064,COMPLETE
247,278.45702572411807,2025-11-16 02:01:30.002817,2025-11-16 02:01:37.103438,0 days 00:00:07.100621,10,3,0.3814133160910662,11,23,0.38584326220273407,COMPLETE
248,248.60671134632375,2025-11-16 02:01:37.163506,2025-11-16 02:01:46.708796,0 days 00:00:09.545290,9,2,0.30154241037197743,12,19,0.2534392363791267,COMPLETE
249,253.88380589636154,2025-11-16 02:01:46.895957,2025-11-16 02:01:48.486798,0 days 00:00:01.590841,10,1,0.21127185283210584,10,14,0.15683940164637905,COMPLETE
250,229.86667208684634,2025-11-16 02:01:48.608973,2025-11-16 02:01:56.125843,0 days 00:00:07.516870,8,3,0.4785655956098852,11,25,0.4091364415902791,COMPLETE
251,235.09789333805352,2025-11-16 02:01:56.171305,2025-11-16 02:02:01.896466,0 days 00:00:05.725161,11,1,0.3509464680011715,12,16,0.200095115074778,COMPLETE
252,235.33417151159665,2025-11-16 02:02:01.946068,2025-11-16 02:02:12.960060,0 days 00:00:11.013992,10,2,0.16740504508012424,12,21,0.35870494006962184,COMPLETE
253,278.10692028427223,2025-11-16 02:02:13.014671,2025-11-16 02:02:17.558624,0 days 00:00:04.543953,9,2,0.8686326594177161,11,18,0.3394208175770778,COMPLETE
254,250.8140739694481,2025-11-16 02:02:17.597135,2025-11-16 02:02:23.967960,0 days 00:00:06.370825,11,2,0.23867053663295754,12,12,0.10544958325667854,COMPLETE
255,243.0549535094802,2025-11-16 02:02:24.009285,2025-11-16 02:02:33.487057,0 days 00:00:09.477772,9,1,0.477562377767614,12,28,0.30917178059603945,COMPLETE
256,250.50378160914244,2025-11-16 02:02:33.529347,2025-11-16 02:02:44.817161,0 days 00:00:11.287814,10,2,0.6320676996264332,12,22,0.14636550852695424,COMPLETE
257,242.0293285481082,2025-11-16 02:02:44.962855,2025-11-16 02:02:49.467787,0 days 00:00:04.504932,8,1,0.32404317983830644,12,13,0.16811666833350006,COMPLETE
258,246.81224429180725,2025-11-16 02:02:49.501998,2025-11-16 02:02:54.299180,0 days 00:00:04.797182,12,2,0.38825678711124095,11,19,0.17715303536801558,COMPLETE
259,226.53637499773018,2025-11-16 02:02:54.337512,2025-11-16 02:03:05.268157,0 days 00:00:10.930645,10,3,0.25640932901164576,12,16,0.2866198125899798,COMPLETE
260,248.88796267554667,2025-11-16 02:03:05.325325,2025-11-16 02:03:07.829981,0 days 00:00:02.504656,9,3,0.27599186521098684,10,16,0.2768633950066405,COMPLETE
261,242.9277580457903,2025-11-16 02:03:07.961859,2025-11-16 02:03:20.619571,0 days 00:00:12.657712,8,4,0.4203813863954147,12,15,0.12795276638509898,COMPLETE
262,259.82962650500343,2025-11-16 02:03:20.658747,2025-11-16 02:03:30.360245,0 days 00:00:09.701498,10,3,0.5286677858428259,12,14,0.29066040301532536,COMPLETE
263,254.46969900997001,2025-11-16 02:03:30.398507,2025-11-16 02:03:33.206879,0 days 00:00:02.808372,9,1,0.2937018502748865,11,17,0.2605139350973908,COMPLETE
264,240.31597355320292,2025-11-16 02:03:33.346877,2025-11-16 02:03:42.274842,0 days 00:00:08.927965,10,3,0.21781411803126172,12,13,0.3044685907331909,COMPLETE
265,247.01018055110802,2025-11-16 02:03:42.349698,2025-11-16 02:03:51.324171,0 days 00:00:08.974473,11,1,0.7035634845300586,12,25,0.3283692398895396,COMPLETE
266,238.9269881314257,2025-11-16 02:03:51.368666,2025-11-16 02:04:00.359429,0 days 00:00:08.990763,7,2,0.37225070875949,12,18,0.3735683858163855,COMPLETE
267,248.73877740031395,2025-11-16 02:04:00.399988,2025-11-16 02:04:06.413076,0 days 00:00:06.013088,9,4,0.2623091774341126,11,16,0.2837865161014597,COMPLETE
268,223.23339305144196,2025-11-16 02:04:06.503308,2025-11-16 02:04:10.261485,0 days 00:00:03.758177,8,1,0.5054708607214015,12,11,0.3197410980717106,COMPLETE
269,244.10911089553343,2025-11-16 02:04:10.299912,2025-11-16 02:04:14.382734,0 days 00:00:04.082822,8,1,0.5778187797042658,12,12,0.3284287698203365,COMPLETE
270,232.67745154509993,2025-11-16 02:04:14.476433,2025-11-16 02:04:17.987492,0 days 00:00:03.511059,9,1,0.31457162972145297,12,9,0.3622330519820141,COMPLETE
271,244.5974548350592,2025-11-16 02:04:18.020652,2025-11-16 02:04:23.204120,0 days 00:00:05.183468,11,1,0.20024681209079762,12,14,0.3149735670145959,COMPLETE
272,238.77324952579602,2025-11-16 02:04:23.260740,2025-11-16 02:04:29.427698,0 days 00:00:06.166958,10,2,0.46923468404464547,12,11,0.24360914292719005,COMPLETE
273,242.60267964215413,2025-11-16 02:04:29.492850,2025-11-16 02:04:35.938014,0 days 00:00:06.445164,8,3,0.3721533508508711,12,9,0.4023271715370603,COMPLETE
274,239.6471592270911,2025-11-16 02:04:36.063894,2025-11-16 02:04:37.397632,0 days 00:00:01.333738,9,1,0.7952807440020802,9,35,0.33893880853560837,COMPLETE
275,232.79962151159884,2025-11-16 02:04:37.453879,2025-11-16 02:04:42.702824,0 days 00:00:05.248945,10,2,0.2383070815477901,12,10,0.27240110289057634,COMPLETE
276,241.1182556137233,2025-11-16 02:04:42.743981,2025-11-16 02:04:49.616604,0 days 00:00:06.872623,12,2,0.5666091562763451,12,12,0.38401811971308986,COMPLETE
277,233.5130241505974,2025-11-16 02:04:49.658655,2025-11-16 02:04:54.523389,0 days 00:00:04.864734,8,1,0.3034525586679256,12,15,0.34042110435101025,COMPLETE
278,228.98297871667882,2025-11-16 02:04:54.565638,2025-11-16 02:05:04.081285,0 days 00:00:09.515647,9,1,0.16867347843096767,12,29,0.3134330112306956,COMPLETE
279,260.1449698018508,2025-11-16 02:05:04.151005,2025-11-16 02:05:15.985516,0 days 00:00:11.834511,10,3,0.44772352584111996,12,17,0.29180461628096116,COMPLETE
280,256.7705797134548,2025-11-16 02:05:16.070930,2025-11-16 02:05:26.114596,0 days 00:00:10.043666,11,2,0.349763026580649,12,19,0.3585822784405354,COMPLETE
281,244.04074896312392,2025-11-16 02:05:26.170301,2025-11-16 02:05:32.885954,0 days 00:00:06.715653,8,2,0.27149220432125376,12,13,0.3254120619076324,COMPLETE
282,242.84260546416803,2025-11-16 02:05:32.924490,2025-11-16 02:05:36.532606,0 days 00:00:03.608116,9,3,0.2111885402172138,11,11,0.13083384012191024,COMPLETE
283,258.87596213541485,2025-11-16 02:05:36.619568,2025-11-16 02:05:45.698871,0 days 00:00:09.079303,10,1,0.6063630378543352,12,26,0.3802608381282812,COMPLETE
284,277.5472203897276,2025-11-16 02:05:45.738049,2025-11-16 02:05:51.248115,0 days 00:00:05.510066,11,1,0.9805671240700249,12,15,0.3496406718283335,COMPLETE
285,241.9512293980933,2025-11-16 02:05:51.289511,2025-11-16 02:06:06.803257,0 days 00:00:15.513746,9,3,0.4498943035457356,12,23,0.301078009827686,COMPLETE
286,231.48704028838068,2025-11-16 02:06:06.845098,2025-11-16 02:06:11.910626,0 days 00:00:05.065528,8,2,0.34642053039763177,11,21,0.26317850692125466,COMPLETE
287,232.51783760289294,2025-11-16 02:06:12.056017,2025-11-16 02:06:21.813395,0 days 00:00:09.757378,10,2,0.2570888351659944,12,18,0.4201233353188412,COMPLETE
288,257.06776963911705,2025-11-16 02:06:21.854070,2025-11-16 02:07:05.113026,0 days 00:00:43.258956,7,19,0.4186452746849405,12,14,0.36728702731017143,COMPLETE
289,248.89885596358627,2025-11-16 02:07:05.158176,2025-11-16 02:07:12.873957,0 days 00:00:07.715781,19,4,0.17450009130902053,12,8,0.32423699827372104,COMPLETE
290,257.367990514885,2025-11-16 02:07:12.926433,2025-11-16 02:07:15.548691,0 days 00:00:02.622258,9,1,0.6882854748897077,11,16,0.6601802132213955,COMPLETE
291,242.56166374244663,2025-11-16 02:07:15.669654,2025-11-16 02:07:21.130280,0 days 00:00:05.460626,11,2,0.5197639026447891,12,10,0.2917555729550705,COMPLETE
292,225.67397704001513,2025-11-16 02:07:21.450011,2025-11-16 02:07:35.089917,0 days 00:00:13.639906,10,2,0.31089509267684307,12,27,0.34521747179389317,COMPLETE
293,237.11367868572006,2025-11-16 02:07:35.127758,2025-11-16 02:07:55.279519,0 days 00:00:20.151761,8,3,0.22983496449388818,12,31,0.3493605019398413,COMPLETE
294,256.30261307530077,2025-11-16 02:07:55.314144,2025-11-16 02:08:00.259683,0 days 00:00:04.945539,13,1,0.3006923277100324,11,28,0.3955724210831481,COMPLETE
295,229.52122159013487,2025-11-16 02:08:00.298584,2025-11-16 02:08:07.868364,0 days 00:00:07.569780,9,1,0.1434733981465545,12,23,0.3739632149934539,COMPLETE
296,223.53840046824348,2025-11-16 02:08:07.948423,2025-11-16 02:08:21.126148,0 days 00:00:13.177725,10,2,0.21227271636741765,12,26,0.3419009256273481,COMPLETE
297,242.00161959898827,2025-11-16 02:08:21.168807,2025-11-16 02:08:33.990163,0 days 00:00:12.821356,8,2,0.19076923539225285,12,26,0.3428796849775785,COMPLETE
298,240.32300031203877,2025-11-16 02:08:34.174671,2025-11-16 02:08:38.596617,0 days 00:00:04.421946,7,1,0.48026353807545474,11,29,0.18870983539588293,COMPLETE
299,248.95175880480096,2025-11-16 02:08:38.662493,2025-11-16 02:08:56.423677,0 days 00:00:17.761184,11,2,0.3535385645404504,12,34,0.3637861353460919,COMPLETE
300,253.7179627219855,2025-11-16 02:08:56.460442,2025-11-16 02:09:03.728261,0 days 00:00:07.267819,6,1,0.2924117935697853,12,25,0.3312013490220498,COMPLETE
301,260.6655104819077,2025-11-16 02:09:03.766984,2025-11-16 02:09:07.093162,0 days 00:00:03.326178,9,2,0.2104559239906942,10,31,0.35054681043136793,COMPLETE
302,251.26830043443223,2025-11-16 02:09:07.204693,2025-11-16 02:09:11.025214,0 days 00:00:03.820521,12,1,0.42364369377425815,11,21,0.3133732855572212,COMPLETE
303,237.80938781539209,2025-11-16 02:09:11.120224,2025-11-16 02:09:23.491359,0 days 00:00:12.371135,10,2,0.5855236634676274,12,24,0.39829823630065836,COMPLETE
304,215.82115619947822,2025-11-16 02:09:23.535842,2025-11-16 02:09:37.809385,0 days 00:00:14.273543,10,2,0.15761886758442004,12,28,0.37014581774313887,COMPLETE
305,249.67881097987993,2025-11-16 02:09:37.846535,2025-11-16 02:09:55.513620,0 days 00:00:17.667085,11,3,0.1412456161076566,12,26,0.3784854374159182,COMPLETE
306,242.21222537748423,2025-11-16 02:09:55.615115,2025-11-16 02:10:00.401511,0 days 00:00:04.786396,10,2,0.09355680520115098,11,20,0.3645866552709077,COMPLETE
307,246.89562838173043,2025-11-16 02:10:00.436486,2025-11-16 02:11:35.260865,0 days 00:01:34.824379,10,27,0.3078053670866848,12,22,0.33111752200902783,COMPLETE
308,246.31132357329847,2025-11-16 02:11:35.301990,2025-11-16 02:11:52.376354,0 days 00:00:17.074364,9,2,0.396990547517154,12,34,0.31501011191112915,COMPLETE
309,242.3310665790904,2025-11-16 02:11:52.511824,2025-11-16 02:12:05.688273,0 days 00:00:13.176449,11,3,0.1683185149477669,12,19,0.408627006924914,COMPLETE
310,264.25262144243015,2025-11-16 02:12:05.793531,2025-11-16 02:12:06.386830,0 days 00:00:00.593299,10,2,0.11654514773860748,2,24,0.38834577942910403,COMPLETE
311,225.68549722086723,2025-11-16 02:12:06.462212,2025-11-16 02:12:15.504362,0 days 00:00:09.042150,9,3,0.7878706878717003,11,30,0.33744634605483553,COMPLETE
312,228.8185456598776,2025-11-16 02:12:15.545737,2025-11-16 02:12:25.312220,0 days 00:00:09.766483,9,3,0.8592305132608138,11,32,0.33284010720364643,COMPLETE
313,254.0426638020359,2025-11-16 02:12:25.361705,2025-11-16 02:13:19.615424,0 days 00:00:54.253719,9,22,0.8030060629350693,11,38,0.366306733681075,COMPLETE
314,235.277891108289,2025-11-16 02:13:19.745802,2025-11-16 02:13:30.181743,0 days 00:00:10.435941,8,4,0.5963671416211486,11,29,0.3128074890021851,COMPLETE
