number,value,datetime_start,datetime_complete,duration,params_criterion,params_lags,params_lags_past_covariates,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_usar_max_depth,state
14,262.1150848165354,2025-11-15 15:52:15.405437,2025-11-15 15:52:54.521886,0 days 00:00:39.116449,absolute_error,8,18,4,23,85,True,COMPLETE
15,265.4025289894417,2025-11-15 15:52:54.546236,2025-11-15 15:53:32.417684,0 days 00:00:37.871448,poisson,16,27,10,10,315,False,COMPLETE
16,260.4813938279998,2025-11-15 15:53:32.466280,2025-11-15 15:54:37.749959,0 days 00:01:05.283679,absolute_error,19,18,4,14,154,True,COMPLETE
17,231.2333038609821,2025-11-15 15:54:37.762286,2025-11-15 15:55:02.601167,0 days 00:00:24.838881,squared_error,7,2,15,27,473,False,COMPLETE
18,282.5068770002931,2025-11-15 15:55:02.665950,2025-11-15 15:55:09.773710,0 days 00:00:07.107760,squared_error,6,1,15,27,60,True,COMPLETE
19,293.42542670354453,2025-11-15 15:55:09.808422,2025-11-15 15:55:18.459754,0 days 00:00:08.651332,squared_error,6,11,16,29,51,False,COMPLETE
20,285.6616256724789,2025-11-15 15:55:18.482582,2025-11-15 15:55:43.550661,0 days 00:00:25.068079,squared_error,1,1,10,22,490,False,COMPLETE
21,274.91222417456686,2025-11-15 15:55:43.623352,2025-11-15 15:56:45.853086,0 days 00:01:02.229734,absolute_error,13,7,13,13,456,False,COMPLETE
22,264.5263780730662,2025-11-15 15:56:45.889823,2025-11-15 15:57:05.040503,0 days 00:00:19.150680,squared_error,10,26,12,19,137,False,COMPLETE
23,253.0820522411428,2025-11-15 15:57:05.055432,2025-11-15 15:57:34.979178,0 days 00:00:29.923746,poisson,14,4,17,13,494,False,COMPLETE
24,284.3069269250382,2025-11-15 15:57:35.058036,2025-11-15 15:58:39.512947,0 days 00:01:04.454911,poisson,19,10,20,32,948,False,COMPLETE
25,260.83641302010244,2025-11-15 15:58:39.525524,2025-11-15 15:59:12.764124,0 days 00:00:33.238600,squared_error,7,19,3,16,216,False,COMPLETE
26,254.41828603118262,2025-11-15 15:59:12.776737,2025-11-15 16:01:56.413838,0 days 00:02:43.637101,absolute_error,30,28,9,12,350,True,COMPLETE
27,258.7121217405142,2025-11-15 16:01:56.514837,2025-11-15 16:02:03.526383,0 days 00:00:07.011546,friedman_mse,18,13,14,75,17,False,COMPLETE
28,270.64778468764877,2025-11-15 16:02:03.561884,2025-11-15 16:02:30.266106,0 days 00:00:26.704222,poisson,11,24,6,20,190,True,COMPLETE
29,264.0689174800355,2025-11-15 16:02:30.317398,2025-11-15 16:02:44.459225,0 days 00:00:14.141827,absolute_error,5,20,2,10,10,False,COMPLETE
30,260.64209173056133,2025-11-15 16:02:44.560738,2025-11-15 16:02:54.205389,0 days 00:00:09.644651,squared_error,21,23,1,34,20,False,COMPLETE
31,253.2611410208123,2025-11-15 16:02:54.224943,2025-11-15 16:03:22.532522,0 days 00:00:28.307579,poisson,14,3,18,13,490,False,COMPLETE
32,234.42329325028578,2025-11-15 16:03:22.598287,2025-11-15 16:04:03.930266,0 days 00:00:41.331979,poisson,13,5,18,12,735,False,COMPLETE
33,284.14639856522695,2025-11-15 16:04:04.005277,2025-11-15 16:04:48.274143,0 days 00:00:44.268866,poisson,17,7,18,11,707,False,COMPLETE
34,287.2541787986896,2025-11-15 16:04:48.287093,2025-11-15 16:05:29.496341,0 days 00:00:41.209248,poisson,13,8,19,15,687,False,COMPLETE
35,269.78917532080794,2025-11-15 16:05:29.549498,2025-11-15 16:06:16.612951,0 days 00:00:47.063453,friedman_mse,22,4,16,27,911,True,COMPLETE
36,226.79183052962762,2025-11-15 16:06:16.681145,2025-11-15 16:06:38.038899,0 days 00:00:21.357754,poisson,10,3,17,11,365,False,COMPLETE
37,228.31427412807847,2025-11-15 16:06:38.085464,2025-11-15 16:07:12.505786,0 days 00:00:34.420322,friedman_mse,9,3,17,21,632,True,COMPLETE
38,228.93046217409218,2025-11-15 16:07:12.577515,2025-11-15 16:07:45.121446,0 days 00:00:32.543931,friedman_mse,8,3,17,38,610,False,COMPLETE
39,282.9633644805738,2025-11-15 16:07:45.133893,2025-11-15 16:08:12.143973,0 days 00:00:27.010080,friedman_mse,4,2,16,43,551,True,COMPLETE
40,227.40539424200747,2025-11-15 16:08:12.191650,2025-11-15 16:08:33.848634,0 days 00:00:21.656984,friedman_mse,9,3,14,57,396,False,COMPLETE
41,231.43138472303053,2025-11-15 16:08:33.863047,2025-11-15 16:08:48.013615,0 days 00:00:14.150568,friedman_mse,9,3,15,70,273,False,COMPLETE
42,229.8508037924101,2025-11-15 16:08:48.076015,2025-11-15 16:09:13.048272,0 days 00:00:24.972257,friedman_mse,9,5,14,38,387,False,COMPLETE
43,281.1303251354356,2025-11-15 16:09:13.195143,2025-11-15 16:09:49.165169,0 days 00:00:35.970026,friedman_mse,9,6,17,59,615,False,COMPLETE
44,227.1769617278711,2025-11-15 16:09:49.178188,2025-11-15 16:10:13.444560,0 days 00:00:24.266372,friedman_mse,11,5,13,37,383,False,COMPLETE
45,278.5829373841527,2025-11-15 16:10:13.466513,2025-11-15 16:10:31.227493,0 days 00:00:17.760980,friedman_mse,11,9,12,46,261,True,COMPLETE
46,231.03118703969022,2025-11-15 16:10:31.255984,2025-11-15 16:10:55.331340,0 days 00:00:24.075356,friedman_mse,11,5,17,37,405,False,COMPLETE
47,229.20014315851125,2025-11-15 16:10:55.394374,2025-11-15 16:11:44.370699,0 days 00:00:48.976325,friedman_mse,8,3,14,58,978,False,COMPLETE
48,246.69863830528374,2025-11-15 16:11:44.383212,2025-11-15 16:12:12.014612,0 days 00:00:27.631400,friedman_mse,10,1,19,65,583,True,COMPLETE
49,287.0973470602389,2025-11-15 16:12:12.075079,2025-11-15 16:12:28.207320,0 days 00:00:16.132241,friedman_mse,2,12,12,89,182,False,COMPLETE
50,298.3954532678607,2025-11-15 16:12:28.232771,2025-11-15 16:12:50.104116,0 days 00:00:21.871345,friedman_mse,4,7,13,49,323,False,COMPLETE
51,227.71119810329827,2025-11-15 16:12:50.177332,2025-11-15 16:13:31.542106,0 days 00:00:41.364774,friedman_mse,8,3,14,57,808,False,COMPLETE
52,229.651030102894,2025-11-15 16:13:31.670473,2025-11-15 16:14:11.617609,0 days 00:00:39.947136,friedman_mse,8,4,16,55,766,False,COMPLETE
53,300.94529686197063,2025-11-15 16:14:11.630394,2025-11-15 16:14:57.784695,0 days 00:00:46.154301,friedman_mse,6,6,11,42,822,False,COMPLETE
54,230.0649723702019,2025-11-15 16:14:57.802592,2025-11-15 16:15:26.278940,0 days 00:00:28.476348,friedman_mse,7,2,15,34,594,False,COMPLETE
55,230.94506592851104,2025-11-15 16:15:26.306522,2025-11-15 16:15:48.037175,0 days 00:00:21.730653,friedman_mse,12,3,13,77,378,True,COMPLETE
56,245.9101384167878,2025-11-15 16:15:48.085746,2025-11-15 16:16:08.628502,0 days 00:00:20.542756,friedman_mse,10,1,19,51,430,False,COMPLETE
57,283.35455420774076,2025-11-15 16:16:08.722818,2025-11-15 16:16:27.938355,0 days 00:00:19.215537,friedman_mse,12,8,17,30,289,False,COMPLETE
58,228.47138649186985,2025-11-15 16:16:28.028096,2025-11-15 16:17:03.717833,0 days 00:00:35.689737,friedman_mse,8,5,14,24,636,False,COMPLETE
59,285.4921073480378,2025-11-15 16:17:03.831402,2025-11-15 16:17:19.976783,0 days 00:00:16.145381,friedman_mse,5,5,14,23,232,True,COMPLETE
60,278.30855388704765,2025-11-15 16:17:20.017081,2025-11-15 16:18:10.524464,0 days 00:00:50.507383,friedman_mse,7,8,11,25,815,False,COMPLETE
61,226.9470663568236,2025-11-15 16:18:10.567138,2025-11-15 16:18:44.627222,0 days 00:00:34.060084,friedman_mse,9,4,16,21,647,False,COMPLETE
62,227.50138897294377,2025-11-15 16:18:44.658233,2025-11-15 16:19:12.920242,0 days 00:00:28.262009,friedman_mse,10,4,16,20,516,False,COMPLETE
63,225.36982440964402,2025-11-15 16:19:12.934710,2025-11-15 16:19:40.235552,0 days 00:00:27.300842,friedman_mse,10,2,16,19,533,False,COMPLETE
64,225.3619824961746,2025-11-15 16:19:40.267813,2025-11-15 16:20:08.654464,0 days 00:00:28.386651,friedman_mse,10,2,16,16,527,False,COMPLETE
65,241.73033548362704,2025-11-15 16:20:08.666625,2025-11-15 16:20:26.963439,0 days 00:00:18.296814,friedman_mse,12,1,16,17,329,False,COMPLETE
66,261.4281704904952,2025-11-15 16:20:27.033625,2025-11-15 16:20:55.227811,0 days 00:00:28.194186,friedman_mse,14,2,15,18,509,False,COMPLETE
67,229.5903544101653,2025-11-15 16:20:55.280003,2025-11-15 16:21:17.641229,0 days 00:00:22.361226,friedman_mse,10,4,18,20,459,False,COMPLETE
68,297.5704723712368,2025-11-15 16:21:17.658586,2025-11-15 16:21:27.228869,0 days 00:00:09.570283,poisson,11,6,16,16,132,False,COMPLETE
69,252.6089896839063,2025-11-15 16:21:27.241295,2025-11-15 16:22:00.666845,0 days 00:00:33.425550,absolute_error,15,2,15,14,404,False,COMPLETE
70,272.9773108142404,2025-11-15 16:22:00.755983,2025-11-15 16:22:49.188366,0 days 00:00:48.432383,friedman_mse,10,16,12,19,543,False,COMPLETE
71,286.24328870449926,2025-11-15 16:22:49.215645,2025-11-15 16:23:27.451996,0 days 00:00:38.236351,friedman_mse,6,4,13,25,778,False,COMPLETE
72,231.79920400330235,2025-11-15 16:23:27.513657,2025-11-15 16:23:47.828719,0 days 00:00:20.315062,friedman_mse,7,2,16,21,352,False,COMPLETE
73,290.11606922593865,2025-11-15 16:23:47.929693,2025-11-15 16:23:55.314184,0 days 00:00:07.384491,friedman_mse,12,6,14,17,38,False,COMPLETE
74,225.62932503776506,2025-11-15 16:23:55.381047,2025-11-15 16:24:39.688289,0 days 00:00:44.307242,friedman_mse,9,4,15,14,855,False,COMPLETE
75,220.08679086111138,2025-11-15 16:24:39.702369,2025-11-15 16:25:08.495741,0 days 00:00:28.793372,poisson,9,4,15,14,534,False,COMPLETE
76,245.43032290987153,2025-11-15 16:25:08.529663,2025-11-15 16:25:29.046742,0 days 00:00:20.517079,poisson,9,1,15,12,438,False,COMPLETE
77,234.77183159002294,2025-11-15 16:25:29.124193,2025-11-15 16:26:15.897576,0 days 00:00:46.773383,poisson,13,5,18,14,903,False,COMPLETE
78,294.43745488690416,2025-11-15 16:26:15.912407,2025-11-15 16:26:58.595558,0 days 00:00:42.683151,poisson,9,7,17,11,703,False,COMPLETE
79,281.18714047453847,2025-11-15 16:26:58.617894,2025-11-15 16:27:18.294066,0 days 00:00:19.676172,poisson,26,10,13,15,242,False,COMPLETE
80,225.1071366811569,2025-11-15 16:27:18.386854,2025-11-15 16:27:49.189554,0 days 00:00:30.802700,poisson,11,4,15,10,540,False,COMPLETE
81,224.5792310769354,2025-11-15 16:27:49.202916,2025-11-15 16:28:26.995778,0 days 00:00:37.792862,poisson,11,4,15,10,675,False,COMPLETE
82,223.2862113375064,2025-11-15 16:28:27.008332,2025-11-15 16:29:06.246148,0 days 00:00:39.237816,poisson,11,4,15,10,701,False,COMPLETE
83,262.3103665404309,2025-11-15 16:29:06.261863,2025-11-15 16:29:43.668280,0 days 00:00:37.406417,poisson,14,4,15,10,673,False,COMPLETE
84,298.3773322788931,2025-11-15 16:29:43.680375,2025-11-15 16:30:34.885655,0 days 00:00:51.205280,poisson,11,6,15,10,925,False,COMPLETE
85,233.26243245739312,2025-11-15 16:30:34.963021,2025-11-15 16:31:03.907792,0 days 00:00:28.944771,poisson,12,2,16,11,568,False,COMPLETE
86,228.54208727356186,2025-11-15 16:31:03.965230,2025-11-15 16:31:40.684748,0 days 00:00:36.719518,poisson,13,4,17,13,655,False,COMPLETE
87,246.8057973056873,2025-11-15 16:31:40.696585,2025-11-15 16:32:21.570394,0 days 00:00:40.873809,poisson,10,1,15,12,877,False,COMPLETE
88,255.9458201858563,2025-11-15 16:32:21.632327,2025-11-15 16:32:48.193371,0 days 00:00:26.561044,poisson,16,3,19,14,480,False,COMPLETE
89,295.79245640419447,2025-11-15 16:32:48.205665,2025-11-15 16:33:36.966249,0 days 00:00:48.760584,poisson,8,9,16,10,723,False,COMPLETE
90,234.94017596762492,2025-11-15 16:33:37.039733,2025-11-15 16:34:05.538472,0 days 00:00:28.498739,poisson,11,2,18,15,568,False,COMPLETE
91,226.4810650642065,2025-11-15 16:34:05.572850,2025-11-15 16:34:37.667258,0 days 00:00:32.094408,poisson,11,5,15,11,526,False,COMPLETE
92,225.0927714481627,2025-11-15 16:34:37.824422,2025-11-15 16:35:09.271963,0 days 00:00:31.447541,poisson,10,4,15,11,520,False,COMPLETE
93,230.3722353046462,2025-11-15 16:35:09.284278,2025-11-15 16:35:37.438478,0 days 00:00:28.154200,poisson,10,5,14,11,460,False,COMPLETE
94,232.70409912296924,2025-11-15 16:35:37.450690,2025-11-15 16:36:07.229831,0 days 00:00:29.779141,poisson,13,3,15,12,540,False,COMPLETE
95,287.46687016502204,2025-11-15 16:36:07.325447,2025-11-15 16:36:56.614729,0 days 00:00:49.289282,poisson,11,6,8,13,724,False,COMPLETE
96,226.78089396377004,2025-11-15 16:36:56.688414,2025-11-15 16:37:04.804118,0 days 00:00:08.115704,poisson,12,3,17,12,89,False,COMPLETE
97,289.2753986645201,2025-11-15 16:37:05.083592,2025-11-15 16:37:13.801718,0 days 00:00:08.718126,poisson,12,7,15,12,87,False,COMPLETE
98,231.02109292539473,2025-11-15 16:37:13.814286,2025-11-15 16:37:22.786142,0 days 00:00:08.971856,poisson,12,5,16,10,110,False,COMPLETE
99,264.22077512105153,2025-11-15 16:37:22.872167,2025-11-15 16:37:30.135155,0 days 00:00:07.262988,squared_error,15,2,17,13,72,False,COMPLETE
100,281.9559352994797,2025-11-15 16:37:30.153230,2025-11-15 16:37:39.777293,0 days 00:00:09.624063,poisson,14,14,14,16,70,False,COMPLETE
101,225.2781590778381,2025-11-15 16:37:39.819860,2025-11-15 16:38:08.436289,0 days 00:00:28.616429,poisson,10,3,17,11,502,False,COMPLETE
102,222.99017504927548,2025-11-15 16:38:08.448263,2025-11-15 16:38:52.932383,0 days 00:00:44.484120,poisson,9,4,17,14,840,False,COMPLETE
103,223.20186485989925,2025-11-15 16:38:53.063406,2025-11-15 16:39:44.845757,0 days 00:00:51.782351,poisson,9,4,16,14,990,False,COMPLETE
104,228.58212048909945,2025-11-15 16:39:44.913101,2025-11-15 16:40:35.002532,0 days 00:00:50.089431,poisson,7,4,20,15,980,False,COMPLETE
105,225.01702724675073,2025-11-15 16:40:35.086782,2025-11-15 16:41:19.820259,0 days 00:00:44.733477,poisson,8,4,16,16,836,False,COMPLETE
106,251.44710710136837,2025-11-15 16:41:19.883696,2025-11-15 16:41:55.237890,0 days 00:00:35.354194,poisson,8,1,18,13,773,False,COMPLETE
107,230.8525531834101,2025-11-15 16:41:55.271283,2025-11-15 16:42:24.929533,0 days 00:00:29.658250,poisson,10,2,16,18,604,False,COMPLETE
108,288.83234277743617,2025-11-15 16:42:25.014042,2025-11-15 16:43:07.908123,0 days 00:00:42.894081,poisson,6,3,17,16,846,False,COMPLETE
109,318.6739351523306,2025-11-15 16:43:07.923093,2025-11-15 16:43:49.664527,0 days 00:00:41.741434,poisson,5,6,16,17,691,False,COMPLETE
110,205.26728166130584,2025-11-15 16:43:49.766116,2025-11-15 16:45:01.212630,0 days 00:01:11.446514,absolute_error,9,4,17,10,768,False,COMPLETE
111,204.87434794945156,2025-11-15 16:45:01.312183,2025-11-15 16:46:28.223969,0 days 00:01:26.911786,absolute_error,9,4,17,10,971,False,COMPLETE
112,205.2759121630541,2025-11-15 16:46:28.323226,2025-11-15 16:47:38.727817,0 days 00:01:10.404591,absolute_error,9,4,17,10,773,False,COMPLETE
113,212.61201285969096,2025-11-15 16:47:38.849683,2025-11-15 16:49:12.776221,0 days 00:01:33.926538,absolute_error,8,5,18,10,982,False,COMPLETE
114,211.16781205072485,2025-11-15 16:49:12.819110,2025-11-15 16:50:46.403853,0 days 00:01:33.584743,absolute_error,7,5,18,10,977,False,COMPLETE
115,212.53000408401346,2025-11-15 16:50:46.446702,2025-11-15 16:52:17.635504,0 days 00:01:31.188802,absolute_error,7,5,19,10,969,False,COMPLETE
116,279.43264214908623,2025-11-15 16:52:17.701916,2025-11-15 16:54:03.856884,0 days 00:01:46.154968,absolute_error,7,6,19,10,990,False,COMPLETE
117,279.76936530269086,2025-11-15 16:54:03.923509,2025-11-15 16:55:59.923479,0 days 00:01:55.999970,absolute_error,8,8,19,10,905,False,COMPLETE
118,268.61451703431624,2025-11-15 16:56:00.010492,2025-11-15 16:57:25.666890,0 days 00:01:25.656398,absolute_error,5,5,18,11,860,False,COMPLETE
119,279.9729500462046,2025-11-15 16:57:25.715181,2025-11-15 16:58:54.113725,0 days 00:01:28.398544,absolute_error,7,7,20,12,772,False,COMPLETE
120,264.3409927528725,2025-11-15 16:58:54.147085,2025-11-15 17:00:27.790831,0 days 00:01:33.643746,absolute_error,6,5,18,10,985,True,COMPLETE
121,206.5221263383981,2025-11-15 17:00:27.803848,2025-11-15 17:01:35.743431,0 days 00:01:07.939583,absolute_error,9,4,19,11,806,False,COMPLETE
122,277.16799796616255,2025-11-15 17:01:35.806621,2025-11-15 17:03:00.292034,0 days 00:01:24.485413,absolute_error,9,6,19,10,801,False,COMPLETE
123,212.56069388110737,2025-11-15 17:03:00.310022,2025-11-15 17:04:35.260571,0 days 00:01:34.950549,absolute_error,8,5,18,11,998,False,COMPLETE
124,210.97555239012254,2025-11-15 17:04:35.299013,2025-11-15 17:06:03.670599,0 days 00:01:28.371586,absolute_error,9,5,18,11,916,False,COMPLETE
125,211.55797461170133,2025-11-15 17:06:03.719376,2025-11-15 17:07:38.233507,0 days 00:01:34.514131,absolute_error,7,5,18,11,999,False,COMPLETE
126,264.7935369743545,2025-11-15 17:07:38.274878,2025-11-15 17:09:07.011928,0 days 00:01:28.737050,absolute_error,4,5,18,12,923,False,COMPLETE
127,292.1053403612904,2025-11-15 17:09:07.108447,2025-11-15 17:11:01.734322,0 days 00:01:54.625875,absolute_error,6,7,19,11,998,False,COMPLETE
128,278.00538312103697,2025-11-15 17:11:01.760192,2025-11-15 17:12:35.706800,0 days 00:01:33.946608,absolute_error,7,6,20,11,903,False,COMPLETE
129,210.2247638864241,2025-11-15 17:12:35.829531,2025-11-15 17:14:10.684217,0 days 00:01:34.854686,absolute_error,9,5,19,12,1000,False,COMPLETE
130,280.49038157862776,2025-11-15 17:14:10.724269,2025-11-15 17:15:47.752648,0 days 00:01:37.028379,absolute_error,8,8,19,12,767,False,COMPLETE
131,210.62087064413794,2025-11-15 17:15:47.865575,2025-11-15 17:17:21.298093,0 days 00:01:33.432518,absolute_error,9,5,18,13,991,False,COMPLETE
132,212.5185243590619,2025-11-15 17:17:21.361693,2025-11-15 17:18:44.061956,0 days 00:01:22.700263,absolute_error,8,5,18,13,845,False,COMPLETE
133,212.6342770146679,2025-11-15 17:18:44.152089,2025-11-15 17:20:11.814132,0 days 00:01:27.662043,absolute_error,8,5,18,13,895,False,COMPLETE
134,212.47937242482013,2025-11-15 17:20:11.868457,2025-11-15 17:21:40.122378,0 days 00:01:28.253921,absolute_error,8,5,18,13,909,False,COMPLETE
135,281.154038385046,2025-11-15 17:21:40.190215,2025-11-15 17:23:00.732951,0 days 00:01:20.542736,absolute_error,7,6,18,11,754,False,COMPLETE
136,266.14079629560763,2025-11-15 17:23:00.820079,2025-11-15 17:24:19.782473,0 days 00:01:18.962394,absolute_error,6,5,19,13,835,False,COMPLETE
137,280.0483456965395,2025-11-15 17:24:19.814317,2025-11-15 17:26:12.067353,0 days 00:01:52.253036,absolute_error,8,7,20,11,1000,False,COMPLETE
138,280.4196242957786,2025-11-15 17:26:12.099005,2025-11-15 17:27:46.904435,0 days 00:01:34.805430,absolute_error,7,6,18,12,879,False,COMPLETE
139,210.8682250340446,2025-11-15 17:27:46.920492,2025-11-15 17:29:00.255029,0 days 00:01:13.334537,absolute_error,9,5,19,10,763,True,COMPLETE
140,210.8422930106238,2025-11-15 17:29:00.287491,2025-11-15 17:30:12.250491,0 days 00:01:11.963000,absolute_error,9,5,19,11,740,False,COMPLETE
141,210.74865959911853,2025-11-15 17:30:12.263278,2025-11-15 17:31:23.309464,0 days 00:01:11.046186,absolute_error,9,5,19,11,736,True,COMPLETE
142,278.5013844386386,2025-11-15 17:31:23.370580,2025-11-15 17:32:32.844762,0 days 00:01:09.474182,absolute_error,9,6,19,12,648,True,COMPLETE
143,209.931293188315,2025-11-15 17:32:32.859153,2025-11-15 17:33:45.041886,0 days 00:01:12.182733,absolute_error,9,5,20,10,749,True,COMPLETE
144,278.4217191772162,2025-11-15 17:33:45.102885,2025-11-15 17:35:15.815121,0 days 00:01:30.712236,absolute_error,9,7,20,12,786,True,COMPLETE
145,273.1526890022539,2025-11-15 17:35:15.924849,2025-11-15 17:37:50.467845,0 days 00:02:34.542996,absolute_error,9,17,20,11,722,True,COMPLETE
146,207.19566842916782,2025-11-15 17:37:50.497762,2025-11-15 17:38:37.119975,0 days 00:00:46.622213,absolute_error,9,3,20,10,610,True,COMPLETE
147,263.1541567532238,2025-11-15 17:38:37.149650,2025-11-15 17:41:12.491720,0 days 00:02:35.342070,absolute_error,9,21,20,10,634,True,COMPLETE
148,211.1484908902691,2025-11-15 17:41:12.544857,2025-11-15 17:42:10.676918,0 days 00:00:58.132061,absolute_error,10,3,19,11,750,True,COMPLETE
149,211.33200638077702,2025-11-15 17:42:10.734147,2025-11-15 17:43:07.849785,0 days 00:00:57.115638,absolute_error,10,3,19,11,722,True,COMPLETE
150,212.90042442335684,2025-11-15 17:43:07.876710,2025-11-15 17:43:55.089301,0 days 00:00:47.212591,absolute_error,10,3,19,10,609,True,COMPLETE
151,210.63700686308243,2025-11-15 17:43:55.179511,2025-11-15 17:44:52.863391,0 days 00:00:57.683880,absolute_error,10,3,19,11,735,True,COMPLETE
152,208.33577010633195,2025-11-15 17:44:52.934148,2025-11-15 17:45:50.303186,0 days 00:00:57.369038,absolute_error,10,3,20,11,732,True,COMPLETE
153,207.50673471291861,2025-11-15 17:45:50.329985,2025-11-15 17:46:45.716221,0 days 00:00:55.386236,absolute_error,9,3,20,10,699,True,COMPLETE
154,207.68224415853302,2025-11-15 17:46:45.746426,2025-11-15 17:47:40.045280,0 days 00:00:54.298854,absolute_error,9,3,20,11,690,True,COMPLETE
155,207.7257474806692,2025-11-15 17:47:40.113345,2025-11-15 17:48:33.298051,0 days 00:00:53.184706,absolute_error,9,3,20,12,672,True,COMPLETE
156,212.50455122970757,2025-11-15 17:48:33.310730,2025-11-15 17:49:13.256151,0 days 00:00:39.945421,absolute_error,9,2,20,10,602,True,COMPLETE
157,208.2845400901636,2025-11-15 17:49:13.333086,2025-11-15 17:50:07.026677,0 days 00:00:53.693591,absolute_error,10,3,20,12,669,True,COMPLETE
158,208.18585256716528,2025-11-15 17:50:07.134874,2025-11-15 17:51:01.021044,0 days 00:00:53.886170,absolute_error,10,3,20,12,676,True,COMPLETE
159,208.51026896543289,2025-11-15 17:51:01.033892,2025-11-15 17:51:52.067441,0 days 00:00:51.033549,absolute_error,10,3,20,12,653,True,COMPLETE
160,214.02118823060658,2025-11-15 17:51:52.080370,2025-11-15 17:52:39.279946,0 days 00:00:47.199576,absolute_error,11,2,20,12,677,True,COMPLETE
161,208.51036218069356,2025-11-15 17:52:39.293180,2025-11-15 17:53:27.714924,0 days 00:00:48.421744,absolute_error,10,3,20,12,653,True,COMPLETE
162,210.0155092206823,2025-11-15 17:53:27.769568,2025-11-15 17:54:13.211323,0 days 00:00:45.441755,absolute_error,10,3,20,12,591,True,COMPLETE
163,236.30767603356745,2025-11-15 17:54:13.264782,2025-11-15 17:54:47.835667,0 days 00:00:34.570885,absolute_error,11,1,20,12,590,True,COMPLETE
164,208.71272506425595,2025-11-15 17:54:47.921581,2025-11-15 17:55:39.376238,0 days 00:00:51.454657,absolute_error,10,3,20,12,658,True,COMPLETE
165,208.56356848215555,2025-11-15 17:55:39.465371,2025-11-15 17:56:28.403526,0 days 00:00:48.938155,absolute_error,10,3,20,13,655,True,COMPLETE
166,208.83212763231137,2025-11-15 17:56:28.455913,2025-11-15 17:57:16.481384,0 days 00:00:48.025471,absolute_error,11,3,20,12,644,True,COMPLETE
167,214.84464221071198,2025-11-15 17:57:16.571247,2025-11-15 17:57:58.936449,0 days 00:00:42.365202,absolute_error,11,2,20,13,652,True,COMPLETE
168,235.14298918950135,2025-11-15 17:57:58.967639,2025-11-15 17:58:38.732703,0 days 00:00:39.765064,absolute_error,10,1,20,12,676,True,COMPLETE
169,227.29447473359264,2025-11-15 17:58:38.769753,2025-11-15 17:59:06.745114,0 days 00:00:27.975361,squared_error,10,2,20,10,639,True,COMPLETE
170,208.21019810355978,2025-11-15 17:59:06.943292,2025-11-15 17:59:52.468478,0 days 00:00:45.525186,absolute_error,11,3,20,14,590,True,COMPLETE
171,208.13161253379002,2025-11-15 17:59:52.524494,2025-11-15 18:00:39.532711,0 days 00:00:47.008217,absolute_error,11,3,20,14,602,True,COMPLETE
172,215.4527262095497,2025-11-15 18:00:39.556405,2025-11-15 18:01:24.592639,0 days 00:00:45.036234,absolute_error,12,3,20,14,566,True,COMPLETE
