number,value,datetime_start,datetime_complete,duration,params_criterion,params_lags,params_lags_past_covariates,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_usar_max_depth,state
173,208.06055885322644,2025-11-15 18:01:24.711769,2025-11-15 18:02:10.176689,0 days 00:00:45.464920,absolute_error,11,3,20,14,580,True,COMPLETE
174,222.8955098343685,2025-11-15 18:02:10.190404,2025-11-15 18:02:16.920613,0 days 00:00:06.730209,absolute_error,10,2,20,15,12,True,COMPLETE
175,207.87757873754998,2025-11-15 18:02:17.047465,2025-11-15 18:02:55.416867,0 days 00:00:38.369402,absolute_error,11,3,20,14,489,True,COMPLETE
176,202.51034443041428,2025-11-15 18:02:55.504189,2025-11-15 18:03:37.985813,0 days 00:00:42.481624,absolute_error,11,4,20,15,468,True,COMPLETE
177,262.9930838897161,2025-11-15 18:03:37.999420,2025-11-15 18:04:21.802380,0 days 00:00:43.802960,absolute_error,30,4,20,15,469,True,COMPLETE
178,208.3404278950863,2025-11-15 18:04:21.815222,2025-11-15 18:05:12.608485,0 days 00:00:50.793263,absolute_error,12,4,20,14,572,True,COMPLETE
179,202.99490313366726,2025-11-15 18:05:12.621969,2025-11-15 18:05:56.744911,0 days 00:00:44.122942,absolute_error,11,4,20,15,493,True,COMPLETE
180,218.48359081643042,2025-11-15 18:05:56.758534,2025-11-15 18:06:35.579308,0 days 00:00:38.820774,absolute_error,13,4,20,14,427,True,COMPLETE
181,207.74290902491072,2025-11-15 18:06:35.593604,2025-11-15 18:07:16.750444,0 days 00:00:41.156840,absolute_error,12,4,20,14,484,True,COMPLETE
182,207.69244598537216,2025-11-15 18:07:16.833450,2025-11-15 18:07:59.599517,0 days 00:00:42.766067,absolute_error,12,4,20,15,486,True,COMPLETE
183,208.07012066878778,2025-11-15 18:07:59.647594,2025-11-15 18:08:41.200456,0 days 00:00:41.552862,absolute_error,12,4,20,15,478,True,COMPLETE
184,219.37245223367827,2025-11-15 18:08:41.324110,2025-11-15 18:09:23.640315,0 days 00:00:42.316205,absolute_error,13,4,19,15,484,True,COMPLETE
185,207.65173539176294,2025-11-15 18:09:23.712366,2025-11-15 18:10:03.030679,0 days 00:00:39.318313,absolute_error,12,4,20,17,445,True,COMPLETE
186,207.88305508403738,2025-11-15 18:10:03.072712,2025-11-15 18:10:41.663128,0 days 00:00:38.590416,absolute_error,12,4,19,16,414,True,COMPLETE
187,208.0875118451771,2025-11-15 18:10:41.704609,2025-11-15 18:11:20.400583,0 days 00:00:38.695974,absolute_error,12,4,19,17,412,True,COMPLETE
188,217.73051348165058,2025-11-15 18:11:20.479408,2025-11-15 18:11:56.067788,0 days 00:00:35.588380,absolute_error,13,4,19,16,356,True,COMPLETE
189,208.19522625383038,2025-11-15 18:11:56.136767,2025-11-15 18:12:35.067296,0 days 00:00:38.930529,absolute_error,12,4,19,17,419,True,COMPLETE
190,208.27338429686256,2025-11-15 18:12:35.127232,2025-11-15 18:13:12.243354,0 days 00:00:37.116122,absolute_error,12,4,19,17,390,True,COMPLETE
191,218.58369919942123,2025-11-15 18:13:12.257358,2025-11-15 18:13:52.115939,0 days 00:00:39.858581,absolute_error,13,4,20,15,444,True,COMPLETE
192,227.3505988632042,2025-11-15 18:13:52.170065,2025-11-15 18:14:14.145071,0 days 00:00:21.975006,absolute_error,12,2,19,16,308,True,COMPLETE
193,201.8969696546926,2025-11-15 18:14:14.183676,2025-11-15 18:14:55.579898,0 days 00:00:41.396222,absolute_error,11,4,20,19,477,True,COMPLETE
194,254.18960476690455,2025-11-15 18:14:55.605071,2025-11-15 18:15:40.721101,0 days 00:00:45.116030,absolute_error,14,4,19,17,491,True,COMPLETE
195,207.4749859149123,2025-11-15 18:15:40.746365,2025-11-15 18:16:20.803310,0 days 00:00:40.056945,absolute_error,12,4,20,18,452,True,COMPLETE
196,228.91304846485326,2025-11-15 18:16:20.833222,2025-11-15 18:16:42.979368,0 days 00:00:22.146146,squared_error,12,4,20,18,441,True,COMPLETE
197,228.89723714802375,2025-11-15 18:16:43.007220,2025-11-15 18:17:32.143339,0 days 00:00:49.136119,absolute_error,13,4,5,18,395,True,COMPLETE
198,254.5386276399312,2025-11-15 18:17:32.165158,2025-11-15 18:18:16.264060,0 days 00:00:44.098902,absolute_error,14,4,19,19,494,True,COMPLETE
199,264.58140744636466,2025-11-15 18:18:16.313756,2025-11-15 18:20:27.137886,0 days 00:02:10.824130,absolute_error,11,26,20,16,453,True,COMPLETE
200,221.3527248610181,2025-11-15 18:20:27.245747,2025-11-15 18:20:53.659432,0 days 00:00:26.413685,absolute_error,12,2,20,17,343,True,COMPLETE
201,202.97205415277827,2025-11-15 18:20:53.748585,2025-11-15 18:21:38.196283,0 days 00:00:44.447698,absolute_error,11,4,20,15,497,True,COMPLETE
202,270.05773220669096,2025-11-15 18:21:38.209209,2025-11-15 18:23:07.838224,0 days 00:01:29.629015,absolute_error,11,12,20,15,523,True,COMPLETE
203,218.73729704406097,2025-11-15 18:23:07.920611,2025-11-15 18:23:46.129161,0 days 00:00:38.208550,absolute_error,13,4,19,15,402,True,COMPLETE
204,208.25583445195247,2025-11-15 18:23:46.162790,2025-11-15 18:24:27.093082,0 days 00:00:40.930292,absolute_error,12,4,20,18,468,True,COMPLETE
205,203.59237578921994,2025-11-15 18:24:27.154507,2025-11-15 18:25:15.783929,0 days 00:00:48.629422,absolute_error,11,4,19,16,519,True,COMPLETE
206,208.2549746578473,2025-11-15 18:25:15.866343,2025-11-15 18:26:01.082752,0 days 00:00:45.216409,absolute_error,11,3,20,16,528,True,COMPLETE
207,202.18886359703538,2025-11-15 18:26:01.201025,2025-11-15 18:26:43.578843,0 days 00:00:42.377818,absolute_error,11,4,19,16,482,True,COMPLETE
208,212.12065875608855,2025-11-15 18:26:43.621061,2025-11-15 18:27:26.865071,0 days 00:00:43.244010,absolute_error,11,3,19,16,519,True,COMPLETE
209,203.56578540146677,2025-11-15 18:27:26.900444,2025-11-15 18:28:03.398320,0 days 00:00:36.497876,absolute_error,11,4,19,20,373,True,COMPLETE
210,255.58616446878605,2025-11-15 18:28:03.414310,2025-11-15 18:28:45.136371,0 days 00:00:41.722061,absolute_error,18,4,19,21,435,True,COMPLETE
211,206.503332619817,2025-11-15 18:28:45.246430,2025-11-15 18:29:17.349163,0 days 00:00:32.102733,absolute_error,11,3,19,19,371,True,COMPLETE
212,264.61777019785893,2025-11-15 18:29:17.382049,2025-11-15 18:31:24.666777,0 days 00:02:07.284728,absolute_error,11,29,19,20,385,True,COMPLETE
213,203.48128899876923,2025-11-15 18:31:24.708285,2025-11-15 18:32:00.725056,0 days 00:00:36.016771,absolute_error,11,4,19,19,372,True,COMPLETE
214,210.20692277481197,2025-11-15 18:32:00.737718,2025-11-15 18:32:22.341492,0 days 00:00:21.603774,absolute_error,11,2,19,19,305,True,COMPLETE
215,238.00340586924057,2025-11-15 18:32:22.402728,2025-11-15 18:32:30.853515,0 days 00:00:08.450787,absolute_error,11,3,20,19,41,True,COMPLETE
216,207.64263243826537,2025-11-15 18:32:30.950091,2025-11-15 18:33:05.047880,0 days 00:00:34.097789,absolute_error,11,4,20,20,347,True,COMPLETE
217,264.68377139229466,2025-11-15 18:33:05.145596,2025-11-15 18:33:42.425383,0 days 00:00:37.279787,absolute_error,23,4,19,23,362,True,COMPLETE
218,209.18280068000567,2025-11-15 18:33:42.527421,2025-11-15 18:34:19.595908,0 days 00:00:37.068487,absolute_error,11,5,20,20,333,True,COMPLETE
219,206.32618015557733,2025-11-15 18:34:19.639868,2025-11-15 18:34:46.902618,0 days 00:00:27.262750,absolute_error,12,4,19,21,283,True,COMPLETE
220,214.58885219750914,2025-11-15 18:34:46.918459,2025-11-15 18:35:25.535680,0 days 00:00:38.617221,absolute_error,10,5,19,19,361,True,COMPLETE
221,207.4682899164588,2025-11-15 18:35:25.572374,2025-11-15 18:35:55.071211,0 days 00:00:29.498837,absolute_error,12,4,20,21,318,True,COMPLETE
222,206.34658725757382,2025-11-15 18:35:55.158443,2025-11-15 18:36:21.192751,0 days 00:00:26.034308,absolute_error,12,4,19,22,280,True,COMPLETE
223,206.23662402106396,2025-11-15 18:36:21.206328,2025-11-15 18:36:47.159877,0 days 00:00:25.953549,absolute_error,12,4,19,21,276,True,COMPLETE
224,211.15506997035413,2025-11-15 18:36:47.246231,2025-11-15 18:37:15.250763,0 days 00:00:28.004532,absolute_error,12,5,19,23,258,True,COMPLETE
225,218.67684681356255,2025-11-15 18:37:15.320367,2025-11-15 18:37:42.253330,0 days 00:00:26.932963,absolute_error,13,4,19,18,287,True,COMPLETE
226,210.94235670262734,2025-11-15 18:37:42.369380,2025-11-15 18:38:10.209727,0 days 00:00:27.840347,absolute_error,11,5,19,22,259,True,COMPLETE
227,206.98572792910932,2025-11-15 18:38:10.299624,2025-11-15 18:38:32.081194,0 days 00:00:21.781570,absolute_error,12,3,18,21,226,True,COMPLETE
228,231.39754421768708,2025-11-15 18:38:32.094182,2025-11-15 18:38:58.861130,0 days 00:00:26.766948,absolute_error,13,4,9,22,225,True,COMPLETE
229,229.09145882160192,2025-11-15 18:38:58.922025,2025-11-15 18:39:12.265297,0 days 00:00:13.343272,squared_error,12,3,18,21,196,True,COMPLETE
230,214.76462685384712,2025-11-15 18:39:12.313990,2025-11-15 18:39:39.707892,0 days 00:00:27.393902,absolute_error,13,4,17,20,280,True,COMPLETE
231,211.79424114074976,2025-11-15 18:39:39.754683,2025-11-15 18:40:06.050499,0 days 00:00:26.295816,absolute_error,11,3,18,20,320,True,COMPLETE
232,203.3845022591416,2025-11-15 18:40:06.115110,2025-11-15 18:40:33.784090,0 days 00:00:27.668980,absolute_error,11,4,19,21,304,True,COMPLETE
233,206.9029132399969,2025-11-15 18:40:33.821523,2025-11-15 18:41:00.874991,0 days 00:00:27.053468,absolute_error,12,4,19,21,298,True,COMPLETE
234,211.84075373938396,2025-11-15 18:41:00.907995,2025-11-15 18:41:32.518358,0 days 00:00:31.610363,absolute_error,11,5,18,22,308,True,COMPLETE
235,204.9446914417941,2025-11-15 18:41:32.531887,2025-11-15 18:41:57.787739,0 days 00:00:25.255852,absolute_error,12,4,19,21,255,True,COMPLETE
236,211.2258459216136,2025-11-15 18:41:57.803506,2025-11-15 18:42:24.619399,0 days 00:00:26.815893,absolute_error,12,5,19,21,246,True,COMPLETE
237,257.2722531120199,2025-11-15 18:42:24.717888,2025-11-15 18:42:51.107942,0 days 00:00:26.390054,absolute_error,14,4,18,22,276,True,COMPLETE
238,220.06373282635923,2025-11-15 18:42:51.131606,2025-11-15 18:43:14.519572,0 days 00:00:23.387966,absolute_error,13,3,19,25,277,True,COMPLETE
239,205.86238952197544,2025-11-15 18:43:14.582070,2025-11-15 18:43:38.402611,0 days 00:00:23.820541,absolute_error,12,4,19,21,229,True,COMPLETE
240,280.6904075922233,2025-11-15 18:43:38.446837,2025-11-15 18:44:04.897018,0 days 00:00:26.450181,absolute_error,12,6,18,21,202,True,COMPLETE
241,208.50618649080852,2025-11-15 18:44:04.947239,2025-11-15 18:44:23.495620,0 days 00:00:18.548381,absolute_error,12,4,19,24,177,True,COMPLETE
242,202.88681293692662,2025-11-15 18:44:23.508328,2025-11-15 18:44:47.305648,0 days 00:00:23.797320,absolute_error,11,4,19,20,239,True,COMPLETE
243,207.84474782045322,2025-11-15 18:44:47.326623,2025-11-15 18:45:17.088083,0 days 00:00:29.761460,absolute_error,12,4,19,20,315,True,COMPLETE
244,210.14364846519658,2025-11-15 18:45:17.102653,2025-11-15 18:45:42.123470,0 days 00:00:25.020817,absolute_error,11,5,19,21,217,True,COMPLETE
245,205.95842624931566,2025-11-15 18:45:42.211413,2025-11-15 18:46:06.474609,0 days 00:00:24.263196,absolute_error,12,4,18,22,235,True,COMPLETE
246,209.8316888003623,2025-11-15 18:46:06.504539,2025-11-15 18:46:31.287462,0 days 00:00:24.782923,absolute_error,11,4,17,22,241,True,COMPLETE
247,219.81041546509906,2025-11-15 18:46:31.346660,2025-11-15 18:46:59.682319,0 days 00:00:28.335659,absolute_error,13,5,18,23,240,True,COMPLETE
248,204.73482261837543,2025-11-15 18:46:59.770186,2025-11-15 18:47:26.003184,0 days 00:00:26.232998,absolute_error,12,4,18,21,275,True,COMPLETE
249,210.39304481091494,2025-11-15 18:47:26.066579,2025-11-15 18:47:48.749922,0 days 00:00:22.683343,absolute_error,11,3,17,20,263,True,COMPLETE
250,210.0548048714198,2025-11-15 18:47:48.765899,2025-11-15 18:48:14.715723,0 days 00:00:25.949824,absolute_error,10,5,18,21,222,True,COMPLETE
251,214.70152296300824,2025-11-15 18:48:14.819614,2025-11-15 18:48:35.062651,0 days 00:00:20.243037,absolute_error,13,4,18,19,174,True,COMPLETE
252,212.82312761717958,2025-11-15 18:48:35.119860,2025-11-15 18:48:58.794940,0 days 00:00:23.675080,absolute_error,11,3,18,27,285,True,COMPLETE
253,204.96817368081742,2025-11-15 18:48:58.808802,2025-11-15 18:49:23.588882,0 days 00:00:24.780080,absolute_error,12,4,19,24,256,True,COMPLETE
254,258.1180248077492,2025-11-15 18:49:23.658534,2025-11-15 18:49:51.816811,0 days 00:00:28.158277,absolute_error,28,5,18,24,240,True,COMPLETE
255,205.06090645153614,2025-11-15 18:49:51.856760,2025-11-15 18:50:17.758861,0 days 00:00:25.902101,absolute_error,12,4,19,22,261,True,COMPLETE
256,282.5707182680165,2025-11-15 18:50:17.771235,2025-11-15 18:50:50.316348,0 days 00:00:32.545113,absolute_error,12,6,19,22,293,True,COMPLETE
257,218.6537557866332,2025-11-15 18:50:50.329296,2025-11-15 18:51:15.461458,0 days 00:00:25.132162,absolute_error,13,4,19,23,267,True,COMPLETE
258,210.32112518920607,2025-11-15 18:51:15.550991,2025-11-15 18:51:39.794537,0 days 00:00:24.243546,absolute_error,11,5,19,22,204,True,COMPLETE
259,206.43230853736623,2025-11-15 18:51:39.866431,2025-11-15 18:52:06.753568,0 days 00:00:26.887137,absolute_error,12,4,19,24,273,True,COMPLETE
260,241.120204484956,2025-11-15 18:52:06.765932,2025-11-15 18:52:33.429718,0 days 00:00:26.663786,absolute_error,15,5,19,24,242,True,COMPLETE
261,204.52044898994959,2025-11-15 18:52:33.523841,2025-11-15 18:52:58.726716,0 days 00:00:25.202875,absolute_error,11,4,19,28,257,True,COMPLETE
262,204.21150962391647,2025-11-15 18:52:58.744556,2025-11-15 18:53:23.827818,0 days 00:00:25.083262,absolute_error,11,4,19,33,260,True,COMPLETE
263,228.63325100036369,2025-11-15 18:53:23.957344,2025-11-15 18:53:38.663842,0 days 00:00:14.706498,squared_error,12,4,18,29,244,True,COMPLETE
264,209.86881945723326,2025-11-15 18:53:38.742476,2025-11-15 18:54:06.901892,0 days 00:00:28.159416,absolute_error,11,5,19,35,265,True,COMPLETE
265,282.26368305304464,2025-11-15 18:54:06.914611,2025-11-15 18:54:36.979050,0 days 00:00:30.064439,absolute_error,12,6,19,31,256,True,COMPLETE
266,204.67724798770436,2025-11-15 18:54:37.130739,2025-11-15 18:55:03.469655,0 days 00:00:26.338916,absolute_error,10,4,17,29,280,True,COMPLETE
267,212.1141375292773,2025-11-15 18:55:03.483148,2025-11-15 18:55:29.007189,0 days 00:00:25.524041,absolute_error,10,5,17,33,222,True,COMPLETE
268,205.71734381443943,2025-11-15 18:55:29.063171,2025-11-15 18:55:55.703320,0 days 00:00:26.640149,absolute_error,10,4,17,22,284,True,COMPLETE
269,205.84611438923403,2025-11-15 18:55:55.729416,2025-11-15 18:56:23.525797,0 days 00:00:27.796381,absolute_error,10,4,17,29,300,True,COMPLETE
270,269.3819421029281,2025-11-15 18:56:23.575953,2025-11-15 18:57:25.479929,0 days 00:01:01.903976,absolute_error,10,15,17,29,300,True,COMPLETE
271,212.30451117205774,2025-11-15 18:57:25.493350,2025-11-15 18:57:50.394434,0 days 00:00:24.901084,absolute_error,10,5,17,28,209,True,COMPLETE
272,206.02044988637408,2025-11-15 18:57:50.415571,2025-11-15 18:58:19.989275,0 days 00:00:29.573704,absolute_error,10,4,17,26,319,True,COMPLETE
273,206.17961179449975,2025-11-15 18:58:20.020024,2025-11-15 18:58:50.640499,0 days 00:00:30.620475,absolute_error,10,4,17,28,329,True,COMPLETE
274,213.80956194116442,2025-11-15 18:58:50.653434,2025-11-15 18:59:24.141918,0 days 00:00:33.488484,absolute_error,10,5,17,26,325,True,COMPLETE
275,269.25843825424715,2025-11-15 18:59:24.209013,2025-11-15 19:00:46.986823,0 days 00:01:22.777810,absolute_error,10,18,17,26,343,True,COMPLETE
276,276.16704845507627,2025-11-15 19:00:47.119597,2025-11-15 19:01:17.583741,0 days 00:00:30.464144,absolute_error,10,6,17,29,248,True,COMPLETE
277,265.53256143036924,2025-11-15 19:01:17.626435,2025-11-15 19:02:47.372623,0 days 00:01:29.746188,absolute_error,11,23,16,26,306,True,COMPLETE
278,213.23854384475902,2025-11-15 19:02:47.427848,2025-11-15 19:03:09.139883,0 days 00:00:21.712035,absolute_error,11,3,17,28,230,True,COMPLETE
279,205.79788257728154,2025-11-15 19:03:09.206338,2025-11-15 19:03:26.126294,0 days 00:00:16.919956,absolute_error,10,4,18,25,161,True,COMPLETE
280,254.90893354833574,2025-11-15 19:03:26.139857,2025-11-15 19:03:42.109022,0 days 00:00:15.969165,absolute_error,20,4,18,32,156,True,COMPLETE
281,220.43127836837076,2025-11-15 19:03:42.124751,2025-11-15 19:03:55.194648,0 days 00:00:13.069897,absolute_error,11,5,18,35,104,True,COMPLETE
282,225.56821259350968,2025-11-15 19:03:55.222723,2025-11-15 19:04:34.828878,0 days 00:00:39.606155,absolute_error,10,5,3,23,253,True,COMPLETE
283,211.90811187288847,2025-11-15 19:04:34.872367,2025-11-15 19:04:49.730921,0 days 00:00:14.858554,absolute_error,11,3,18,31,161,True,COMPLETE
284,204.36910427367516,2025-11-15 19:04:49.781602,2025-11-15 19:05:13.933267,0 days 00:00:24.151665,absolute_error,10,4,18,23,213,True,COMPLETE
285,257.73444282474895,2025-11-15 19:05:14.049552,2025-11-15 19:05:58.148940,0 days 00:00:44.099388,absolute_error,9,19,7,25,126,True,COMPLETE
286,206.1824072356215,2025-11-15 19:05:58.223743,2025-11-15 19:06:19.527416,0 days 00:00:21.303673,absolute_error,10,3,17,30,220,True,COMPLETE
287,208.11346145314315,2025-11-15 19:06:19.607744,2025-11-15 19:06:45.173972,0 days 00:00:25.566228,absolute_error,10,4,18,25,260,True,COMPLETE
288,218.16989650273814,2025-11-15 19:06:45.242298,2025-11-15 19:07:05.513959,0 days 00:00:20.271661,absolute_error,11,3,17,27,198,True,COMPLETE
289,210.97751687517712,2025-11-15 19:07:05.526980,2025-11-15 19:07:29.095501,0 days 00:00:23.568521,absolute_error,10,5,18,32,191,True,COMPLETE
290,227.80021574308972,2025-11-15 19:07:29.109556,2025-11-15 19:07:43.898305,0 days 00:00:14.788749,squared_error,9,4,18,19,295,True,COMPLETE
291,212.1731425822013,2025-11-15 19:07:43.974406,2025-11-15 19:08:23.575184,0 days 00:00:39.600778,absolute_error,11,5,18,24,355,True,COMPLETE
292,214.06153871105457,2025-11-15 19:08:23.603537,2025-11-15 19:08:47.117644,0 days 00:00:23.514107,absolute_error,11,4,16,30,212,True,COMPLETE
293,274.5334371373967,2025-11-15 19:08:47.222338,2025-11-15 19:08:55.647347,0 days 00:00:08.425009,absolute_error,10,6,17,23,26,True,COMPLETE
294,223.26532315008058,2025-11-15 19:08:55.691331,2025-11-15 19:09:08.719441,0 days 00:00:13.028110,absolute_error,10,3,19,20,142,True,COMPLETE
295,220.16414660486618,2025-11-15 19:09:08.765206,2025-11-15 19:09:37.228856,0 days 00:00:28.463650,absolute_error,9,2,18,23,380,True,COMPLETE
296,203.78436113575864,2025-11-15 19:09:37.266414,2025-11-15 19:10:02.006617,0 days 00:00:24.740203,absolute_error,11,4,19,20,265,True,COMPLETE
297,213.93554017949228,2025-11-15 19:10:02.119614,2025-11-15 19:10:31.170266,0 days 00:00:29.050652,absolute_error,11,5,17,20,271,True,COMPLETE
298,221.2692780483977,2025-11-15 19:10:31.183008,2025-11-15 19:11:00.214274,0 days 00:00:29.031266,absolute_error,11,3,6,19,294,True,COMPLETE
299,219.44460565294244,2025-11-15 19:11:00.252038,2025-11-15 19:11:24.632230,0 days 00:00:24.380192,absolute_error,9,4,19,34,254,True,COMPLETE
300,213.75845647554738,2025-11-15 19:11:24.646692,2025-11-15 19:12:08.078523,0 days 00:00:43.431831,absolute_error,10,5,16,19,413,True,COMPLETE
301,204.53919265159112,2025-11-15 19:12:08.166539,2025-11-15 19:12:41.095767,0 days 00:00:32.929228,absolute_error,11,4,18,28,338,True,COMPLETE
302,214.55660311900292,2025-11-15 19:12:41.122682,2025-11-15 19:13:12.603594,0 days 00:00:31.480912,absolute_error,11,3,18,18,344,True,COMPLETE
303,204.9039560086519,2025-11-15 19:13:12.616377,2025-11-15 19:13:49.117009,0 days 00:00:36.500632,absolute_error,11,4,18,22,377,True,COMPLETE
304,279.48172208656325,2025-11-15 19:13:49.130060,2025-11-15 19:14:52.660543,0 days 00:01:03.530483,absolute_error,11,11,19,20,379,True,COMPLETE
305,279.2720481708151,2025-11-15 19:14:52.772062,2025-11-15 19:15:39.072887,0 days 00:00:46.300825,absolute_error,11,6,19,22,409,True,COMPLETE
306,209.58014871285573,2025-11-15 19:15:39.108975,2025-11-15 19:16:05.691431,0 days 00:00:26.582456,absolute_error,11,3,18,39,327,True,COMPLETE
307,292.3160517600923,2025-11-15 19:16:05.759953,2025-11-15 19:16:26.433706,0 days 00:00:20.673753,squared_error,1,5,19,20,360,True,COMPLETE
308,211.997055855775,2025-11-15 19:16:26.465967,2025-11-15 19:16:46.940781,0 days 00:00:20.474814,absolute_error,11,2,19,22,277,True,COMPLETE
309,224.97527334412024,2025-11-15 19:16:46.973991,2025-11-15 19:17:21.757410,0 days 00:00:34.783419,absolute_error,11,4,18,89,425,True,COMPLETE
310,203.38617371849926,2025-11-15 19:17:21.827374,2025-11-15 19:17:57.311450,0 days 00:00:35.484076,absolute_error,8,4,19,19,374,True,COMPLETE
311,212.9386059043183,2025-11-15 19:17:57.331121,2025-11-15 19:18:37.311907,0 days 00:00:39.980786,absolute_error,8,5,19,17,384,True,COMPLETE
312,208.06537199860176,2025-11-15 19:18:37.343614,2025-11-15 19:19:12.513129,0 days 00:00:35.169515,absolute_error,8,3,19,19,462,True,COMPLETE
313,202.8164405762305,2025-11-15 19:19:12.539271,2025-11-15 19:19:45.360855,0 days 00:00:32.821584,absolute_error,8,4,19,18,340,True,COMPLETE
314,217.36727111515847,2025-11-15 19:19:45.490353,2025-11-15 19:20:15.863667,0 days 00:00:30.373314,absolute_error,11,3,19,20,342,True,COMPLETE
315,227.98875497494578,2025-11-15 19:20:15.890900,2025-11-15 19:20:44.350584,0 days 00:00:28.459684,absolute_error,12,2,19,18,377,True,COMPLETE
316,215.45334442472645,2025-11-15 19:20:44.505615,2025-11-15 19:21:18.376565,0 days 00:00:33.870950,absolute_error,8,4,10,18,330,True,COMPLETE
317,212.81852683631368,2025-11-15 19:21:18.442613,2025-11-15 19:22:00.278016,0 days 00:00:41.835403,absolute_error,8,5,19,19,411,True,COMPLETE
318,203.865044191752,2025-11-15 19:22:00.294158,2025-11-15 19:22:50.304630,0 days 00:00:50.010472,absolute_error,11,4,19,17,536,True,COMPLETE
319,210.16631815505562,2025-11-15 19:22:50.343618,2025-11-15 19:23:46.547490,0 days 00:00:56.203872,absolute_error,11,5,19,18,535,True,COMPLETE
320,218.94058294001107,2025-11-15 19:23:46.717062,2025-11-15 19:24:28.997960,0 days 00:00:42.280898,absolute_error,13,4,19,17,451,True,COMPLETE
321,208.35975131205163,2025-11-15 19:24:29.012085,2025-11-15 19:25:18.493274,0 days 00:00:49.481189,absolute_error,12,4,20,18,516,True,COMPLETE
322,209.79858910246517,2025-11-15 19:25:18.581055,2025-11-15 19:25:51.853863,0 days 00:00:33.272808,absolute_error,11,3,19,19,368,True,COMPLETE
323,207.84949989827,2025-11-15 19:25:51.937942,2025-11-15 19:26:21.791626,0 days 00:00:29.853684,absolute_error,12,4,19,17,314,True,COMPLETE
324,280.76022447548445,2025-11-15 19:26:21.857100,2025-11-15 19:27:10.404523,0 days 00:00:48.547423,absolute_error,11,6,20,16,434,True,COMPLETE
325,213.14956623922225,2025-11-15 19:27:10.468186,2025-11-15 19:27:42.982279,0 days 00:00:32.514093,absolute_error,11,3,18,20,343,True,COMPLETE
326,273.00313884183447,2025-11-15 19:27:43.082389,2025-11-15 19:29:24.950926,0 days 00:01:41.868537,absolute_error,12,14,19,16,495,True,COMPLETE
327,212.02537208588825,2025-11-15 19:29:24.996622,2025-11-15 19:30:07.515049,0 days 00:00:42.518427,absolute_error,10,5,20,27,402,True,COMPLETE
328,213.3898709872662,2025-11-15 19:30:07.580154,2025-11-15 19:30:35.811908,0 days 00:00:28.231754,absolute_error,10,4,19,21,302,True,COMPLETE
329,276.8727027716256,2025-11-15 19:30:35.829877,2025-11-15 19:31:09.596551,0 days 00:00:33.766674,absolute_error,13,6,18,18,254,True,COMPLETE
330,206.59416949974906,2025-11-15 19:31:09.647111,2025-11-15 19:31:32.340649,0 days 00:00:22.693538,absolute_error,12,3,19,17,267,True,COMPLETE
331,233.7854090655911,2025-11-15 19:31:32.444348,2025-11-15 19:32:01.681652,0 days 00:00:29.237304,squared_error,11,5,20,21,536,True,COMPLETE
332,225.33556737707391,2025-11-15 19:32:01.731387,2025-11-15 19:32:10.342452,0 days 00:00:08.611065,absolute_error,12,2,11,23,53,True,COMPLETE
333,204.94632836438922,2025-11-15 19:32:10.359139,2025-11-15 19:32:50.215608,0 days 00:00:39.856469,absolute_error,11,4,18,19,375,True,COMPLETE
334,207.0964459070764,2025-11-15 19:32:50.353916,2025-11-15 19:33:31.245242,0 days 00:00:40.891326,absolute_error,10,4,18,19,389,True,COMPLETE
335,209.49086612563934,2025-11-15 19:33:31.330074,2025-11-15 19:34:09.807470,0 days 00:00:38.477396,absolute_error,11,3,18,18,445,True,COMPLETE
336,212.09187994290346,2025-11-15 19:34:09.869849,2025-11-15 19:34:49.717601,0 days 00:00:39.847752,absolute_error,11,5,18,19,345,True,COMPLETE
337,206.81406484309414,2025-11-15 19:34:49.787653,2025-11-15 19:35:27.277325,0 days 00:00:37.489672,absolute_error,10,4,18,20,371,True,COMPLETE
338,210.89187567156745,2025-11-15 19:35:27.323491,2025-11-15 19:36:05.917626,0 days 00:00:38.594135,absolute_error,10,3,20,16,474,True,COMPLETE
339,201.48871026268802,2025-11-15 19:36:05.949667,2025-11-15 19:36:38.145103,0 days 00:00:32.195436,absolute_error,11,4,19,33,324,True,COMPLETE
340,210.03367202268433,2025-11-15 19:36:38.212834,2025-11-15 19:37:12.785412,0 days 00:00:34.572578,absolute_error,11,5,19,36,322,True,COMPLETE
341,204.77974849234118,2025-11-15 19:37:12.882492,2025-11-15 19:37:55.234113,0 days 00:00:42.351621,absolute_error,11,4,18,33,403,True,COMPLETE
342,208.38508416380455,2025-11-15 19:37:55.292655,2025-11-15 19:38:40.661950,0 days 00:00:45.369295,absolute_error,9,5,20,31,441,True,COMPLETE
343,211.50626635841144,2025-11-15 19:38:40.676164,2025-11-15 19:39:18.592587,0 days 00:00:37.916423,absolute_error,10,4,19,34,398,True,COMPLETE
344,213.22723317187456,2025-11-15 19:39:18.663205,2025-11-15 19:39:50.093456,0 days 00:00:31.430251,absolute_error,11,3,19,33,353,True,COMPLETE
345,259.69768118069874,2025-11-15 19:39:50.199012,2025-11-15 19:40:37.105667,0 days 00:00:46.906655,absolute_error,16,4,8,30,417,True,COMPLETE
346,217.19516415261756,2025-11-15 19:40:37.172834,2025-11-15 19:41:43.239356,0 days 00:01:06.066522,absolute_error,9,3,1,33,495,True,COMPLETE
