number,value,datetime_start,datetime_complete,duration,params_criterion,params_lags,params_lags_past_covariates,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_usar_max_depth,state
176,229.9550698742524,2025-11-15 16:17:50.922381,2025-11-15 16:17:58.322517,0 days 00:00:07.400136,poisson,8,13,5,30,16,True,COMPLETE
177,227.5432871258969,2025-11-15 16:17:58.386584,2025-11-15 16:18:23.038962,0 days 00:00:24.652378,poisson,10,7,3,37,323,True,COMPLETE
178,249.37152141425,2025-11-15 16:18:23.050925,2025-11-15 16:18:29.860820,0 days 00:00:06.809895,poisson,24,8,4,34,13,True,COMPLETE
179,253.96670541218265,2025-11-15 16:18:29.936083,2025-11-15 16:18:37.040745,0 days 00:00:07.104662,poisson,16,5,5,39,18,True,COMPLETE
180,244.41591336393466,2025-11-15 16:18:37.134993,2025-11-15 16:18:44.125962,0 days 00:00:06.990969,poisson,6,9,4,36,11,True,COMPLETE
181,216.77778378532986,2025-11-15 16:18:44.138480,2025-11-15 16:18:50.668163,0 days 00:00:06.529683,poisson,9,6,7,32,17,True,COMPLETE
182,208.61490931795043,2025-11-15 16:18:50.680002,2025-11-15 16:18:57.392488,0 days 00:00:06.712486,poisson,9,7,5,31,17,True,COMPLETE
183,225.6594768494634,2025-11-15 16:18:57.404869,2025-11-15 16:19:03.988512,0 days 00:00:06.583643,poisson,8,7,5,29,15,True,COMPLETE
184,227.06494514159198,2025-11-15 16:19:04.002296,2025-11-15 16:19:25.954381,0 days 00:00:21.952085,poisson,10,7,4,35,230,True,COMPLETE
185,222.74973836231214,2025-11-15 16:19:25.975128,2025-11-15 16:19:33.645682,0 days 00:00:07.670554,friedman_mse,9,8,4,42,20,True,COMPLETE
186,204.0903891607286,2025-11-15 16:19:33.690471,2025-11-15 16:19:40.469623,0 days 00:00:06.779152,poisson,7,5,3,31,13,True,COMPLETE
187,204.0903891607286,2025-11-15 16:19:40.494975,2025-11-15 16:19:48.054228,0 days 00:00:07.559253,poisson,7,5,3,31,13,True,COMPLETE
188,229.87980180946428,2025-11-15 16:19:48.069011,2025-11-15 16:19:55.321414,0 days 00:00:07.252403,poisson,7,7,3,29,13,True,COMPLETE
189,250.453644468951,2025-11-15 16:19:55.468266,2025-11-15 16:20:03.152347,0 days 00:00:07.684081,poisson,6,6,3,33,12,True,COMPLETE
190,222.47959173030813,2025-11-15 16:20:03.224039,2025-11-15 16:20:12.558431,0 days 00:00:09.334392,poisson,7,8,3,32,16,True,COMPLETE
191,223.00219032915828,2025-11-15 16:20:12.615771,2025-11-15 16:20:20.488956,0 days 00:00:07.873185,poisson,8,5,4,31,13,True,COMPLETE
192,246.58675114671686,2025-11-15 16:20:20.616245,2025-11-15 16:20:29.932428,0 days 00:00:09.316183,poisson,8,28,5,30,14,True,COMPLETE
193,208.18713545174873,2025-11-15 16:20:29.986985,2025-11-15 16:20:38.549752,0 days 00:00:08.562767,poisson,8,5,3,38,11,True,COMPLETE
194,242.01612264674128,2025-11-15 16:20:38.670007,2025-11-15 16:20:47.002646,0 days 00:00:08.332639,poisson,1,5,3,28,11,True,COMPLETE
195,215.54849165480428,2025-11-15 16:20:47.027750,2025-11-15 16:20:55.411163,0 days 00:00:08.383413,poisson,7,8,3,35,10,True,COMPLETE
196,217.6952224607412,2025-11-15 16:20:55.424943,2025-11-15 16:21:03.739013,0 days 00:00:08.314070,poisson,8,6,3,37,12,True,COMPLETE
197,258.82677974256524,2025-11-15 16:21:03.926178,2025-11-15 16:21:11.292148,0 days 00:00:07.365970,poisson,5,7,2,72,11,True,COMPLETE
198,218.45189562429195,2025-11-15 16:21:11.339475,2025-11-15 16:21:18.761360,0 days 00:00:07.421885,poisson,9,5,5,33,15,True,COMPLETE
199,217.3826600352313,2025-11-15 16:21:18.782467,2025-11-15 16:21:26.299784,0 days 00:00:07.517317,poisson,7,6,4,40,10,True,COMPLETE
200,263.50941601903133,2025-11-15 16:21:26.415746,2025-11-15 16:21:55.660823,0 days 00:00:29.245077,absolute_error,17,4,3,34,116,True,COMPLETE
201,214.1799845270636,2025-11-15 16:21:55.677501,2025-11-15 16:22:02.608830,0 days 00:00:06.931329,poisson,9,5,4,38,14,True,COMPLETE
202,248.05293067641392,2025-11-15 16:22:02.690601,2025-11-15 16:22:10.469491,0 days 00:00:07.778890,poisson,10,7,4,36,13,True,COMPLETE
203,216.7544657402384,2025-11-15 16:22:10.589636,2025-11-15 16:22:18.392904,0 days 00:00:07.803268,poisson,9,4,5,42,17,True,COMPLETE
204,249.1250681885569,2025-11-15 16:22:18.414143,2025-11-15 16:22:26.658031,0 days 00:00:08.243888,poisson,8,6,6,39,14,True,COMPLETE
205,224.94333097671557,2025-11-15 16:22:26.714242,2025-11-15 16:22:35.559348,0 days 00:00:08.845106,poisson,8,8,4,31,16,True,COMPLETE
206,256.1958841456828,2025-11-15 16:22:35.642207,2025-11-15 16:22:43.900133,0 days 00:00:08.257926,poisson,10,5,3,36,12,True,COMPLETE
207,230.54290110727123,2025-11-15 16:22:43.919584,2025-11-15 16:22:52.175694,0 days 00:00:08.256110,poisson,9,7,2,37,18,True,COMPLETE
208,229.73512838827665,2025-11-15 16:22:52.326584,2025-11-15 16:23:00.411947,0 days 00:00:08.085363,squared_error,7,6,4,47,15,True,COMPLETE
209,274.1938097342555,2025-11-15 16:23:00.431197,2025-11-15 16:23:08.355527,0 days 00:00:07.924330,poisson,8,10,5,31,11,True,COMPLETE
210,218.1235748430729,2025-11-15 16:23:08.441527,2025-11-15 16:23:17.325010,0 days 00:00:08.883483,poisson,9,7,3,40,13,True,COMPLETE
211,214.1799845270636,2025-11-15 16:23:17.382220,2025-11-15 16:23:25.621219,0 days 00:00:08.238999,poisson,9,5,4,38,14,True,COMPLETE
212,220.09310095132327,2025-11-15 16:23:25.667139,2025-11-15 16:23:33.578583,0 days 00:00:07.911444,poisson,8,5,4,34,16,True,COMPLETE
213,230.48851634053526,2025-11-15 16:23:33.592084,2025-11-15 16:23:44.249162,0 days 00:00:10.657078,poisson,9,4,4,91,134,True,COMPLETE
214,248.48647355310314,2025-11-15 16:23:44.291511,2025-11-15 16:23:51.982615,0 days 00:00:07.691104,poisson,10,6,5,38,14,True,COMPLETE
215,212.5476175105106,2025-11-15 16:23:51.995662,2025-11-15 16:23:59.354703,0 days 00:00:07.359041,poisson,8,5,3,43,12,True,COMPLETE
216,220.8801783164115,2025-11-15 16:23:59.524743,2025-11-15 16:24:06.871860,0 days 00:00:07.347117,poisson,8,4,3,43,12,True,COMPLETE
217,258.1372350847683,2025-11-15 16:24:06.946007,2025-11-15 16:24:15.364932,0 days 00:00:08.418925,poisson,6,8,2,41,19,True,COMPLETE
218,207.69494898639513,2025-11-15 16:24:15.378013,2025-11-15 16:24:23.249983,0 days 00:00:07.871970,poisson,7,9,3,33,11,True,COMPLETE
219,209.5047720677257,2025-11-15 16:24:23.329334,2025-11-15 16:24:31.035041,0 days 00:00:07.705707,poisson,7,9,3,30,10,True,COMPLETE
220,209.86041367664242,2025-11-15 16:24:31.088062,2025-11-15 16:24:38.943881,0 days 00:00:07.855819,poisson,7,9,3,29,10,True,COMPLETE
221,249.89045794267045,2025-11-15 16:24:38.987126,2025-11-15 16:24:52.639924,0 days 00:00:13.652798,poisson,6,9,3,29,82,True,COMPLETE
222,207.1370532354098,2025-11-15 16:24:52.677300,2025-11-15 16:25:00.615543,0 days 00:00:07.938243,poisson,7,9,3,28,11,True,COMPLETE
223,207.1370532354098,2025-11-15 16:25:00.631935,2025-11-15 16:25:09.021663,0 days 00:00:08.389728,poisson,7,9,3,28,11,True,COMPLETE
224,208.247862501944,2025-11-15 16:25:09.126751,2025-11-15 16:25:17.558603,0 days 00:00:08.431852,poisson,7,9,3,28,10,True,COMPLETE
225,243.10582846127346,2025-11-15 16:25:17.646116,2025-11-15 16:25:26.203797,0 days 00:00:08.557681,poisson,6,9,3,28,10,True,COMPLETE
226,269.8157508142055,2025-11-15 16:25:26.240953,2025-11-15 16:25:33.895838,0 days 00:00:07.654885,friedman_mse,7,10,3,30,10,True,COMPLETE
227,209.26884111647178,2025-11-15 16:25:33.961527,2025-11-15 16:25:41.655416,0 days 00:00:07.693889,poisson,7,9,3,33,10,True,COMPLETE
228,265.45768387568114,2025-11-15 16:25:41.686074,2025-11-15 16:25:49.729811,0 days 00:00:08.043737,poisson,6,10,3,32,10,True,COMPLETE
229,202.85211885756158,2025-11-15 16:25:49.768578,2025-11-15 16:25:57.766634,0 days 00:00:07.998056,poisson,7,9,2,28,10,True,COMPLETE
230,202.85211885756158,2025-11-15 16:25:57.800842,2025-11-15 16:26:05.270402,0 days 00:00:07.469560,poisson,7,9,2,28,10,True,COMPLETE
231,204.413966088924,2025-11-15 16:26:05.311744,2025-11-15 16:26:13.387283,0 days 00:00:08.075539,poisson,7,9,2,27,10,True,COMPLETE
232,234.20080183973533,2025-11-15 16:26:13.454992,2025-11-15 16:26:20.969264,0 days 00:00:07.514272,poisson,5,9,2,27,10,True,COMPLETE
233,212.9308015627543,2025-11-15 16:26:21.034800,2025-11-15 16:26:29.531231,0 days 00:00:08.496431,poisson,7,9,2,29,10,True,COMPLETE
234,274.3913209381036,2025-11-15 16:26:29.581684,2025-11-15 16:26:37.871043,0 days 00:00:08.289359,poisson,6,10,2,25,11,True,COMPLETE
235,232.17720920692372,2025-11-15 16:26:37.940781,2025-11-15 16:26:45.767092,0 days 00:00:07.826311,poisson,7,11,2,28,11,True,COMPLETE
236,204.413966088924,2025-11-15 16:26:45.830253,2025-11-15 16:26:54.157846,0 days 00:00:08.327593,poisson,7,9,2,27,10,True,COMPLETE
237,204.413966088924,2025-11-15 16:26:54.221567,2025-11-15 16:27:02.044213,0 days 00:00:07.822646,poisson,7,9,2,27,10,True,COMPLETE
238,239.18493542639152,2025-11-15 16:27:02.091559,2025-11-15 16:27:10.425943,0 days 00:00:08.334384,poisson,6,9,2,27,10,True,COMPLETE
239,251.52438861035807,2025-11-15 16:27:10.439767,2025-11-15 16:27:19.064191,0 days 00:00:08.624424,poisson,7,10,2,25,11,True,COMPLETE
240,202.85211885756158,2025-11-15 16:27:19.245196,2025-11-15 16:27:26.980611,0 days 00:00:07.735415,poisson,7,9,2,28,10,True,COMPLETE
241,202.7059111128355,2025-11-15 16:27:27.052661,2025-11-15 16:27:34.642215,0 days 00:00:07.589554,poisson,7,9,2,26,10,True,COMPLETE
242,202.85211885756155,2025-11-15 16:27:34.729837,2025-11-15 16:27:43.168810,0 days 00:00:08.438973,poisson,7,9,2,28,10,True,COMPLETE
243,230.83552937833005,2025-11-15 16:27:43.239330,2025-11-15 16:27:50.915799,0 days 00:00:07.676469,poisson,6,9,2,26,11,True,COMPLETE
244,273.46434465632495,2025-11-15 16:27:51.063381,2025-11-15 16:27:58.740308,0 days 00:00:07.676927,poisson,7,10,2,28,10,True,COMPLETE
245,251.84897694337837,2025-11-15 16:27:58.831321,2025-11-15 16:28:06.885678,0 days 00:00:08.054357,poisson,5,11,2,27,11,True,COMPLETE
246,235.7115655062542,2025-11-15 16:28:06.899106,2025-11-15 16:28:15.287813,0 days 00:00:08.388707,poisson,6,9,2,26,10,True,COMPLETE
247,261.2340436688598,2025-11-15 16:28:15.315927,2025-11-15 16:28:24.012507,0 days 00:00:08.696580,poisson,7,10,1,30,11,True,COMPLETE
248,239.33866807640015,2025-11-15 16:28:24.067149,2025-11-15 16:28:32.086318,0 days 00:00:08.019169,poisson,6,9,2,28,10,True,COMPLETE
249,246.7525913527466,2025-11-15 16:28:32.155947,2025-11-15 16:28:46.684524,0 days 00:00:14.528577,absolute_error,7,9,1,25,11,True,COMPLETE
250,251.8470649214092,2025-11-15 16:28:46.700792,2025-11-15 16:28:54.662458,0 days 00:00:07.961666,poisson,7,10,2,31,12,True,COMPLETE
251,211.4843822277208,2025-11-15 16:28:54.678047,2025-11-15 16:29:03.038722,0 days 00:00:08.360675,poisson,7,9,3,27,10,True,COMPLETE
252,244.05787283064524,2025-11-15 16:29:03.079715,2025-11-15 16:29:11.284951,0 days 00:00:08.205236,poisson,6,8,1,29,12,True,COMPLETE
253,259.8225844501517,2025-11-15 16:29:11.297910,2025-11-15 16:29:18.863057,0 days 00:00:07.565147,squared_error,7,10,2,26,11,True,COMPLETE
254,210.5018539848962,2025-11-15 16:29:19.098128,2025-11-15 16:29:27.136543,0 days 00:00:08.038415,poisson,7,9,2,30,10,True,COMPLETE
255,233.25476480217156,2025-11-15 16:29:27.149108,2025-11-15 16:29:35.730538,0 days 00:00:08.581430,poisson,6,11,3,28,12,True,COMPLETE
256,215.07646136558543,2025-11-15 16:29:35.744519,2025-11-15 16:29:43.230595,0 days 00:00:07.486076,poisson,7,8,3,31,11,True,COMPLETE
257,224.55355365970476,2025-11-15 16:29:43.243787,2025-11-15 16:29:52.112509,0 days 00:00:08.868722,poisson,7,8,1,27,10,True,COMPLETE
258,252.70008513001486,2025-11-15 16:29:52.126287,2025-11-15 16:30:01.005847,0 days 00:00:08.879560,poisson,5,10,2,30,11,True,COMPLETE
259,209.62268619228038,2025-11-15 16:30:01.023430,2025-11-15 16:30:08.850155,0 days 00:00:07.826725,poisson,8,9,3,24,12,True,COMPLETE
260,254.92433043679756,2025-11-15 16:30:08.984428,2025-11-15 16:30:15.924609,0 days 00:00:06.940181,poisson,6,8,2,29,10,True,COMPLETE
261,223.9513078519597,2025-11-15 16:30:15.988632,2025-11-15 16:30:22.995149,0 days 00:00:07.006517,poisson,7,12,3,28,11,True,COMPLETE
262,208.33113411888976,2025-11-15 16:30:23.016852,2025-11-15 16:30:30.314227,0 days 00:00:07.297375,poisson,8,9,2,32,12,True,COMPLETE
263,246.63154666270515,2025-11-15 16:30:30.326673,2025-11-15 16:30:37.336661,0 days 00:00:07.009988,friedman_mse,8,10,2,32,12,True,COMPLETE
264,225.69701986488053,2025-11-15 16:30:37.378035,2025-11-15 16:30:44.261832,0 days 00:00:06.883797,poisson,8,8,1,26,13,True,COMPLETE
265,206.58217780663963,2025-11-15 16:30:44.299071,2025-11-15 16:30:51.219520,0 days 00:00:06.920449,poisson,8,9,2,32,11,True,COMPLETE
266,222.37901245907997,2025-11-15 16:30:51.231714,2025-11-15 16:30:58.120822,0 days 00:00:06.889108,poisson,8,8,2,27,13,True,COMPLETE
267,213.04621678348036,2025-11-15 16:30:58.234693,2025-11-15 16:31:05.456114,0 days 00:00:07.221421,poisson,8,9,1,31,12,True,COMPLETE
268,262.5230704073444,2025-11-15 16:31:05.479654,2025-11-15 16:31:12.390015,0 days 00:00:06.910361,poisson,8,10,2,29,11,True,COMPLETE
269,224.1841272060039,2025-11-15 16:31:12.478771,2025-11-15 16:31:19.205999,0 days 00:00:06.727228,poisson,6,9,2,25,11,True,COMPLETE
270,227.4486181293678,2025-11-15 16:31:19.270894,2025-11-15 16:31:26.472360,0 days 00:00:07.201466,poisson,8,8,1,31,13,True,COMPLETE
271,274.08494817305177,2025-11-15 16:31:26.498536,2025-11-15 16:31:33.170805,0 days 00:00:06.672269,poisson,26,9,2,28,12,True,COMPLETE
272,221.90094763101007,2025-11-15 16:31:33.324779,2025-11-15 16:31:40.043970,0 days 00:00:06.719191,poisson,7,8,2,32,11,True,COMPLETE
273,254.42157308159554,2025-11-15 16:31:40.075602,2025-11-15 16:32:32.942847,0 days 00:00:52.867245,poisson,5,11,2,30,655,True,COMPLETE
274,276.7449750124813,2025-11-15 16:32:33.052817,2025-11-15 16:32:40.993654,0 days 00:00:07.940837,poisson,8,10,1,27,10,True,COMPLETE
275,261.0499630286898,2025-11-15 16:32:41.009228,2025-11-15 16:32:51.901751,0 days 00:00:10.892523,absolute_error,6,9,3,29,12,True,COMPLETE
276,226.39336008435743,2025-11-15 16:32:51.917516,2025-11-15 16:32:59.045976,0 days 00:00:07.128460,poisson,7,8,2,26,13,True,COMPLETE
277,256.5149799299277,2025-11-15 16:32:59.080787,2025-11-15 16:33:06.394675,0 days 00:00:07.313888,squared_error,8,10,3,23,11,True,COMPLETE
278,279.53725121218343,2025-11-15 16:33:06.407274,2025-11-15 16:33:13.377614,0 days 00:00:06.970340,poisson,30,9,3,32,10,True,COMPLETE
279,233.1521712607554,2025-11-15 16:33:13.458209,2025-11-15 16:33:20.810505,0 days 00:00:07.352296,poisson,7,8,2,64,13,True,COMPLETE
280,215.89868643759246,2025-11-15 16:33:20.869771,2025-11-15 16:33:28.004062,0 days 00:00:07.134291,poisson,8,9,1,33,11,True,COMPLETE
281,250.1110348139003,2025-11-15 16:33:28.171710,2025-11-15 16:33:36.178593,0 days 00:00:08.006883,poisson,6,8,2,28,12,True,COMPLETE
282,209.7542401650964,2025-11-15 16:33:36.254530,2025-11-15 16:33:43.547687,0 days 00:00:07.293157,poisson,8,8,3,30,10,True,COMPLETE
283,215.42695470468954,2025-11-15 16:33:43.599198,2025-11-15 16:33:50.548271,0 days 00:00:06.949073,poisson,7,9,2,25,12,True,COMPLETE
284,260.90849158311346,2025-11-15 16:33:50.653556,2025-11-15 16:33:58.128996,0 days 00:00:07.475440,poisson,6,10,3,33,11,True,COMPLETE
285,212.9308015627543,2025-11-15 16:33:58.153398,2025-11-15 16:34:05.285714,0 days 00:00:07.132316,poisson,7,9,2,29,10,True,COMPLETE
286,220.238575724897,2025-11-15 16:34:05.299173,2025-11-15 16:34:12.124609,0 days 00:00:06.825436,friedman_mse,7,8,18,34,13,True,COMPLETE
287,260.87922787239074,2025-11-15 16:34:12.137729,2025-11-15 16:34:19.049752,0 days 00:00:06.912023,poisson,8,10,1,27,11,True,COMPLETE
288,234.03267710315626,2025-11-15 16:34:19.070262,2025-11-15 16:34:26.562137,0 days 00:00:07.491875,poisson,5,9,2,31,13,True,COMPLETE
289,223.64148956995686,2025-11-15 16:34:26.621695,2025-11-15 16:34:34.244387,0 days 00:00:07.622692,poisson,8,11,3,28,11,True,COMPLETE
290,253.0374469558501,2025-11-15 16:34:34.289780,2025-11-15 16:34:41.531531,0 days 00:00:07.241751,poisson,6,7,4,26,10,True,COMPLETE
291,219.84847472196998,2025-11-15 16:34:41.555092,2025-11-15 16:34:48.621532,0 days 00:00:07.066440,poisson,7,8,2,29,12,True,COMPLETE
292,247.6531230723486,2025-11-15 16:34:48.721358,2025-11-15 16:34:58.965147,0 days 00:00:10.243789,poisson,4,9,3,32,49,True,COMPLETE
293,217.14074965116788,2025-11-15 16:34:58.996728,2025-11-15 16:35:06.543379,0 days 00:00:07.546651,poisson,9,20,2,30,10,True,COMPLETE
294,227.4834587939306,2025-11-15 16:35:06.584400,2025-11-15 16:35:13.827346,0 days 00:00:07.242946,poisson,7,8,1,24,14,True,COMPLETE
295,217.2067397690026,2025-11-15 16:35:13.930161,2025-11-15 16:35:20.961661,0 days 00:00:07.031500,poisson,8,9,3,27,12,True,COMPLETE
296,259.0979331723171,2025-11-15 16:35:21.030786,2025-11-15 16:35:27.949639,0 days 00:00:06.918853,poisson,6,16,4,48,11,True,COMPLETE
297,266.25774389616186,2025-11-15 16:35:27.962581,2025-11-15 16:35:34.812451,0 days 00:00:06.849870,poisson,9,10,3,35,14,True,COMPLETE
298,247.9348691215617,2025-11-15 16:35:34.828954,2025-11-15 16:35:42.845306,0 days 00:00:08.016352,absolute_error,7,7,8,28,10,True,COMPLETE
299,218.49379614137038,2025-11-15 16:35:42.923089,2025-11-15 16:35:50.151616,0 days 00:00:07.228527,poisson,8,7,2,31,11,True,COMPLETE
300,244.1911508453442,2025-11-15 16:35:50.215042,2025-11-15 16:35:57.717666,0 days 00:00:07.502624,poisson,6,11,4,33,13,True,COMPLETE
301,204.79390511880905,2025-11-15 16:35:57.766304,2025-11-15 16:36:05.015618,0 days 00:00:07.249314,poisson,9,9,3,25,10,True,COMPLETE
302,228.27426578545857,2025-11-15 16:36:05.088961,2025-11-15 16:36:28.230503,0 days 00:00:23.141542,squared_error,9,9,3,25,185,True,COMPLETE
303,277.77544420642795,2025-11-15 16:36:28.327752,2025-11-15 16:36:35.594500,0 days 00:00:07.266748,poisson,8,10,3,26,10,True,COMPLETE
304,208.06882531757682,2025-11-15 16:36:35.607696,2025-11-15 16:36:43.990041,0 days 00:00:08.382345,poisson,7,9,2,29,11,True,COMPLETE
305,200.3260481735212,2025-11-15 16:36:44.019894,2025-11-15 16:36:51.082967,0 days 00:00:07.063073,poisson,7,9,2,27,11,True,COMPLETE
306,251.27112158535874,2025-11-15 16:36:51.167624,2025-11-15 16:36:58.530402,0 days 00:00:07.362778,poisson,15,9,2,27,12,True,COMPLETE
307,268.3428047537098,2025-11-15 16:36:58.552362,2025-11-15 16:37:05.480906,0 days 00:00:06.928544,poisson,6,10,9,58,11,True,COMPLETE
308,218.81719425828675,2025-11-15 16:37:05.537863,2025-11-15 16:37:12.974853,0 days 00:00:07.436990,poisson,7,9,1,25,10,True,COMPLETE
309,262.8442384661593,2025-11-15 16:37:12.987542,2025-11-15 16:37:20.770568,0 days 00:00:07.783026,poisson,7,10,2,28,11,True,COMPLETE
310,221.80656586093565,2025-11-15 16:37:20.784670,2025-11-15 16:37:27.718456,0 days 00:00:06.933786,poisson,7,8,2,27,12,True,COMPLETE
311,222.50792019510087,2025-11-15 16:37:27.742588,2025-11-15 16:37:35.787960,0 days 00:00:08.045372,poisson,6,9,2,21,10,True,COMPLETE
312,262.5986708978465,2025-11-15 16:37:35.802159,2025-11-15 16:37:43.442629,0 days 00:00:07.640470,friedman_mse,5,8,1,24,11,True,COMPLETE
313,245.41925820867,2025-11-15 16:37:43.541918,2025-11-15 16:37:51.854905,0 days 00:00:08.312987,poisson,7,10,2,26,12,True,COMPLETE
314,226.38288240748838,2025-11-15 16:37:51.917558,2025-11-15 16:37:59.317913,0 days 00:00:07.400355,poisson,7,9,1,23,10,True,COMPLETE
315,231.09663594176618,2025-11-15 16:37:59.470611,2025-11-15 16:38:06.757846,0 days 00:00:07.287235,poisson,6,8,3,29,12,True,COMPLETE
316,236.14111097038145,2025-11-15 16:38:06.771002,2025-11-15 16:38:13.834113,0 days 00:00:07.063111,poisson,8,11,2,28,10,True,COMPLETE
317,210.22980736024874,2025-11-15 16:38:13.885328,2025-11-15 16:38:21.316992,0 days 00:00:07.431664,poisson,7,9,2,30,11,True,COMPLETE
318,256.7526862713072,2025-11-15 16:38:21.360678,2025-11-15 16:38:29.295985,0 days 00:00:07.935307,poisson,8,10,3,26,13,True,COMPLETE
319,275.0446829195891,2025-11-15 16:38:29.316666,2025-11-15 16:38:36.840057,0 days 00:00:07.523391,poisson,3,8,1,29,11,True,COMPLETE
320,229.4283760162219,2025-11-15 16:38:36.931763,2025-11-15 16:38:44.064494,0 days 00:00:07.132731,poisson,6,12,2,28,10,True,COMPLETE
321,264.9966914832015,2025-11-15 16:38:44.177098,2025-11-15 16:38:52.272202,0 days 00:00:08.095104,poisson,7,10,3,25,12,True,COMPLETE
322,209.38785729091325,2025-11-15 16:38:52.322024,2025-11-15 16:39:01.218490,0 days 00:00:08.896466,poisson,8,9,3,27,11,True,COMPLETE
323,226.7063461739978,2025-11-15 16:39:01.366357,2025-11-15 16:39:09.316433,0 days 00:00:07.950076,poisson,5,9,2,30,12,True,COMPLETE
324,297.0039241348713,2025-11-15 16:39:09.385755,2025-11-15 16:39:21.891457,0 days 00:00:12.505702,absolute_error,22,8,1,27,10,True,COMPLETE
325,219.41848514181962,2025-11-15 16:39:21.997256,2025-11-15 16:39:30.568645,0 days 00:00:08.571389,poisson,7,8,3,29,13,True,COMPLETE
326,207.45249211132767,2025-11-15 16:39:30.636567,2025-11-15 16:39:38.775506,0 days 00:00:08.138939,poisson,8,9,2,26,11,True,COMPLETE
327,252.66713282446977,2025-11-15 16:39:38.864857,2025-11-15 16:39:47.652418,0 days 00:00:08.787561,poisson,6,10,3,23,11,True,COMPLETE
328,268.9226090498933,2025-11-15 16:39:47.678850,2025-11-15 16:39:55.726678,0 days 00:00:08.047828,squared_error,16,8,2,26,10,True,COMPLETE
329,254.49070561339977,2025-11-15 16:39:55.794095,2025-11-15 16:40:03.717614,0 days 00:00:07.923519,poisson,17,9,2,53,11,True,COMPLETE
330,218.81719425828675,2025-11-15 16:40:03.781165,2025-11-15 16:40:13.061766,0 days 00:00:09.280601,poisson,7,9,1,25,10,True,COMPLETE
331,229.85450749818241,2025-11-15 16:40:13.075388,2025-11-15 16:40:21.410731,0 days 00:00:08.335343,poisson,8,8,20,24,14,True,COMPLETE
332,232.87651929261534,2025-11-15 16:40:21.528025,2025-11-15 16:40:30.593411,0 days 00:00:09.065386,poisson,6,11,3,28,11,True,COMPLETE
333,227.49692838908044,2025-11-15 16:40:30.607570,2025-11-15 16:40:46.398517,0 days 00:00:15.790947,poisson,8,9,2,27,102,True,COMPLETE
334,253.41259051997014,2025-11-15 16:40:46.504906,2025-11-15 16:40:55.205706,0 days 00:00:08.700800,poisson,7,10,3,26,13,True,COMPLETE
335,222.47977909522155,2025-11-15 16:40:55.218983,2025-11-15 16:41:02.944675,0 days 00:00:07.725692,poisson,7,8,2,22,10,True,COMPLETE
336,251.96925974828892,2025-11-15 16:41:03.016447,2025-11-15 16:41:11.673461,0 days 00:00:08.657014,friedman_mse,6,13,3,29,12,True,COMPLETE
337,264.65506877309747,2025-11-15 16:41:11.777225,2025-11-15 16:41:19.830125,0 days 00:00:08.052900,poisson,8,10,1,26,11,True,COMPLETE
338,211.04890684947213,2025-11-15 16:41:19.885053,2025-11-15 16:41:28.976822,0 days 00:00:09.091769,poisson,7,9,4,28,10,True,COMPLETE
339,223.2302480603361,2025-11-15 16:41:29.040637,2025-11-15 16:41:37.348758,0 days 00:00:08.308121,poisson,8,7,2,20,13,True,COMPLETE
340,243.52501916049323,2025-11-15 16:41:37.375362,2025-11-15 16:41:44.695567,0 days 00:00:07.320205,poisson,5,9,2,78,11,True,COMPLETE
341,245.3470105558701,2025-11-15 16:41:44.770567,2025-11-15 16:41:54.116279,0 days 00:00:09.345712,poisson,6,22,3,30,12,True,COMPLETE
342,228.1404291862068,2025-11-15 16:41:54.251673,2025-11-15 16:42:02.252994,0 days 00:00:08.001321,poisson,7,8,1,25,10,True,COMPLETE
343,266.84845708913303,2025-11-15 16:42:02.266817,2025-11-15 16:42:10.020793,0 days 00:00:07.753976,poisson,8,10,3,27,12,True,COMPLETE
344,219.7193014105119,2025-11-15 16:42:10.053636,2025-11-15 16:42:17.323613,0 days 00:00:07.269977,poisson,7,7,2,31,14,True,COMPLETE
345,260.5004274633111,2025-11-15 16:42:17.386309,2025-11-15 16:42:25.347562,0 days 00:00:07.961253,poisson,20,9,4,28,11,True,COMPLETE
346,208.4715150418339,2025-11-15 16:42:25.427684,2025-11-15 16:42:32.564276,0 days 00:00:07.136592,poisson,9,8,3,24,10,True,COMPLETE
347,258.86051845707374,2025-11-15 16:42:32.584590,2025-11-15 16:42:39.704865,0 days 00:00:07.120275,poisson,10,10,3,29,14,True,COMPLETE
348,243.00382613903076,2025-11-15 16:42:39.772578,2025-11-15 16:42:47.400743,0 days 00:00:07.628165,poisson,8,14,2,27,11,True,COMPLETE
349,298.3295764794211,2025-11-15 16:42:47.416034,2025-11-15 16:42:58.258939,0 days 00:00:10.842905,absolute_error,7,9,2,46,13,True,COMPLETE
350,244.20396974822506,2025-11-15 16:42:58.363746,2025-11-15 16:43:06.366849,0 days 00:00:08.003103,poisson,6,8,1,26,10,True,COMPLETE
351,203.40764559863473,2025-11-15 16:43:06.394324,2025-11-15 16:43:13.925256,0 days 00:00:07.530932,poisson,9,8,3,18,11,True,COMPLETE
352,216.6404733533172,2025-11-15 16:43:13.980440,2025-11-15 16:43:20.871159,0 days 00:00:06.890719,poisson,9,7,2,16,12,True,COMPLETE
353,215.5630076394816,2025-11-15 16:43:20.938506,2025-11-15 16:43:28.224026,0 days 00:00:07.285520,squared_error,9,7,4,15,12,True,COMPLETE
